Chr	Locus	Gene Name	CT State 1	CT State 2	CT State 3	CT State 4	CT State 5	CT State 6	CT State 7	CT State 8	EF State 1	EF State 2	EF State 3	EF State 4	EF State 5	EF State 6	EF State 7	EF State 8
DH10B	ECDH10B_2167	hisG	445.6	452.3	643.1	526.6	429.7	215.6	418.2	172.3	170	241.3	315.2	436.1	610.6	654.5	548.4	749.6
DH10B	ECDH10B_2168	hisD	273.5	396.2	381.5	296.3	181.7	232.5	176.8	302.5	192.6	181.1	365.6	379.2	522.7	394.9	408.9	638.6
DH10B	ECDH10B_2169	hisC	208.8	128.6	346.1	328.3	190.2	146.7	102	197.5	195.6	143.2	290.3	272.8	292.1	359.4	273.5	454.4
DH10B	ECDH10B_2170	hisB	335.1	287.5	239.1	285	180.3	217	261.5	39.6	242.9	211.9	293.3	367	455.8	484.5	396.9	559.7
DH10B	ECDH10B_2171	hisH	81.4	154.9	235.2	186	18.9	69.1	349.2	0	222.2	119.4	178.4	141.5	233.6	261.4	224.1	376.3
DH10B	ECDH10B_2172	hisA	150.8	212.7	342	290.6	51.8	193	148.1	592.3	153.7	156.1	306.3	266.6	326.7	224.8	413.3	324.6
DH10B	ECDH10B_2173	hisF	122.6	166.4	366.7	301.8	264.2	205.2	0	0	260.5	150.5	251.8	305.7	364.6	323.4	313.7	396.9
DH10B	ECDH10B_2174	hisI	142.5	94.3	302.9	178.9	221	255.4	297.6	0	155.4	201.7	213.2	144.6	273.9	289.8	194.2	291.9
DH10B	ECDH10B_2175	cld	577.4	860.5	1102.5	1106.2	425	898.8	457.9	345	764.9	1041.6	873.6	1227.5	361.9	356.9	450.6	373.7
DH10B	ECDH10B_2176	ugd	60.1	54.7	662.4	920.2	201.8	167	863.5	374.5	62.9	109.8	347.1	479.6	85.3	63	21.4	67.2
DH10B	ECDH10B_2177	gnd	1461.5	1444.9	829.7	961.3	481.9	1067.8	707.6	40.1	1241.6	1432.9	773.5	990	582.3	494.1	391.7	375.1
DH10B	ECDH10B_2180	insH-7	459.4	354.1	192.9	303	239.4	284.7	298.5	124.8	441.1	351.5	372.1	365.3	289.1	317.4	337.9	347.7
DH10B	ECDH10B_2182	wbbK	254.5	340.4	539.2	495.5	229	375.8	97.6	176.4	435	404.8	443.3	651.6	360.5	285.1	235.4	247.8
DH10B	ECDH10B_2183	wbbJ	271.4	270.8	455.4	420.2	307	261.9	0	0	322.6	356	580.1	324.8	309.4	248.6	390.6	122.5
DH10B	ECDH10B_2184	wbbI	303.9	204.6	297.9	278.9	155.5	204.7	73.4	113.6	228.5	371.8	339.9	542.1	212.1	235.6	177.6	179.9
DH10B	ECDH10B_2185	wbbH	183	201.8	478.2	519.4	293.2	423.7	676.2	84.6	269.1	430.6	555	521	367.9	287.2	225.7	210.7
DH10B	ECDH10B_2186	glf	228.9	274.6	381.3	475.8	236.4	305.5	362.9	0	414.5	475.8	609.4	632.3	368.6	346.5	338.7	313.2
DH10B	ECDH10B_2187	rfbX	188	141.8	297.1	402.1	415.7	330.7	0	248.6	392.7	375	591.3	430.5	221.2	203.7	134	204.8
DH10B	ECDH10B_2188	rfbC	312.6	216.5	289.8	360	305.2	202.9	0	0	265.7	369.4	426.8	263.3	192.8	249.1	101.7	156.8
DH10B	ECDH10B_2189	rfbA	551.3	321.1	480.7	637.9	232.8	631.3	234	447.6	524.1	550.4	720.6	578.1	343.5	358.1	593	305.5
DH10B	ECDH10B_2190	rfbD	328.6	354.8	395.5	549.9	268.8	338	391.2	0	416.9	478.4	448.3	738.1	269.9	342.3	248.9	252.1
DH10B	ECDH10B_2191	rfbB	350.8	366.3	516.6	595.7	356.1	531.1	0	259.7	637.2	496.2	576.2	636.4	384.7	318.5	268.3	283.4
DH10B	ECDH10B_2192	galF	421.7	423.5	741.1	607.2	306.2	292.9	0	1387.9	321.2	560.7	671.1	473.8	557.5	722.3	921.2	673
DH10B	ECDH10B_2193	wcaM	25.2	13.2	64.3	177.5	0	9.4	0	0	4.7	11.1	135.4	115.7	19.9	16.3	36.4	12.1
DH10B	ECDH10B_2194	wcaL	7.4	10.7	118.7	160.7	19.6	15.1	0	265.6	3.1	2.7	63.4	131.3	17.6	3.8	13	10.1
DH10B	ECDH10B_2195	wcaK	0	20.4	163.2	172.6	0	15	0	66	0	2.6	125.5	137.3	11.2	9.3	12.4	17
DH10B	ECDH10B_2196	wzxC	0	18.2	80.7	131.8	0	16.1	0	0	12.7	2.1	77.4	46	0	1.9	8.2	8.6
DH10B	ECDH10B_2197	wcaJ	0	0	148.4	110.9	0	18.2	0	0	3.7	6.3	70.7	96.5	0.6	3	2.7	11.7
DH10B	ECDH10B_2198	cpsG	0	0	171.2	187.8	1.2	0	0	0	0	4.6	75.8	124.7	0	1.9	17.7	20
DH10B	ECDH10B_2199	cpsB	0	3.2	360.9	269.3	19.9	2.1	0	0	5.6	0.9	108.2	189.9	6.9	2.5	4.2	18.1
DH10B	ECDH10B_2200	wcaI	0	0	246.5	416.7	0	5	0	299.5	3.8	3.9	215	251.9	0	12.1	8	2
DH10B	ECDH10B_2201	nudD	0	33.7	406.7	347	49.7	17.6	480.6	0	11.8	11.2	131.1	131.8	0	4.7	0	17.6
DH10B	ECDH10B_2202	fcl	0	0	480.7	618.7	8.2	4	0	408.7	20.5	3.1	190.8	375.2	12.1	5.2	0	5.9
DH10B	ECDH10B_2203	gmd	25.9	0	632.7	1008.8	12.8	50.1	335.4	389.6	3.8	4.9	249.4	442	18.4	9.3	44.5	17.5
DH10B	ECDH10B_2204	wcaF	9.1	0	167	150.8	0	0	0	0	0	2	120.2	109.4	0	2.4	0	0
DH10B	ECDH10B_2205	wcaE	16.1	0	191.4	235.2	29.8	12.4	0	0	0	0	61.9	129.2	0	0	0	0
DH10B	ECDH10B_2206	wcaD	0	8.8	394.2	493.2	15.7	19	0	0	0	3.1	199.9	269.8	0	3.7	9.3	0
DH10B	ECDH10B_2207	wcaC	14.8	5.7	140	240	0	12.6	0	23.2	0	1.2	57.3	67.8	0	3.9	6.2	6.2
DH10B	ECDH10B_2208	wcaB	0	0	116.9	102.6	0	18.9	0	0	12.5	0	93.1	26.3	0	1.9	0	6.2
DH10B	ECDH10B_2209	wcaA	0	0	252.4	243.3	0	13.8	130.1	0	0	2.3	133.6	123.8	0	2.1	0	6.8
DH10B	ECDH10B_2210	wzc	0	0	235.7	345	6.6	7.5	73	91.3	5.9	8.3	106.9	136.6	17.8	9.1	12.9	6.3
DH10B	ECDH10B_2211	wzb	0	0	188.8	97.9	43	0	0	825.7	0	1.1	22.2	47.1	0	0	11.9	0
DH10B	ECDH10B_2212	wza	3.5	0	229.2	222.8	26.5	0	0	111.3	5	1.2	59.9	110.1	0	0	13.3	2.9
DH10B	ECDH10B_2213	yegH	114.6	107.4	44.8	69.7	65.3	54.9	84.3	133.5	52	52.7	93.4	65.3	14.1	56.3	24.8	43.4
DH10B	ECDH10B_2214	asmA	157.9	145.3	105.8	159.8	173.4	115.9	0	121.7	148.3	203	137.9	124.9	125.2	151.7	190.3	161.1
DH10B	ECDH10B_2215	dcd	346.3	255.2	140.6	247.5	166.8	214.4	0	290.7	345.4	250	222.8	208.2	107.8	245.5	356.4	261.8
DH10B	ECDH10B_2216	udk	104.6	97.1	210.4	131.6	59.5	49.2	0	0	143.7	140.6	70.9	126.1	103.3	70.1	70.7	91.6
DH10B	ECDH10B_2217	yegE	23.6	36.9	52.6	47.1	75.3	42.5	69.5	0	40.3	41.9	48.9	49.4	34.6	49.5	78.2	51.3
DH10B	ECDH10B_2218	alkA	42.5	25.4	52.3	18	88.1	44.4	0	0	29.4	21	79.5	30.9	76	32.8	64.2	38
DH10B	ECDH10B_2219	yegD	40	21.6	48.1	54.1	30.6	63.7	0	0	59.5	63.7	99.2	55.1	43.1	60.5	43.6	17.8
DH10B	ECDH10B_2220	yegI	9.8	8.3	15.2	12.2	33.5	6.7	0	0	9.7	11.5	10.9	12.1	0	21	15.9	9.9
DH10B	ECDH10B_2221	yegJ	0	0	57.6	0	0	0	0	0	0	2.7	0	0	11.6	9.6	0	2.6
DH10B	ECDH10B_2222	yegK	0	14.1	0	5.2	0	0	0	0	23.5	5.8	8	0	0	2.2	10.9	3.2
DH10B	ECDH10B_2223	yegL	27.3	0	0	19.8	26.5	12.8	0	0	0	4.8	19.5	12.2	17.7	3.4	0	11.9
DH10B	ECDH10B_2226	mdtA	48.2	0	11.9	22.6	39.5	16.7	126.5	0	14.3	10.6	22.5	15.9	25.1	10.7	10.3	23.5
DH10B	ECDH10B_2227	mdtB	7.7	11.8	9.5	16.2	27	18.7	101.1	45.1	8.6	16.9	21.9	18.5	10.9	15.2	10.2	9.7
DH10B	ECDH10B_2228	mdtC	9.1	14.5	23.4	22.1	11.4	27	0	45.8	18.2	17.8	19.5	24.9	16.9	12	9.1	13.5
DH10B	ECDH10B_2229	mdtD	18.4	11.4	15.3	15.5	22.5	15.8	0	79.7	10.6	16.3	12.9	0.4	13.9	8.2	6.9	7
DH10B	ECDH10B_2230	baeS	0	37.3	7.7	20.9	14.7	13.2	0	0	18.4	18.3	8.1	15.7	7.7	14.4	1.1	23.2
DH10B	ECDH10B_2231	baeR	95.7	30.9	40.9	86.1	118.9	14.9	0	0	59.9	79	185.7	189.8	151.3	124.7	111	184.9
DH10B	ECDH10B_2232	yegP	39.1	0	44.4	48.2	0	0	0	0	0	12.3	36.4	27.4	29.6	50.2	154.6	93.3
DH10B	ECDH10B_2233	yegQ	30.2	88.1	53.6	117.7	74.8	110.3	0	0	86.1	122	135.9	77.9	106.6	114.6	109.5	82
DH10B	ECDH10B_2235	ogrK	0	0	0	0	0	0	0	0	15	0	0	0	0	8.5	31.1	11
DH10B	ECDH10B_2237	yegR	0	26.6	0	17.1	0	0	0	0	0	0	0	0	0	3.6	0	0
DH10B	ECDH10B_2238	yegS	8.9	14.5	13.1	25.5	0	0	0	203.7	9.4	3.3	15.2	8.9	0	3.7	0	6.7
DH10B	ECDH10B_2242	insE-5	42.2	42.3	0	16.8	41.2	19.9	0	91.3	36.6	8.7	22.1	8.7	14.5	22.4	22	27.3
DH10B	ECDH10B_2243	insF-5	34.7	18.6	23.9	17.7	25.7	17.8	14	0	33.1	26	5.2	19.8	12.4	14.9	14.8	23.7
DH10B	ECDH10B_2244	gatD	428.6	371.1	85.2	76.2	42.8	37	0	162.5	199.4	100.5	50.3	51.5	7.8	10.5	11.6	7.8
DH10B	ECDH10B_2245	gatC	562.7	415.4	122.9	110.6	32.9	111.9	53.7	0	271.5	150.3	121.9	73.5	21.8	12.2	18.4	16.2
DH10B	ECDH10B_2246	gatB	464.4	302.4	214.5	32.1	0	0	0	0	69.4	61.5	79.8	37.6	0	19.6	0	0
DH10B	ECDH10B_2247	gatA	951.7	980.1	548.5	325.6	77.3	214.2	0	0	258.8	285.7	237.7	163.3	144.5	94.1	78.5	168.5
DH10B	ECDH10B_2249	gatY	3248.2	3254.3	1041.3	1315.5	510	445.8	752.6	0	966.3	759.8	1075.1	1066	558.8	636.3	461.2	612.3
DH10B	ECDH10B_2250	fbaB	32.4	29.2	116.1	137.7	24.2	21.2	0	200.9	11.2	22.8	169.3	95.2	84.3	117.6	153.1	158.5
DH10B	ECDH10B_2251	yegT	334.2	88.5	56.3	30.5	26.2	14.5	0	375.1	36.5	14.6	43.3	12.6	65.2	85.6	75.2	145
DH10B	ECDH10B_2252	yegU	268.4	81.9	61.8	40.3	61.8	37.5	120.8	0	33.3	33.9	23.4	36.8	118.6	145.5	334.4	279.5
DH10B	ECDH10B_2253	yegV	578.1	164.1	94.9	113.3	145	92.5	326.8	218.9	75	75.8	86.4	99.9	196.7	194.1	494.4	447.6
DH10B	ECDH10B_2254	yegW	92.6	41.2	72.6	64.8	108.7	51.5	113.8	0	31.5	54.7	36.6	56	8.4	52.9	121.6	45.2
DH10B	ECDH10B_2255	yegX	12.2	25.4	0	31.4	0	17.9	0	0	9.8	5.2	26.9	15.1	10.9	25.7	9.2	19.2
DH10B	ECDH10B_2256	thiD	33.8	8.6	20.9	22.5	23.8	40.4	0	0	22.9	19.1	27.5	6.7	6.7	11.9	18	1.1
DH10B	ECDH10B_2257	thiM	19.1	26.3	0	29.1	26.2	34.2	0	0	14.9	17	0	12.9	15.9	13.1	32.6	16.1
DH10B	ECDH10B_2258	rcnR	0	0	0	20.8	0	0	0	0	13.8	24.3	0	0	0	15.1	5.5	24.3
DH10B	ECDH10B_2259	yohM	0	15.9	34.7	14.7	15.4	0	0	0	18.3	30.6	0	23.4	14.1	11.6	0	11.7
DH10B	ECDH10B_2260	yohN	0	13.6	69.8	16	0	50	0	0	38.9	35.8	8.9	14.2	13.2	29.5	0	33.8
DH10B	ECDH10B_2262	yehB	6.1	8.7	4.8	3.4	0	5.9	0	0	6.1	6	0	4.1	0	3	0	4.9
DH10B	ECDH10B_2263	yehC	0	0	0	0	0	0	0	0	3.9	0	0	0	11.2	0	0	0
DH10B	ECDH10B_2264	yehD	83.1	15.6	0	0	44	22.7	0	0	13.9	25.9	0	8.9	0	3.2	1.4	0
DH10B	ECDH10B_2265	yehE	35.6	0	0	8.8	0	21.8	0	0	26.7	11.8	10.8	0	0	5.1	0	0
DH10B	ECDH10B_2266	mrp	318.8	318.2	209.6	165.8	139.1	189.4	0	0	259.1	294	171.5	190.8	134.9	85.4	71.6	88.9
DH10B	ECDH10B_2267	metG	233.6	231.9	275.8	263	147.1	215.1	0	256.5	231.7	296.9	184.6	261.7	112.8	91.6	63.6	62.7
DH10B	ECDH10B_2272	yehI	4.7	11.6	15.5	10.7	19.7	14.8	0	0	11.5	9	16.5	9.4	11.1	11.1	6.5	15.5
DH10B	ECDH10B_2273	yehK	0	0	0	0	0	0	0	0	0	6	0	0	0	7.5	0	0
DH10B	ECDH10B_2274	yehL	0	0	0	0	0	0	0	0	0	0.6	0	0	0	2.6	12.5	0.8
DH10B	ECDH10B_2275	yehM	4.4	5.7	4.8	5.1	7	2.7	0	0	8.5	6.1	4.3	5.9	7.9	8.1	26.6	22.5
DH10B	ECDH10B_2276	yehP	0	9.5	0	0	0	0	0	0	0	3.2	0	0	22.9	4.5	9.3	0
DH10B	ECDH10B_2277	yehQ	10.3	6.7	5.3	3.7	0	0	0	0	18.4	18.9	0	11.3	23.3	17.1	5.3	16
DH10B	ECDH10B_2278	yehR	39.1	10	27.7	41.2	75.8	0	262.8	0	109	59.8	13.1	56.9	29.1	46.9	109.8	37.2
DH10B	ECDH10B_2279	yehS	55.3	150.3	46.1	143.2	128.4	98.1	0	299.4	146.9	134.7	217.4	212.9	97.1	133.2	188	152.5
DH10B	ECDH10B_2280	yehT	156	189.2	108.2	152	46.4	74.9	0	0	96.8	76.9	146.4	225.6	99.6	112.9	52.6	93
DH10B	ECDH10B_2281	yehU	29.1	23.7	17.5	53.6	37.8	25.6	108	0	40.2	19.2	59.8	43.2	33	53.4	31.9	46.7
DH10B	ECDH10B_2282	mlrA	42.5	22.1	103.7	67.8	82.6	34.7	0	0	23.2	69.2	38.3	51.3	61.2	90.8	115.8	148.8
DH10B	ECDH10B_2283	yohO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2284	yehW	15.1	25.2	145.5	120.2	123.9	96.8	0	0	133.8	130	106.7	90.1	90.6	61.6	111.7	89
DH10B	ECDH10B_2285	yehX	16.2	15.8	57.4	15.5	51.5	0	0	0	27.4	7.8	24.5	16.8	22.2	20	27.8	23.4
DH10B	ECDH10B_2286	yehY	40.7	17.9	14.5	29.2	71.5	23.3	0	207	14.2	5.5	13.1	26.9	30.2	35.3	26.1	63.1
DH10B	ECDH10B_2287	yehZ	26.2	41.9	95.6	49.8	0	29.4	0	0	0	14.6	1.7	43.8	42	39.8	70.1	55.9
DH10B	ECDH10B_2288	bglX	79.8	69.3	104.7	95.8	46.4	87.8	0	0	73.3	74.7	102	59.3	39.4	79.3	64.6	90.1
DH10B	ECDH10B_2289	dld	117.4	195.1	170.1	191.8	116.9	165.1	56.6	164.3	128.4	152.5	131.7	190.3	188.1	182.3	148.7	205.5
DH10B	ECDH10B_2290	pbpG	90.3	81.6	57.1	36.8	59.7	25.6	0	105.8	45.9	51.4	30.1	79.9	18.3	95.2	13.8	47.9
DH10B	ECDH10B_2291	yohC	0	24.9	0	26.9	0	14.4	0	0	14.4	25.8	55.5	35.6	29	39.5	70.8	66.2
DH10B	ECDH10B_2292	yohD	26	61.1	57.9	21.3	41.2	59.9	0	0	43.1	51	51.1	121.3	15.5	55.1	66.7	63.1
DH10B	ECDH10B_2293	yohF	35.5	0	9.1	20.4	50.1	27.3	0	0	5.6	32.9	7	35.9	10.6	24.2	0	21.8
DH10B	ECDH10B_2294	yohG	0	7.1	0	4.8	0	0	0	0	0	2.6	0	0	11.5	3.9	0	1.7
DH10B	ECDH10B_2296	yohH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2297	dusC	10.6	14.6	12.5	60.2	26.9	39.8	0	0	23.3	29.5	45.6	19.8	15.1	27.2	28.7	17.8
DH10B	ECDH10B_2298	yohJ	168.4	206.4	19.8	20.4	0	17.4	0	742.1	86.1	67.2	239.5	61.8	20.2	35.2	39.8	37.8
DH10B	ECDH10B_2299	yohK	157	84	38.2	77.4	0	29.9	0	0	92	57.1	71.9	61.6	63.1	60.5	26.1	36.4
DH10B	ECDH10B_2300	cdd	393.1	264.3	25.6	53.3	79.1	45.2	0	0	46.3	85.8	65.1	53.9	40.5	53.3	26.5	67.8
DH10B	ECDH10B_2301	sanA	7	13.9	42.5	33.6	0	0	0	0	19	44.5	8.4	26.8	0	35.1	12.6	22.6
DH10B	ECDH10B_2302	yeiS	33.4	12.8	0	6.2	0	0	0	0	49	12.5	0	0	0	4.7	0	32.7
DH10B	ECDH10B_2303	yeiT	54.2	68.3	13.5	1	30.8	7.5	0	0	20.1	22.7	3.7	0	0	6.5	9.2	12.4
DH10B	ECDH10B_2304	yeiA	106.3	150	12	10.6	20.6	23.7	0	0	16.4	15.3	0	13	13.8	6.3	13.5	20.3
DH10B	ECDH10B_2305	mglC	33.7	16.7	28.3	48.9	92.9	28.9	0	0	5.1	16.5	0.8	29.7	13.3	36.7	77.9	50.7
DH10B	ECDH10B_2307	mglB	253.9	31.6	112.5	166.7	146.6	216.6	0	0	30.2	42	47.1	133.1	149.9	261.4	429.6	634
DH10B	ECDH10B_2308	galS	27	22.9	32.2	45.1	55	57	116.6	216.7	107.2	49.6	56.8	31.4	34.4	56.3	43.6	42.6
DH10B	ECDH10B_2309	yeiB	90.9	74.4	161.8	130.2	211.6	99.8	0	0	115	119.1	188.6	117.1	162.6	81.7	109.8	65.9
DH10B	ECDH10B_2310	folE	181.3	332.4	215.2	404.1	392.5	151.9	435.6	0	104.8	166.3	183.7	358.2	321.6	329.7	185.6	252.6
DH10B	ECDH10B_2311	yeiG	198.8	135.1	214.4	214.3	87.5	99.4	319.1	572.8	102.9	158.6	266.4	133.9	155.3	183.8	117.6	159.7
DH10B	ECDH10B_2312	cirA	39.8	35.5	453.4	370.5	139	73.5	170.7	219.4	26.5	45.9	552.1	578.7	172.8	243.1	89.3	81.2
DH10B	ECDH10B_2313	lysP	119.4	139.8	191.2	184.2	119.1	179.7	57.8	0	138	148.2	113.5	107.6	139	128.5	56.1	72.3
DH10B	ECDH10B_2314	yeiE	394.4	180.6	85	61.9	0	109.1	0	0	196.4	211.9	66.2	88.1	43.7	20.5	12	14.7
DH10B	ECDH10B_2315	yeiH	35.3	30	27.2	17.9	34.9	22	0	0	66.8	39.1	15.9	7.1	5.1	23.3	16.6	28.2
DH10B	ECDH10B_2316	nfo	74.8	115.7	112.6	82.4	79.8	92.4	0	0	104.8	117	100.8	147.5	136.9	159.9	110.3	197.3
DH10B	ECDH10B_2317	yeiI	52.5	54.4	3.6	57	23.4	65.8	0	38.8	102.4	63.5	105.9	47.8	93.8	87.5	69.5	70.1
DH10B	ECDH10B_2318	yeiJ	0	0	17.3	22.5	0	6.2	0	0	3	10.2	25.5	4.7	0	6.2	3	1
DH10B	ECDH10B_2319	rihB	0	0	0	0	0	0	0	0	7.5	2.8	0	0	0	0	0	1
DH10B	ECDH10B_2320	yeiL	0	7	0	2.2	0	0	0	0	0	4.5	0	0	36.7	3.1	0	9.1
DH10B	ECDH10B_2321	yeiM	18.4	27.7	15	15.2	35.6	20.3	0	0	12	15.5	24.3	15.9	10	15.9	15.1	29.9
DH10B	ECDH10B_2322	yeiN	0	9	21	25	23.7	12.3	25.9	0	14	16.5	49.3	52.5	29.6	34.9	16.1	23.8
DH10B	ECDH10B_2323	yeiC	0	1.6	2.1	22.6	30.4	15.5	0	0	17.5	5	0	33.6	16.2	14.1	40.2	10.2
DH10B	ECDH10B_2324	fruA	3395.9	2619.5	4005	3675.7	2435.2	1990.3	1320.3	1733.3	2046.9	1573.5	3846.9	3019.8	3417.3	3339.9	5095.5	5090.2
DH10B	ECDH10B_2325	fruK	2194.2	2218.3	3556.4	2669.3	1488.1	1792	659.4	931	1703.5	1305	3339.9	2940.6	2739.9	3053.7	3885.5	4496.1
DH10B	ECDH10B_2327	setB	39	41.7	15	71.9	156.2	78.2	0	0	102.4	124.3	66.7	73	48.5	46.4	107.6	46.2
DH10B	ECDH10B_2328	yeiW	0	0	0	41.7	118.6	21.1	0	0	31.4	33.4	0	37.8	0	8.1	0	63.9
DH10B	ECDH10B_2329	yeiP	283.5	276.6	161.7	217.3	169.4	247.3	0	418.3	302.3	170.2	270	218	209.6	170	203.4	51.6
DH10B	ECDH10B_2330	yeiQ	125.8	63.5	28.9	48.2	22.8	33.1	0	0	106.9	42.5	78.1	61	8.6	61	21.2	62.7
DH10B	ECDH10B_2331	yeiR	62	67	47.9	103.1	104.8	70.2	0	0	38.6	19.8	88.4	44	50	92.8	107.4	63.9
DH10B	ECDH10B_2332	yeiU	67.4	57.1	52.5	79.9	100.3	93.8	0	0	60	84.9	98.8	111.1	76.6	102	36	58.7
DH10B	ECDH10B_2333	spr	670.2	407.1	723.4	709	721.4	559.6	0	248.7	415.1	442.9	571.2	538	585	450.6	666.2	598.1
DH10B	ECDH10B_2334	rtn	29.6	78.1	102	84.7	14.3	149.4	0	226.4	65.3	120.9	56	134.3	81.8	88.7	147.8	99
DH10B	ECDH10B_2335	yejA	29.8	51.7	50	50.9	81.5	58.6	0	0	42.5	53.7	48.5	47.6	34.1	59.2	74.2	47.9
DH10B	ECDH10B_2336	yejB	23.8	19	17.1	26.4	53.8	54.2	0	0	43	29.4	42.9	32.3	84.3	45.6	20.7	63.4
DH10B	ECDH10B_2337	yejE	0	13.5	37.5	27.7	0	36.8	11.8	109.9	45	48.8	31	4.7	19.2	30.8	60.5	38.2
DH10B	ECDH10B_2338	yejF	123	93.9	359.7	258.3	464.4	415.1	725.4	869	455.9	501	197	273.1	283.6	239.5	368.5	329.2
DH10B	ECDH10B_2339	yejG	313.9	111.5	551.6	211.3	147.6	388.4	1654	858.3	244.2	304.7	90.1	307.7	480.7	269.2	730.6	546.6
DH10B	ECDH10B_2340	bcr	127.1	142.1	184.6	189.6	236.5	170.1	152.9	11.8	176.3	149.5	154.1	201.7	310.1	192.4	321	258.2
DH10B	ECDH10B_2341	rsuA	329.9	169.2	301.7	312.4	377.3	343	209.3	162.1	153.5	270.3	233.2	441.4	445.6	436.4	356.7	441.8
DH10B	ECDH10B_2342	yejH	33	45	25.8	39.8	43.4	44.6	0	0	54	51.5	32.3	57.8	40.7	44.9	52	38.9
DH10B	ECDH10B_2343	rplY	1087	796.5	1186.6	1572.7	1267.6	1442.9	2982	841	944.8	1508.5	928.8	3474.6	603.9	902.9	347.9	568.5
DH10B	ECDH10B_2344	yejK	103.4	116.8	257.3	214.7	116.8	111.5	0	0	186.3	186.3	182.1	183	148.5	191.7	217	200.3
DH10B	ECDH10B_2345	yejL	39.6	87.7	0	99.7	286.2	0	0	0	20.6	46.4	53.2	72.9	82.6	47.5	13.3	62.2
DH10B	ECDH10B_2346	yejM	212.4	177	391.9	339.8	310.9	367.8	0	0	257.2	440.2	278.2	344	218.9	277.6	311.6	215.4
DH10B	ECDH10B_2348	yejO	94.2	24.8	50.3	74.1	51.3	65.6	33.8	95.5	63.9	51.8	101.8	71.3	59.6	83	111.2	115.2
DH10B	ECDH10B_2349	insH-8	438.7	420.7	199.7	302	192.5	253.7	334.3	221.8	418.9	345.3	396.7	372.7	274.1	310.1	329	362
DH10B	ECDH10B_2350	narP	117.6	146.1	33.5	35.1	68.8	60.6	0	0	85.7	73.8	55	49.6	4.2	34.4	8.2	64.3
DH10B	ECDH10B_2351	ccmH	63.8	127.2	24.3	22.8	12.1	94.3	0	133.9	143.1	82.7	23.8	48.4	0	35.5	18	37.3
DH10B	ECDH10B_2352	ccmG	41.3	27.6	15.9	15.1	0	40	0	0	105.5	70.7	0	0	0	23.9	0	10.3
DH10B	ECDH10B_2353	ccmF	37.6	39.2	42.6	7.5	22.1	42.8	162.4	101.5	73.9	57.3	16.4	14.1	7.8	19.7	0.4	10.7
DH10B	ECDH10B_2354	ccmE	20.9	75.3	34.9	0	0	28.9	0	0	67.7	34.5	0	14.5	0	18.3	52	23.3
DH10B	ECDH10B_2355	ccmD	0	0	0	0	0	0	0	0	0	0	3.6	0	0	0.5	0	8.6
DH10B	ECDH10B_2356	ccmC	48.9	59.4	26.7	12.4	0	24	0	0	102.1	39.6	19.5	18.2	21.9	24	0	16.8
DH10B	ECDH10B_2357	ccmB	66.5	53.4	53.5	7.8	0	25.6	0	0	27.7	53.1	0	10.5	0	7	0	2.7
DH10B	ECDH10B_2358	ccmA	77.1	330.5	4.7	18.2	45.9	158	0	0	138.8	124.9	13.4	13.7	0	68.5	1.2	50.3
DH10B	ECDH10B_2359	napC	221.1	95.7	0	0.8	0	131.5	0	0	201.4	182.7	7.5	14.2	0	33.9	0	30
DH10B	ECDH10B_2360	napB	156	20.5	0	0	77.8	8.6	0	0	128.7	105.6	0	0	0	0.5	18.5	11.4
DH10B	ECDH10B_2361	napH	56.9	54.3	6.8	8.3	0	80.2	0	0	159.1	78.2	0	0	0	2.1	0	5.6
DH10B	ECDH10B_2362	napG	38.9	139.3	0	0	0	66.4	0	0	121.1	61.9	0	0	0	7.3	0	0
DH10B	ECDH10B_2363	napA	361.2	194	13.9	3.3	0	109	0	0	263.5	138.5	7.6	3.7	4	9.9	3.3	15
DH10B	ECDH10B_2364	napD	72.2	72.9	0	0	0	0	0	0	60.6	17.9	0	0	0	0	0	0
DH10B	ECDH10B_2365	napF	113.4	129	0	0	35.4	26.4	0	0	76.1	81.6	0	0	0	6.9	0	10.4
DH10B	ECDH10B_2366	eco	176.3	275.4	62.5	121.8	81.4	148	0	0	178.1	198.2	169.1	109.6	111.8	123.2	131.6	150.6
DH10B	ECDH10B_2367	mqo	110.8	29	749.5	662.7	362.4	324.5	294.9	196.9	216.1	332.9	577.9	576.8	237.3	254.4	271.6	188.7
DH10B	ECDH10B_2368	yojI	20.7	35.1	114.5	168	128.8	98.8	310.2	154.4	131.7	105.5	114.9	166.3	140.1	85.8	70	62.4
DH10B	ECDH10B_2369	alkB	20	52	12.1	14	41.6	13	0	0	11.6	34.2	29.1	22.2	33	13.2	0	10.2
DH10B	ECDH10B_2370	ada	22.6	5.8	27.8	41.1	88.2	71.6	0	0	53.9	53.4	39.9	37.8	15.2	35.4	51.2	23.5
DH10B	ECDH10B_2371	yojL	0	43.7	25.2	47.7	82.9	160.4	0	240.3	39.2	74.6	57.5	41.1	36.5	41.8	5.7	17.4
DH10B	ECDH10B_2372	ompC	231.6	208.4	329.5	356.3	210.5	113	219.9	0	126.6	175.7	1243.5	791.1	467.7	653.5	673.3	1014
