gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
BN877_II0853_locusTag_BN877_II0853	112	50	692	2606	632	71	9	93	0	0
BN877_II0854_locusTag_BN877_II0854	4	16	87	556	94	10	9	27	0	0
BN877_II0855_locusTag_BN877_II0855	0	0	57	35	4	0	7	0	0	0
BN877_II0856_locusTag_BN877_II0856	11	0	39	80	11	0	51	84	0	0
BN877_II0857_locusTag_BN877_II0857	16	0	131	437	173	16	380	697	0	0
BN877_II0858_locusTag_BN877_II0858	26	11	83	148	151	18	260	723	0	0
BN877_II0859_locusTag_BN877_II0859	4	11	43	167	113	37	170	211	0	0
BN877_II0860_locusTag_BN877_II0860	4	0	14	20	2	1	0	72	0	0
BN877_II0861_locusTag_BN877_II0861	0	2	30	219	34	34	16	93	0	0
BN877_II0862_locusTag_BN877_II0862	0	0	82	259	36	44	158	243	0	0
BN877_II0863_locusTag_BN877_II0863	6	0	34	117	12	12	18	58	0	0
BN877_II0864_locusTag_BN877_II0864	0	0	0	66	23	3	14	41	0	0
BN877_II0865_locusTag_BN877_II0865	0	0	38	118	0	0	58	43	0	0
BN877_II0866_locusTag_BN877_II0866	0	0	0	81	3	3	2	32	0	0
BN877_II0869_locusTag_BN877_II0869	0	0	0	33	0	10	0	36	0	0
BN877_II0870_locusTag_BN877_II0870	0	0	0	0	0	2	0	0	0	0
BN877_II0872_locusTag_BN877_II0872	0	0	45	150	30	13	31	78	0	0
BN877_II0873_locusTag_BN877_II0873	3	0	23	115	51	10	142	255	0	0
BN877_II0874_locusTag_BN877_II0874	0	0	5	60	8	0	0	27	0	0
BN877_II0875_locusTag_BN877_II0875	0	0	3	15	7	16	0	2	0	0
BN877_II0876_locusTag_BN877_II0876	0	0	39	60	15	5	67	102	0	0
BN877_II0877_locusTag_BN877_II0877	0	0	0	17	0	0	13	13	0	0
BN877_II0878_locusTag_BN877_II0878	0	0	7	3	0	0	0	2	0	0
BN877_II0879_locusTag_BN877_II0879	0	0	7	28	20	5	16	29	0	0
BN877_II0880_locusTag_BN877_II0880	0	0	18	75	98	10	129	233	0	0
BN877_II0881_locusTag_BN877_II0881	0	6	72	80	14	1	35	117	0	0
BN877_II0882_locusTag_BN877_II0882	0	1	7	12	45	4	3	19	0	0
BN877_II0883_locusTag_BN877_II0883	0	0	24	7	0	0	0	23	0	0
BN877_II0884_locusTag_BN877_II0884	0	0	8	13	10	0	8	7	0	0
BN877_II0885_locusTag_BN877_II0885	12	0	18	76	23	9	39	44	0	0
BN877_II0886_locusTag_BN877_II0886	9	6	164	446	103	3	296	800	0	0
BN877_II0887_locusTag_BN877_II0887	0	0	0	7	13	0	0	12	0	0
BN877_II0888_locusTag_BN877_II0888	5	7	810	2390	127	63	210	491	0	0
BN877_II0889_locusTag_BN877_II0889	10	0	36	235	25	6	38	76	0	0
BN877_II0890_locusTag_BN877_II0890	0	4	17	61	7	0	10	19	0	0
BN877_II0891_locusTag_BN877_II0891	4	13	28	225	62	27	84	231	0	0
BN877_II0892_locusTag_BN877_II0892	0	0	0	15	0	0	17	24	0	0
BN877_II0893_locusTag_BN877_II0893	0	0	26	157	10	4	144	208	0	0
BN877_II0894_locusTag_BN877_II0894	0	0	18	8	0	0	85	103	0	0
BN877_II0895_locusTag_BN877_II0895	15	7	121	379	209	24	148	689	0	0
BN877_II0896_locusTag_BN877_II0896	3	0	9	70	7	0	54	168	0	0
BN877_II0897_locusTag_BN877_II0897	0	0	0	4	0	0	12	0	0	0
BN877_II0898_locusTag_BN877_II0898	0	0	0	15	20	0	11	14	0	0
BN877_II0899_locusTag_BN877_II0899	3	0	0	4	0	0	0	0	0	0
BN877_II0900_locusTag_BN877_II0900	7	0	4	0	8	49	43	41	0	0
BN877_II0901_locusTag_BN877_II0901	10	7	69	47	107	3	158	462	0	0
BN877_II0902_locusTag_BN877_II0902	13	0	22	97	3	0	87	176	0	0
BN877_II0903_locusTag_BN877_II0903	0	0	0	10	7	0	9	30	0	0
BN877_II0904_locusTag_BN877_II0904	0	0	0	0	0	0	31	17	0	0
BN877_II0905_locusTag_BN877_II0905	1	0	32	134	99	12	96	447	0	0
BN877_II0906_locusTag_BN877_II0906	0	0	19	95	26	1	15	65	0	0
BN877_II0907_locusTag_BN877_II0907	105	23	753	817	182	98	321	535	0	0
BN877_II0908_locusTag_BN877_II0908	16	2	87	205	25	25	135	118	0	0
BN877_II0909_locusTag_BN877_II0909	16	8	52	324	133	34	228	600	0	0
BN877_II0910_locusTag_BN877_II0910	10	0	22	51	6	0	15	13	0	0
BN877_II0911_locusTag_BN877_II0911	0	9	49	294	76	0	9	24	0	0
BN877_II0913_locusTag_BN877_II0913	0	4	6	39	15	0	22	42	0	0
BN877_II0914_locusTag_BN877_II0914	0	0	34	72	4	5	0	3	0	0
BN877_II0915_locusTag_BN877_II0915	8	3	61	256	91	26	49	98	0	0
BN877_II0917_locusTag_BN877_II0917	5	0	50	124	9	3	146	79	0	0
BN877_II0918_locusTag_BN877_II0918	0	0	6	12	8	0	0	13	0	0
BN877_II0919_locusTag_BN877_II0919	0	0	5	12	7	0	3	32	0	0
BN877_II0920_locusTag_BN877_II0920	0	0	8	36	2	5	38	26	0	0
BN877_II0921_locusTag_BN877_II0921	0	0	10	25	2	8	0	0	0	0
BN877_II0922_locusTag_BN877_II0922	8	0	46	161	43	13	46	58	0	0
BN877_II0923_locusTag_BN877_II0923	0	0	0	11	0	6	0	28	0	0
BN877_II0924_locusTag_BN877_II0924	0	0	198	490	50	14	81	88	0	0
BN877_II0925_locusTag_BN877_II0925	0	0	11	147	1	0	11	18	0	0
BN877_II0926_locusTag_BN877_II0926	0	0	34	50	0	0	0	10	0	0
BN877_II0927_locusTag_BN877_II0927	0	0	13	23	0	5	8	25	0	0
BN877_II0928_locusTag_BN877_II0928	0	0	36	54	7	2	21	40	0	0
BN877_II0929_locusTag_BN877_II0929	0	0	4	25	13	0	32	44	0	0
BN877_II0930_locusTag_BN877_II0930	0	0	47	16	3	0	41	69	0	0
BN877_II0931_locusTag_BN877_II0931	0	0	9	86	13	1	69	59	0	0
BN877_II0932_locusTag_BN877_II0932	0	0	23	16	11	0	49	12	0	0
BN877_II0933_locusTag_BN877_II0933	0	0	0	18	0	0	0	27	0	0
BN877_II0935_locusTag_BN877_II0935	14	0	40	285	80	38	110	263	0	0
BN877_II0936_locusTag_BN877_II0936	2	1	25	33	1	13	35	69	0	0
BN877_II0937_locusTag_BN877_II0937	0	0	29	48	18	12	15	67	0	0
BN877_II0939_locusTag_BN877_II0939	0	0	0	36	0	0	10	5	0	0
BN877_II0940_locusTag_BN877_II0940	0	0	9	37	0	1	60	100	0	0
BN877_II0942_locusTag_BN877_II0942	0	0	6	44	0	8	0	12	0	0
BN877_II0943_locusTag_BN877_II0943	0	0	7	138	0	7	0	12	0	0
BN877_II0944_locusTag_BN877_II0944	0	0	4	68	0	14	5	0	0	0
BN877_II0945_locusTag_BN877_II0945	0	0	34	171	0	24	15	7	0	0
BN877_II0946_locusTag_BN877_II0946	21	0	45	289	29	28	20	80	0	0
BN877_II0947_locusTag_BN877_II0947	0	0	72	361	44	33	39	156	0	0
BN877_II0948_locusTag_BN877_II0948	0	0	3	214	0	7	12	0	0	0
BN877_II0949_locusTag_BN877_II0949	0	0	49	123	13	0	100	135	0	0
BN877_II0950_locusTag_BN877_II0950	1	0	2	21	0	4	14	63	0	0
BN877_II0951_locusTag_BN877_II0951	13	0	128	1167	159	30	84	166	0	0
BN877_II0952_locusTag_BN877_II0952	0	0	0	18	0	0	0	16	0	0
BN877_II0953_locusTag_BN877_II0953	16	32	442	2690	259	85	92	210	0	0
BN877_II0954_locusTag_BN877_II0954	2	0	37	296	33	3	0	24	0	0
BN877_II0955_locusTag_BN877_II0955	0	0	7	166	17	0	0	0	0	0
BN877_II0956_locusTag_BN877_II0956	44	33	475	4835	273	107	108	441	0	0
BN877_II0957_locusTag_BN877_II0957	16	0	193	1348	97	57	89	525	0	0
BN877_II0958_locusTag_BN877_II0958	1	0	20	77	10	10	52	41	0	0
BN877_II0959_locusTag_BN877_II0959	11	0	215	2549	0	91	86	49	0	0
BN877_II0960_locusTag_BN877_II0960	0	0	8	134	28	0	26	103	0	0
BN877_II0967_locusTag_BN877_II0967	0	0	19	45	14	12	14	63	0	0
BN877_II0969_locusTag_BN877_II0969	0	0	7	11	3	0	12	18	0	0
BN877_II0970_locusTag_BN877_II0970	10	0	3	28	39	18	10	53	0	0
BN877_II0971_locusTag_BN877_II0971	0	7	67	98	8	1	36	142	0	0
BN877_II0972_locusTag_BN877_II0972	0	0	65	178	17	0	45	135	0	0
BN877_II0974_locusTag_BN877_II0974	4	10	106	353	127	41	161	402	0	0
BN877_II0975_locusTag_BN877_II0975	0	0	0	0	0	0	2	13	0	0
BN877_II0979_locusTag_BN877_II0979	7	0	28	180	114	10	140	215	0	0
BN877_II0980_locusTag_BN877_II0980	0	3	15	37	8	0	0	28	0	0
BN877_II0981_locusTag_BN877_II0981	18	8	53	303	47	21	46	102	0	0
BN877_II0982_locusTag_BN877_II0982	12	5	68	165	41	17	254	423	0	0
BN877_II0983_locusTag_BN877_II0983	10	0	20	133	28	13	29	228	0	0
BN877_II0988_locusTag_BN877_II0988	6	0	9	38	12	10	123	171	0	0
BN877_II0989_locusTag_BN877_II0989	0	3	16	64	20	9	172	637	0	0
BN877_II0991_locusTag_BN877_II0991	10	0	109	206	59	41	240	459	0	0
BN877_II0992_locusTag_BN877_II0992	0	0	12	47	33	0	37	81	0	0
BN877_II0993_locusTag_BN877_II0993	0	6	62	77	29	7	46	145	0	0
BN877_II1003_locusTag_BN877_II1003	0	0	10	43	7	6	9	63	0	0
BN877_II1004_locusTag_BN877_II1004	9	0	17	42	0	7	19	6	0	0
BN877_II1005_locusTag_BN877_II1005	0	0	0	5	10	0	8	0	0	0
BN877_II1006_locusTag_BN877_II1006	0	0	6	7	2	0	6	32	0	0
BN877_II1007_locusTag_BN877_II1007	0	0	0	0	0	5	16	0	0	0
BN877_II1008_locusTag_BN877_II1008	0	0	0	36	0	0	0	4	0	0
BN877_II1009_locusTag_BN877_II1009	0	5	25	62	0	12	39	78	0	0
BN877_II1011_locusTag_BN877_II1011	0	7	64	148	33	40	6	107	0	0
BN877_II1012_locusTag_BN877_II1012	0	0	0	8	0	0	0	0	0	0
BN877_II1015_locusTag_BN877_II1015	0	0	0	0	6	0	5	0	0	0
BN877_II1016_locusTag_BN877_II1016	64	80	770	7479	203	48	270	535	0	0
BN877_II1017_locusTag_BN877_II1017	9	7	94	131	69	18	250	484	0	0
BN877_II1018_locusTag_BN877_II1018	0	0	0	0	0	0	0	30	0	0
BN877_II1019_locusTag_BN877_II1019	8	11	51	150	78	12	217	712	0	0
BN877_II1020_locusTag_BN877_II1020	56	15	258	663	181	51	365	729	0	0
BN877_II1022_locusTag_BN877_II1022	0	5	56	248	24	20	20	35	0	0
BN877_II1023_locusTag_BN877_II1023	0	1	66	314	25	35	0	58	0	0
BN877_II1024_locusTag_BN877_II1024	1	0	35	202	0	4	0	26	0	0
BN877_II1025_locusTag_BN877_II1025	0	0	34	155	13	7	11	36	0	0
BN877_II1026_locusTag_BN877_II1026	0	0	52	145	17	1	1	106	0	0
BN877_II1029_locusTag_BN877_II1029	5	0	55	105	51	19	104	148	0	0
BN877_II1030_locusTag_BN877_II1030	0	0	28	88	34	5	11	100	0	0
BN877_II1031_locusTag_BN877_II1031	0	0	6	18	14	3	79	0	0	0
BN877_II1034_locusTag_BN877_II1034	94	38	1047	2498	566	94	549	1508	0	0
BN877_II1035_locusTag_BN877_II1035	187	57	512	1729	544	53	373	518	0	0
BN877_II1036_locusTag_BN877_II1036	0	3	103	164	28	0	15	120	0	0
BN877_II1037_locusTag_BN877_II1037	1	0	214	407	86	17	115	250	0	0
BN877_II1038_locusTag_BN877_II1038	44	11	287	473	146	29	419	741	0	0
BN877_II1039_locusTag_BN877_II1039	5	0	80	341	114	19	210	715	0	0
BN877_II1040_locusTag_BN877_II1040	34	10	2	34	28	5	58	90	0	0
BN877_II1042_locusTag_BN877_II1042	1	8	80	433	100	35	226	596	0	0
BN877_II1043_locusTag_BN877_II1043	2	0	53	181	38	28	28	255	0	0
BN877_II1044_locusTag_BN877_II1044	3	18	28	89	53	0	75	169	0	0
BN877_II1045_locusTag_BN877_II1045	0	0	0	27	7	0	18	32	0	0
BN877_II1048_locusTag_BN877_II1048	0	0	0	0	0	0	0	0	0	0
BN877_II1049_locusTag_BN877_II1049	5	13	55	96	60	29	20	279	0	0
BN877_II1050_locusTag_BN877_II1050	0	0	3	28	4	0	4	16	0	0
BN877_II1051_locusTag_BN877_II1051	7	5	37	298	31	14	27	9	0	0
BN877_II1052_locusTag_BN877_II1052	0	5	33	130	14	0	30	33	0	0
BN877_II1055_locusTag_BN877_II1055	0	0	0	0	12	0	420	880	0	0
BN877_II1056_locusTag_BN877_II1056	0	0	0	0	0	0	5	12	0	0
BN877_II1057_locusTag_BN877_II1057	7	2	124	1439	112	5	0	14	0	0
BN877_II1058_locusTag_BN877_II1058	4	0	62	156	89	14	153	391	0	0
BN877_II1059_locusTag_BN877_II1059	8	7	37	64	48	29	56	116	0	0
BN877_II1061_locusTag_BN877_II1061	75	16	298	695	432	62	316	965	0	0
BN877_II1062_locusTag_BN877_II1062	49	32	86	378	117	41	426	1194	0	0
BN877_II1063_locusTag_BN877_II1063	0	0	9	0	0	0	0	13	0	0
BN877_II1064_locusTag_BN877_II1064	11	9	25	210	215	2	56	167	0	0
BN877_II1065_locusTag_BN877_II1065	0	8	40	63	59	5	47	148	0	0
BN877_II1066_locusTag_BN877_II1066	5	2	28	69	75	1	72	167	0	0
BN877_II1067_locusTag_BN877_II1067	0	0	0	0	0	0	0	0	0	0
BN877_II1068_locusTag_BN877_II1068	0	0	0	2	0	0	0	0	0	0
BN877_II1069_locusTag_BN877_II1069	0	0	89	98	18	0	12	38	0	0
BN877_II1070_locusTag_BN877_II1070	21	0	286	794	90	0	82	158	0	0
BN877_II1071_locusTag_BN877_II1071	11	7	82	215	90	38	134	288	0	0
BN877_II1072_locusTag_BN877_II1072	7	0	14	67	28	1	54	153	0	0
BN877_II1073_locusTag_BN877_II1073	46	14	141	378	301	34	202	622	0	0
BN877_II1074_locusTag_BN877_II1074	5	0	4	80	33	8	28	92	0	0
BN877_II1075_locusTag_BN877_II1075	0	0	43	273	13	4	84	176	0	0
BN877_II1076_locusTag_BN877_II1076	13	8	49	411	8	8	6	41	0	0
BN877_II1077_locusTag_BN877_II1077	0	0	150	268	58	25	73	108	0	0
BN877_II1078_locusTag_BN877_II1078	0	0	1	71	8	0	18	12	0	0
BN877_II1079_locusTag_BN877_II1079	0	0	11	18	8	0	27	48	0	0
BN877_II1080_locusTag_BN877_II1080	6	6	17	129	12	0	21	134	0	0
BN877_II1081_locusTag_BN877_II1081	3	1	90	456	39	4	48	66	0	0
BN877_II1082_locusTag_BN877_II1082	11	0	41	56	3	0	10	40	0	0
BN877_II1083_locusTag_BN877_II1083	0	0	62	92	27	0	34	58	0	0
BN877_II1084_locusTag_BN877_II1084	0	0	65	75	4	6	51	93	0	0
BN877_II1085_locusTag_BN877_II1085	3	15	80	269	116	53	210	607	0	0
BN877_II1086_locusTag_BN877_II1086	0	0	0	0	4	0	9	0	0	0
BN877_II1087_locusTag_BN877_II1087	0	0	10	35	11	3	16	62	0	0
BN877_II1088_locusTag_BN877_II1088	0	0	0	26	0	0	11	19	0	0
BN877_II1089_locusTag_BN877_II1089	0	0	6	0	0	0	0	0	0	0
BN877_II1090_locusTag_BN877_II1090	10	14	165	964	73	28	53	77	0	0
BN877_II1091_locusTag_BN877_II1091	0	10	0	5	12	0	0	31	0	0
BN877_II1092_locusTag_BN877_II1092	0	6	23	2	3	2	0	8	0	0
BN877_II1093_locusTag_BN877_II1093	0	0	7	3	0	1	14	13	0	0
BN877_II1094_locusTag_BN877_II1094	0	0	34	46	21	10	0	0	0	0
BN877_II1095_locusTag_BN877_II1095	0	0	13	20	0	11	0	22	0	0
BN877_II1096_locusTag_BN877_II1096	0	0	19	49	1	0	55	15	0	0
BN877_II1099_locusTag_BN877_II1099	0	4	26	32	31	0	8	113	0	0
BN877_II1100_locusTag_BN877_II1100	0	0	9	131	4	0	0	12	0	0
BN877_II1102_locusTag_BN877_II1102	0	3	0	32	21	0	24	121	0	0
BN877_II1103_locusTag_BN877_II1103	37	32	66	628	42	0	24	27	0	0
BN877_II1104_locusTag_BN877_II1104	44	43	237	1760	182	10	19	51	0	0
BN877_II1105_locusTag_BN877_II1105	18	12	109	855	94	0	125	196	0	0
BN877_II1107_locusTag_BN877_II1107	0	0	1	211	4	0	20	0	0	0
BN877_II1108_locusTag_BN877_II1108	6	0	10	23	0	0	0	0	0	0
BN877_II1109_locusTag_BN877_II1109	0	2	49	171	14	7	52	147	0	0
BN877_II1110_locusTag_BN877_II1110	0	0	0	36	19	0	0	4	0	0
BN877_II1111_locusTag_BN877_II1111	7	0	49	135	48	0	0	9	0	0
BN877_II1112_locusTag_BN877_II1112	18	0	176	165	130	30	139	197	0	0
BN877_II1113_locusTag_BN877_II1113	37	11	97	322	268	28	136	315	0	0
BN877_II1114_locusTag_BN877_II1114	0	0	14	55	24	1	5	85	0	0
BN877_II1115_locusTag_BN877_II1115	0	0	65	100	27	21	119	210	0	0
BN877_II1117_locusTag_BN877_II1117	0	6	10	10	0	0	0	8	0	0
BN877_II1118_locusTag_BN877_II1118	15	27	231	144	456	23	1328	2729	0	0
BN877_II1119_locusTag_BN877_II1119	46	9	574	152	887	32	1518	3835	0	0
BN877_II1120_locusTag_BN877_II1120	47	47	660	207	1182	19	1749	3095	0	0
BN877_II1121_locusTag_BN877_II1121	82	144	939	483	1774	33	2278	5512	0	0
BN877_II1122_locusTag_BN877_II1122	43	11	107	89	194	15	36	56	0	0
BN877_II1123_locusTag_BN877_II1123	254	218	846	1135	4902	83	2861	5332	0	0
BN877_II1125_locusTag_BN877_II1125	0	0	0	2	0	0	0	12	0	0
BN877_II1131_locusTag_BN877_II1131	1	0	130	448	33	50	101	158	0	0
BN877_II1132_locusTag_BN877_II1132	0	0	0	44	0	0	0	18	0	0
BN877_II1133_locusTag_BN877_II1133	2	26	71	391	52	7	261	207	0	0
BN877_II1134_locusTag_BN877_II1134	0	0	16	87	16	0	76	207	0	0
BN877_II1137_locusTag_BN877_II1137	10	21	125	658	48	31	53	65	0	0
BN877_II1140_locusTag_BN877_II1140	0	0	0	4	0	0	0	15	0	0
BN877_II1141_locusTag_BN877_II1141	659	153	525	757	3842	34	1289	2197	0	0
BN877_II1142_locusTag_BN877_II1142	19	9	147	313	101	68	229	693	0	0
BN877_II1144_locusTag_BN877_II1144	7	0	19	42	26	15	10	67	0	0
BN877_II1145_locusTag_BN877_II1145	0	0	29	73	27	0	31	86	0	0
BN877_II1146_locusTag_BN877_II1146	0	0	12	24	6	0	36	128	0	0
BN877_II1147_locusTag_BN877_II1147	10	0	0	10	13	0	8	0	0	0
BN877_II1149_locusTag_BN877_II1149	11	0	74	120	20	6	114	277	0	0
BN877_II1150_locusTag_BN877_II1150	2	0	29	102	13	3	13	83	0	0
BN877_II1153_locusTag_BN877_II1153	302	146	4690	12626	1795	492	1703	3083	0	0
BN877_II1154_locusTag_BN877_II1154	8	3	56	524	119	80	230	514	0	0
BN877_II1156_locusTag_BN877_II1156	0	0	7	41	0	0	11	0	0	0
BN877_II1157_locusTag_BN877_II1157	0	0	0	6	0	0	0	20	0	0
BN877_II1158_locusTag_BN877_II1158	6	0	3	8	0	0	0	12	0	0
BN877_II1159_locusTag_BN877_II1159	0	0	0	23	0	0	0	0	0	0
BN877_II1160_locusTag_BN877_II1160	0	0	5	79	0	16	0	51	0	0
BN877_II1161_locusTag_BN877_II1161	7	2	0	44	11	1	32	119	0	0
BN877_II1162_locusTag_BN877_II1162	11	0	35	146	23	10	21	43	0	0
BN877_II1163_locusTag_BN877_II1163	0	0	12	57	9	0	3	15	0	0
BN877_II1164_locusTag_BN877_II1164	4	0	37	22	24	5	0	51	0	0
BN877_II1165_locusTag_BN877_II1165	34	7	82	174	145	54	27	247	0	0
BN877_II1166_locusTag_BN877_II1166	0	0	0	1	0	0	0	11	0	0
BN877_II1167_locusTag_BN877_II1167	19	12	58	83	158	0	9	173	0	0
BN877_II1170_locusTag_BN877_II1170	0	0	16	34	0	8	0	5	0	0
BN877_II1171_locusTag_BN877_II1171	31	0	98	567	114	29	111	299	0	0
BN877_II1175_locusTag_BN877_II1175	33	5	247	767	256	65	313	767	0	0
BN877_II1176_locusTag_BN877_II1176	0	0	84	168	29	2	257	383	0	0
BN877_II1190_locusTag_BN877_II1190	0	0	6	2	5	0	0	0	0	0
BN877_II1191_locusTag_BN877_II1191	0	0	10	20	1	0	0	0	0	0
BN877_II1192_locusTag_BN877_II1192	43	56	1100	3174	280	95	1003	2161	0	0
BN877_II1195_locusTag_BN877_II1195	0	0	0	0	0	0	0	0	0	0
BN877_II1209_locusTag_BN877_II1209	0	0	19	24	8	0	132	314	0	0
BN877_II1212_locusTag_BN877_II1212	0	0	42	40	11	12	144	152	0	0
BN877_II1216_locusTag_BN877_II1216	12	40	46	275	1082	80	446	1490	0	0
BN877_II1217_locusTag_BN877_II1217	42	7	59	183	416	79	1022	1684	0	0
BN877_II1218_locusTag_BN877_II1218	40	37	63	162	593	48	1930	4393	0	0
BN877_II1221_locusTag_BN877_II1221	6	14	23	40	57	12	27	124	0	0
BN877_II1222_locusTag_BN877_II1222	0	0	14	65	32	5	19	71	0	0
BN877_II1223_locusTag_BN877_II1223	26	1	81	200	66	33	144	146	0	0
BN877_II1224_locusTag_BN877_II1224	60	19	83	356	77	53	82	159	0	0
BN877_II1228_locusTag_BN877_II1228	0	2	31	418	36	1	45	295	0	0
BN877_II1229_locusTag_BN877_II1229	31	20	93	595	120	53	97	184	0	0
BN877_II1230_locusTag_BN877_II1230	8	0	8	224	10	0	16	56	0	0
BN877_II1231_locusTag_BN877_II1231	9	14	932	3312	386	58	492	794	0	0
BN877_II1234_locusTag_BN877_II1234	36	17	111	188	144	30	295	788	0	0
BN877_II1235_locusTag_BN877_II1235	25	2	4	18	8	0	27	134	0	0
BN877_II1236_locusTag_BN877_II1236	82	15	105	388	91	47	238	613	0	0
BN877_II1237_locusTag_BN877_II1237	6	0	80	168	39	3	121	206	0	0
BN877_II1238_locusTag_BN877_II1238	2	3	88	255	61	9	43	121	0	0
BN877_II1240_locusTag_BN877_II1240	17	79	304	2264	319	74	565	1649	0	0
BN877_II1246_locusTag_BN877_II1246	7	11	39	226	11	23	149	338	0	0
BN877_II1247_locusTag_BN877_II1247	5	52	124	919	106	162	199	850	0	0
BN877_II1248_locusTag_BN877_II1248	0	3	50	157	6	27	107	56	0	0
BN877_II1249_locusTag_BN877_II1249	19	2	249	1825	102	10	13	166	0	0
BN877_II1250_locusTag_BN877_II1250	12	0	49	83	41	7	25	55	0	0
BN877_II1251_locusTag_BN877_II1251	0	0	0	7	0	0	18	0	0	0
BN877_II1252_locusTag_BN877_II1252	0	0	32	64	135	5	245	276	0	0
BN877_II1253_locusTag_BN877_II1253	1	0	7	13	2	9	12	38	0	0
BN877_II1254_locusTag_BN877_II1254	0	0	9	8	0	0	0	13	0	0
BN877_II1255_locusTag_BN877_II1255	0	0	5	22	0	10	0	8	0	0
BN877_II1256_locusTag_BN877_II1256	0	0	8	15	8	0	0	0	0	0
BN877_II1257_locusTag_BN877_II1257	26	0	11	83	83	2	10	95	0	0
BN877_II1258_locusTag_BN877_II1258	0	0	0	29	41	0	23	22	0	0
BN877_II1261_locusTag_BN877_II1261	10	12	123	332	106	26	75	260	0	0
BN877_II1263_locusTag_BN877_II1263	0	0	33	86	11	19	40	148	0	0
BN877_II1264_locusTag_BN877_II1264	5	0	57	144	26	4	34	166	0	0
BN877_II1265_locusTag_BN877_II1265	0	0	9	81	13	4	0	9	0	0
BN877_II1266_locusTag_BN877_II1266	0	0	27	13	0	0	0	0	0	0
BN877_II1267_locusTag_BN877_II1267	3	0	2	6	1	7	0	0	0	0
BN877_II1268_locusTag_BN877_II1268	9	0	9	5	0	0	0	49	0	0
BN877_II1270_locusTag_BN877_II1270	2	0	26	122	49	12	67	97	0	0
BN877_II1272_locusTag_BN877_II1272	0	0	0	0	8	0	3	0	0	0
BN877_II1273_locusTag_BN877_II1273	0	0	36	26	30	0	12	110	0	0
BN877_II1274_locusTag_BN877_II1274	14	2	61	87	49	9	60	220	0	0
BN877_II1275_locusTag_BN877_II1275	0	0	8	22	22	0	0	3	0	0
BN877_II1276_locusTag_BN877_II1276	5	0	11	53	13	4	0	0	0	0
BN877_II1277_locusTag_BN877_II1277	0	0	0	70	7	0	15	37	0	0
BN877_II1278_locusTag_BN877_II1278	0	0	7	63	12	0	17	69	0	0
BN877_II1281_locusTag_BN877_II1281	0	0	6	10	0	0	0	0	0	0
BN877_II1282_locusTag_BN877_II1282	0	7	0	73	22	5	28	66	0	0
BN877_II1283_locusTag_BN877_II1283	0	0	52	119	8	9	31	84	0	0
BN877_II1284_locusTag_BN877_II1284	92	27	1275	2745	620	180	2628	6536	0	0
BN877_II1285_locusTag_BN877_II1285	15	0	57	1975	15	45	254	680	0	0
BN877_II1286_locusTag_BN877_II1286	0	0	5	180	3	5	232	211	0	0
BN877_II1287_locusTag_BN877_II1287	0	0	17	202	0	29	184	898	0	0
BN877_II1290_locusTag_BN877_II1290	42	30	102	750	126	35	85	404	0	0
BN877_II1291_locusTag_BN877_II1291	15	1	35	65	31	18	8	18	0	0
BN877_II1292_locusTag_BN877_II1292	113	74	329	650	464	126	130	942	0	0
BN877_II1293_locusTag_BN877_II1293	27	42	84	282	165	39	283	872	0	0
BN877_II1294_locusTag_BN877_II1294	38	2	103	353	193	71	376	1009	0	0
BN877_II1295_locusTag_BN877_II1295	99	12	251	484	193	183	257	575	0	0
BN877_II1297_locusTag_BN877_II1297	16	16	131	288	159	21	331	556	0	0
BN877_II1298_locusTag_BN877_II1298	136	69	330	340	1448	64	701	1847	0	0
BN877_II1300_locusTag_BN877_II1300	18	23	917	2029	192	118	216	572	0	0
BN877_II1301_locusTag_BN877_II1301	32	65	932	2323	299	143	1112	2542	0	0
BN877_II1306_locusTag_BN877_II1306	84	82	1703	9223	771	252	4198	12054	0	0
BN877_II1308_locusTag_BN877_II1308	5	34	823	1619	388	63	898	2049	0	0
BN877_II1311_locusTag_BN877_II1311	0	0	52	945	3	14	0	24	0	0
BN877_II1317_locusTag_BN877_II1317	0	0	22	1976	0	44	28	8	0	0
BN877_II1320_locusTag_BN877_II1320	0	0	18	741	10	16	50	13	0	0
BN877_II1321_locusTag_BN877_II1321	0	0	6	671	16	35	18	0	0	0
BN877_II1322_locusTag_BN877_II1322	6	7	14	654	0	68	11	0	0	0
BN877_II1323_locusTag_BN877_II1323	0	0	29	291	0	28	26	5	0	0
BN877_II1324_locusTag_BN877_II1324	5	7	63	478	23	37	2	147	0	0
BN877_II1325_locusTag_BN877_II1325	0	0	52	557	0	13	40	67	0	0
BN877_II1326_locusTag_BN877_II1326	0	0	22	47	3	0	9	15	0	0
BN877_II1327_locusTag_BN877_II1327	0	0	8	0	0	3	0	37	0	0
BN877_II1328_locusTag_BN877_II1328	0	0	0	0	0	0	0	0	0	0
BN877_II1329_locusTag_BN877_II1329	0	0	0	0	0	4	0	0	0	0
BN877_II1330_locusTag_BN877_II1330	0	0	73	47	20	14	27	34	0	0
BN877_II1331_locusTag_BN877_II1331	0	0	38	237	21	10	10	10	0	0
BN877_II1332_locusTag_BN877_II1332	0	0	0	291	11	29	9	18	0	0
BN877_II1333_locusTag_BN877_II1333	0	0	29	256	18	14	44	69	0	0
