gene_name	N8	N9
PST_4111	49	68
PST_4114	7	10
PST_4115	9	9
PST_4121	196	431
PST_4123	868	345
PST_4124	279	540
PST_4125	116	335
PST_4126	23	63
PST_4127	0	3
PST_4128	186	94
PST_4129	372	108
PST_4130	1231	987
PST_4131	38	102
PST_4132	277	288
PST_4133	416	480
PST_4134	76	159
PST_4135	341	77
PST_4136	113	198
PST_4137	332	61
PST_4138	193	426
PST_4139	78	120
PST_4141	46	49
PST_4142	37	19
PST_4143	52	267
PST_4144	101	219
PST_4145	50	165
PST_4146	104	243
PST_4147	69	193
PST_4148	157	802
PST_4149	62	152
PST_4150	67	28
PST_4151	23	14
PST_4154	133	550
PST_4155	141	250
PST_4157	169	387
PST_4158	622	372
PST_4159	190	418
PST_4160	35	76
PST_4161	65	103
PST_4162	72	32
PST_4167	108	346
PST_4168	73	202
PST_4169	0	27
PST_4170	78	107
PST_4172	286	1461
PST_4173	12	77
PST_4174	131	397
PST_4175	77	175
PST_4176	106	118
PST_4177	343	812
PST_4178	77	342
PST_4179	86	280
PST_4180	67	331
PST_4181	155	255
PST_4182	134	438
PST_4183	39	174
PST_4184	362	448
PST_4185	18	14
PST_4187	104	445
PST_4188	21	111
PST_4200	110	284
PST_4203	15	47
PST_4204	27	186
PST_4205	7	18
PST_4206	141	382
PST_4207	39	95
PST_4208	7	158
PST_4209	274	1295
PST_4212	20	39
aat	79	136
accA	497	2797
accB	29	597
accC	118	578
accC-2	863	13869
accD	191	1633
acdA	24	153
aceE	1495	7219
aceF	487	2375
aceK	317	1230
acnA	5952	2611
acnB	875	5022
acpP	1421	4252
acsA	618	1957
add	464	624
adhA	149	485
adhC	856	2074
adk	301	1876
aer	172	1457
aer-2	77	285
agmR	219	724
ahpC	817	1537
ahpF-1	418	422
ahpF-2	79	108
alaS	430	1667
alc	67	99
algA	4193	1928
algB	753	1337
algH	570	2325
algI	103	186
algP	1100	3065
algQ	1200	3094
algR	1016	1365
algU	2725	3812
algW	131	670
algZ	4226	6195
alkA	102	418
alkK-1	61	204
alkK-2	119	158
allA	20	122
amiB	552	1731
amn	703	1920
ampD	85	301
ampG	274	809
amtB1	1729	403
amtB2	881	201
anmK	137	754
anr	1658	6010
ansA	72	205
apaG	177	99
apaH	198	180
apt	262	850
arcA-1	101	543
arcA-2	14790	18795
arcB-1	121	571
arcB-2	15144	21870
arcC-1	35	171
arcC-2	6120	13676
arcD-1	116	935
arcD-2	14056	22088
argA	146	245
argB	296	679
argC	1196	2641
argD	545	1503
argE	478	987
argF	682	1925
argG	2338	3567
argH	285	1023
argJ	299	426
argS	545	780
aroB	917	2909
aroC	166	983
aroE	44	90
aroF-1	831	1836
aroF-2	208	3591
aroK	76	934
aroP1	206	308
aroQ	69	339
arsC-1	540	1447
arsC-3	196	1381
arsH	37	57
arsR-2	39	284
asd-1	562	2204
asd-2	517	2116
asnB	312	566
aspA	46	197
aspC	214	1843
aspS	1597	3190
astE	77	382
atpA	354	1354
atpB	537	2980
atpC	48	298
atpD	226	965
atpE	204	577
atpF	150	584
atpG	77	589
atpH	33	265
atpI	267	1988
atzB	4123	1669
azlC	206	700
bcp	193	240
bcpA	37	250
bcsA	73	476
benA	87	344
benB	1	19
benC	3	15
benD	31	17
benE	3	29
benF	84	346
benK	6	58
benR	86	343
betA	134	77
betB	54	145
bfrA	1088	4615
bfrB	3056	11156
bglX	325	716
bioA	72	554
bioB	122	589
bioC	166	1061
bioD	119	821
bioF	76	497
bioH	213	1249
birA	424	1476
blc	378	303
braB	478	1324
braC	2780	7055
braD	95	558
braF-2	56	26
cadA-2	387	937
cadR	320	866
cafA	622	3067
carA	615	3413
carB	1258	2778
catA	19	5
catB	0	15
catC	4	0
cca	3855	10736
ccmA	699	1914
ccmB	498	1622
ccmC	221	1106
ccmD	3	4
ccmE	126	267
ccmF	633	1759
ccmG	87	141
ccoN-1	18972	37250
ccoN-2	1234	6727
ccoQ-2	1	13
ccoS	73	335
ccpR	2383	9265
cdsA	159	460
cheA	773	2946
cheB	238	844
cheR	910	4278
cheV-3	946	5768
cheW-2	592	3539
cheY	236	618
cheY-1	818	2302
cheZ	476	1307
chev-2	1024	2416
clpA	12135	41166
clpB	9658	16978
clpP	829	3009
clpS	2554	7693
clpX	7703	11495
cmaX	191	491
cmk	1682	6894
cmpX	184	965
coIII	62	157
coaBC	217	622
coaD	259	750
coaE	198	999
cobA	141	40
cobB	80	154
cobC	29	122
cobD	68	174
cobN	78	129
cobO	80	308
cobQ	46	48
cobS	2	59
cobT	28	123
cobU	11	6
codA	2093	3543
codB	2090	9
colR	78	203
colS	92	230
comL	541	1738
copA	231	1033
copB	304	1029
corR	599	208
coxA	34	234
coxB	1343	9389
cpg2	371	151
crc	859	5754
crcB	119	188
creA	71	322
crfX	2	124
crtZ	589	805
csdA	46	31
csgG	50	142
cspD	4601	22659
csrA	1786	1443
cstA	190	109
ctaG	12	72
cti	260	1280
ctpL	23	88
cumA	898	1059
cumB	127	635
cvrA	538	2198
cyaA	508	2443
cyaY	132	159
cycB	2221	7749
cycH	96	392
cycL	80	119
cydA1	7469	40216
cydA2	1709	752
cydB1	4567	29017
cydB2	831	474
cynS	642	63
cyoE-1	56	144
cysA	28	43
cysB	1280	5135
cysC	675	2168
cysD	630	1329
cysE	2143	15
cysE2	798	3212
cysG	169	372
cysH	205	459
cysI	380	1695
cysK	1785	2645
cysM	270	703
cysN	231	971
cysP	19	53
cysQ	245	671
cysS	171	594
cysT	0	12
cysW	0	11
cysZ	50	270
czcA	888	3714
czrR-2	54	533
dacA	153	565
dacB	1796	10913
dadA	12401	30914
dadX	493	772
dapA	772	3296
dapB	367	574
dapD	257	515
dapE	133	403
dapF	26	296
dbpA	254	1039
dcd	541	1507
dctB	51	143
dctD	47	222
dctM	38	37
dctP	484	1379
dctQ	18	25
ddl	15	428
def	533	1465
dgt	133	315
dinF	43	154
dinG	169	894
dinP	56	416
dipZ	437	2501
djlA	151	637
dksA	1744	4130
dnaA	261	1553
dnaB	456	895
dnaE	661	1120
dnaE2	43	159
dnaG	1541	5121
dnaJ	423	906
dnaK	2675	3180
dnaN	346	1034
dnaQ	172	797
dnaX	529	4204
dnrD	766	1930
dnrE	127	1028
dnrN	23	19
dnrO	0	33
dnrP	270	361
dnrS	245	508
dsbA	487	1582
dsbC	552	2073
dsbD-2	30	75
dsbG	100	332
dsbH	272	1171
dtD	21	176
dut	11	55
dxr	305	874
dxs	449	799
ectA	12	48
ectB	12	137
ectC	26	41
eda	683	753
eda-1	0	40
efp	843	4733
elbB	943	1327
endA	0	22
engA	208	406
engB	481	2008
eno	276	502
envZ	146	634
epd	44	85
era	267	1168
estC	180	528
etfA	564	1632
etfB	777	2296
eutB	362	131
eutC	108	26
exaB	27	120
exbB1	120	45
exbB2	55	169
exbD1	84	19
exbD2	172	266
exsB	219	1529
fabA	681	2069
fabB	841	2211
fabF	247	1648
fabG	897	3169
fabZ	116	962
fadA	618	1655
fadAx	351	174
fadB	672	2493
fadB1x	154	666
fadD	89	309
fadD1	147	1098
fadE	1565	7959
fadH1	512	2394
fbp	1886	2782
fda	1699	1895
fdnH-1	1272	4263
fdnH-2	11	97
fdnI-1	109	395
fdnI-2	30	52
fdx1	253	919
fdx2	6	29
fdxA	426	2066
fdxN	446	19
ffh	707	3242
fimT	197	454
fimU	126	424
fis	76	318
fklB-1	56	489
fklB-2	1195	4133
fkpB	14	158
fleN	609	2015
fleQ	1925	9436
fleR	324	591
fleS	812	1338
flgA	165	494
flgB	251	540
flgC	473	388
flgD	862	1367
flgE	1416	3729
flgF	1067	2094
flgG	676	687
flgH	415	387
flgI	356	599
flgJ	640	1154
flgK	770	1615
flgL	1388	4052
flgM	2194	6348
flhA	779	1674
flhB	142	349
flhF	816	1363
fliA	1415	3412
fliC	16498	77873
fliE	197	592
fliF	780	1056
fliG	520	526
fliH	426	685
fliI	194	546
fliJ	48	92
fliK	861	1158
fliL	547	951
fliM	375	673
fliN	174	190
fliO	234	483
fliP	108	277
fliQ	44	23
fliR	133	95
fliS	674	4122
fmt	112	402
folA	361	1264
folB-1	50	357
folC	324	1043
folD	441	2438
folE	229	1437
folE-1	80	178
folK	1	20
folK-1	18	175
folP	341	2155
folX	66	132
fpr	3816	4500
frr	317	788
fruA	84	144
fruB	273	670
fruK	18	78
fruR	174	323
fsr	50	239
ftsA	523	2408
ftsE	28	119
ftsH	3920	11053
ftsH-2	1876	5976
ftsI	76	1623
ftsJ	147	770
ftsK	648	1837
ftsL	3	96
ftsQ	123	1052
ftsW	37	1040
ftsX	33	105
ftsY	207	825
ftsZ	596	3956
fumC-2	804	1381
fur	1061	5561
fusA1	1966	5475
fxsA	277	245
gabD-1	8	60
gabD-2	901	2176
gabT	225	4658
gacA	2208	7379
gacS	353	982
galE	417	119
galU	2850	9220
gap-2	2711	5887
gatA	229	602
gatB	108	269
gatC	138	336
gcdH	38	219
gcl	0	11
gcp	398	980
gcvH1	107	485
gcvP-2	436	651
gcvT	343	1813
gdhA	28	1954
gidA	2692	4905
gidB	106	96
glcC	142	1055
glcD	192	504
glcE	46	148
glcF	87	201
glcG	28	91
glf	612	243
glgA	15042	50956
glgB	1667	1037
glgP	1645	5612
glgX	1813	4184
glk	1105	3489
glmM	404	1753
glmS	276	1080
glmU	247	1390
glnA	26401	11813
glnD	279	516
glnE	277	673
glnK	5449	1770
glnS	1017	2819
gloA1	166	354
gloB	290	446
glpD	126	346
glpD-1	794	2234
glpE	110	65
glpF	24	96
glpK	94	196
glpQ	152	117
glpR	39	217
gltA	1232	9342
gltB	408	2122
gltD	189	513
gltK	32	98
gltR	64	247
gltS	293	872
gltX	570	1016
glxR	13	67
glyA	614	4310
glyQ	538	1025
glyS	241	438
gmhA	196	762
gmk	110	261
gnl	1034	3478
gntR	15	108
gor	576	2481
gph	72	333
gph-2	313	1251
gpmA	677	1831
gpsA	398	1208
greA	306	995
greB	155	197
groEL	1781	2851
groES	212	199
grpE	617	1424
grx	75	111
gshA	405	643
gshB	131	602
gstA	265	699
guaA	132	345
guaB	838	1490
guaD	46	357
gyrA	2132	4970
gyrB	504	2567
hemA	172	647
hemB	489	2725
hemC	942	2647
hemD	583	1984
hemE	383	1050
hemF	255	725
hemH	303	1799
hemK	38	138
hemL	79	156
hemY	627	2801
hepA	611	1618
hesB	10918	25
hexR	135	336
hflC	227	836
hflK	335	2094
hflX	1169	7361
hfq	1230	4894
hisA	83	269
hisB	690	1803
hisC	122	367
hisC2	68	120
hisD	321	1411
hisE	125	279
hisF1	59	160
hisG	281	694
hisI	574	2274
hisS	115	308
hisZ	282	3937
hmpA	8	14
hmuV	106	287
holA	26	43
holB	38	97
holC	75	137
hom	667	2318
hpd	53	34
hprA	207	144
hpt	301	959
hrpA	491	882
hscA	82	493
hscB	28	181
hsdR	1016	2829
hsdS	26	119
hslO	419	1064
hslR	145	648
hslU	734	551
hslV	353	140
htpG	1164	873
htpX	178	439
htrB	200	449
hupA	385	1493
hupB	2549	7105
ibpA	479	108
icd	2331	9530
iciA	324	1191
idh	1073	5511
ihfA	472	1944
ihfB	623	2170
ileS	409	1283
ilvA-2	262	1051
ilvC	452	1216
ilvD	936	5092
ilvE	583	1679
ilvH	170	225
ilvI	930	2967
infA	309	2228
infB	1347	4415
infC	4204	17338
ipk	50	427
irlR	7	88
iscS	160	802
iscU	229	645
ispA	52	177
ispB	234	1557
ispD	115	373
ispF	36	192
ispG	383	1287
ispH	247	915
katA	127	406
katB	19	70
katE	1408	341
katG	1751	3149
kdsA	190	268
kdsB	197	709
kdtA	100	338
kefC	174	398
ksgA	93	373
lamB	22	79
ldh	268	159
ldhA	240	550
lepA	782	2510
lepB	112	231
leuA	516	5952
leuB	396	1026
leuC	834	2413
leuD	347	892
leuS	467	2108
lexA-2	153	506
lgt	58	192
ligA	304	382
ligB	187	690
ligD	1195	400
ligT	39	149
lipA	289	934
lipB	483	1475
lipC	29	153
lipH	17	32
livG	14	73
livM	10	92
lnt	107	580
lolA	36	65
lolB	127	141
lolC	428	2239
lolE	48	208
lon	4636	12021
lon-1	390	298
lpd3	247	380
lpdG	2551	4957
lppL	48	159
lpxA	227	1297
lpxB	25	331
lpxC	1159	11246
lpxD	238	899
lpxH	60	215
lpxK	113	622
lrp	40	145
lsfA	278	1578
lspA	32	181
ltaA	423	1186
lysA	400	1504
lysC	764	3403
lysS	171	493
madL	9	28
madM	54	135
maeB	3388	5840
maf-1	118	384
maf-2	442	1298
malE	102	170
malF	47	196
malG	96	270
malK-2	137	166
malQ	3223	10981
malS	82	229
map	650	1771
mazG	116	212
mdcA	21	40
mdcB	0	1
mdcC	14	0
mdcD	0	3
mdcE	4	0
mdoG	451	1313
menG	209	984
metE	216	2048
metF	51	96
metG	1072	2100
metH	457	1953
metI-2	22	94
metK	250	924
metN	89	685
metQ-2	84	274
metR	223	878
metW	26	121
metX	137	748
metY	435	839
metZ	147	366
mexE	25	58
mexT	97	279
mfd	557	1932
mgoH	198	428
mgtE	387	2026
miaA	763	3274
miaB	587	1425
minC	177	315
minD	317	1150
minE	61	193
mltB	224	926
mltD	26	510
mltR	260	485
mmsA-1	136	318
mmsA-2	176	835
mmsB	40	186
mnmA	206	855
mnmC	90	147
moaA	50	1552
moaA2	1347	4799
moaB2	181	705
moaC	240	852
moaD	66	277
moaE	197	579
mobA	212	385
modA	93	112
modB	69	71
modC	45	102
moeA1	107	658
moeB	45	182
morB	322	376
motA	305	1893
motB	198	772
mpl	190	1036
mqoB	322	876
mraW	50	1635
mraY	43	703
mrcB	219	1218
mrdA-2	119	941
mreB	570	3810
mreC	21	73
mreD	7	27
msbA	340	1897
mscL	633	2039
msrA	311	814
mtgA	169	771
mtlG	27	41
mtlK	12	49
mtlZ	167	101
mtnA	71	363
mttC	21	226
mucA	7819	8657
mucB	4633	7653
mucC	492	907
mucD	1854	3985
murA	389	1391
murB	158	444
murC	11	676
murD	35	1193
murE	73	1574
murF	21	701
murG	34	331
murI	27	77
mutL	368	1253
mutM	101	308
mutS	200	441
mutY	146	232
mvaB	28	63
mvaT	1249	11606
nadA	2623	10379
nadB	548	1552
nadC	152	629
nadD	106	177
nadE	1042	1980
nagZ	25	448
napA	421	1997
napB	67	112
napC	52	231
napD	25	193
napE	150	722
narG	685	15007
narH	406	6421
narI	237	2718
narJ	53	1499
narK	628	9236
narL	230	582
narM	245	6809
narX	396	941
nasA	973	66
nasD	146	69
nasE	117	17
nasF	3258	5
nasR	1249	211
nasS	1284	19
nasT	117	27
ndh	271	632
ndk	2082	13523
nifA	2019	89
nifB	13988	260
nifD	40456	425
nifE	12258	66
nifF	8859	113
nifH	23180	190
nifK	37430	463
nifL	4708	154
nifM	1055	9
nifN	4497	21
nifQ	1614	29
nifS	7849	69
nifT	443	5
nifU	7878	128
nifV	3803	142
nifW	894	6
nifX	2089	9
nifY	1551	36
nifY2	5811	685
nifZ	602	19
nirB	59	91
nirC	420	1248
nirD	320	951
nirE	145	238
nirF	1285	6725
nirG	227	1397
nirH	304	1633
nirJ	317	496
nirL	253	1321
nirM	1611	4832
nirN	356	355
nirO	14	41
nirP	10	78
nirQ	39	64
nirS	185	388
nirT	109	143
nirY	66	195
nlpD	2489	5688
norB	115	505
norC	42	71
norD	31	136
norR	72	399
nosD	294	3853
nosF	172	1287
nosL	131	1542
nosR	1254	7455
nosY	293	2052
nosZ	3243	28667
np20	422	633
nqrA	304	1286
nqrB	161	327
nqrC	104	452
nqrD	107	212
nqrE	123	209
nqrF	486	1114
nrdA	749	3491
nrdB	243	1036
nspC	52	191
nth	65	127
ntrB	4894	1392
ntrC	887	526
nudC	348	1692
nudE	275	681
nusA	463	1705
nusB	133	290
nusG	1283	7632
oadA	216	3644
obgE	686	1729
ohr	11	2
omlA	777	2543
ompH	181	763
ompR	381	1184
oprC	1318	9157
oprF	10039	15266
oprG	30068	76830
oprH	86	172
oprI	823	4034
oprJ	39	110
oprL	1162	3562
oprM	69	243
oprN	22	53
oprO	61	282
oprQ	11483	25677
orn	248	906
osmC	2347	744
osmE	310	236
ostA	1064	3329
paaC	49	191
pabB	5	41
pabC	75	111
panB	219	732
panC	99	458
panE-1	252	578
panE-2	38	145
parB	108	374
parC	206	519
parE	87	421
pbpG	699	3215
pcaB	75	220
pcaC	53	100
pcaD	24	61
pcaF	43	140
pcaG	68	281
pcaH	13	72
pcaI	64	175
pcaJ	9	20
pcaQ	120	268
pcaR	22	156
pckA	3629	6946
pcm	74	290
pcnB	829	2770
pcoA	24	56
pcoB	0	49
pctA	410	2776
pdxA	44	132
pdxB	156	804
pdxH	2977	5580
pdxJ	224	237
pepA	530	1057
pepN	679	1658
pepP	543	1353
petA	352	3687
petB	1149	4270
petC	1141	2999
pfpI	305	57
pgi	1075	1338
pgk	270	217
pgm	170	91
pgsA	208	644
phaA	435	3170
phaB	1029	7208
phaC	531	2051
phaJ1	103	420
phaP	2697	4060
phaR	1063	3887
phbR	7925	22257
pheA	198	335
pheS	236	1165
pheT	249	1034
phhA	128	16
phhB	86	86
phhC	182	301
phhR	71	256
phnA	240	990
phnN	90	214
phoB	74	227
phoP	33	152
phoQ	5	49
phoR	222	524
phoU	76	332
phrB	65	65
pilB	239	964
pilC	548	2887
pilD	25	435
pilE	351	1066
pilF	497	920
pilG	403	1540
pilH	396	1254
pilI	179	1578
pilJ	281	1389
pilK	137	558
pilM	149	990
pilN	65	391
pilO	45	522
pilP	67	781
pilQ	781	3245
pilR	222	679
pilS	73	156
pilT	199	803
pilU	61	199
pilV	124	366
pilW	95	408
pilX	88	204
pilY1	993	3362
pilY2	54	255
pilZ	144	646
pip	333	755
plsB	201	548
plsX	73	984
pmbA	614	2755
pncB1	216	359
pnp	760	1341
pntAA	121	212
pntAB	0	7
pntB	71	210
pobA	72	149
pobR	28	57
polA	353	1298
polB	145	283
ponA	600	5233
potF2	643	3748
potF3	189	824
potG	80	371
potH	92	131
potI	40	306
poxB	661	417
ppa-1	301	2216
ppc	796	2697
ppiA	570	1688
ppiB	568	1682
ppiD	277	1949
ppk	323	2021
ppnK	455	550
ppsA	2791	4654
ppx	871	3767
pqqB	359	843
pqqC	154	518
pqqF	307	1464
prc	5591	11631
prfA	118	183
prfC	126	512
priA	598	4011
prkA	10581	48569
prlC	701	707
prmA	81	298
proA	808	1299
proB	328	897
proC	29	215
proS	741	2741
prpB	288	1115
prpC	125	603
prsA	379	2898
psd	62	263
psrA	560	2865
pssA	3016	2391
pta	296	835
pth	12	85
ptsN	344	1694
ptsO	15	95
ptsP	958	3683
purA	502	4061
purB	196	1425
purD	118	460
purE	105	196
purF	548	1877
purH	425	1572
purK	212	464
purL	808	3740
purM	292	848
purN	70	26
purT	178	959
purU	276	815
putA	450	2736
putP-1	55	374
putP-2	74	372
pykA	158	741
pykF	137	266
pyrB	75	440
pyrC	250	1094
pyrD	858	3226
pyrE	567	3662
pyrF	67	409
pyrG	754	3708
pyrH	623	2098
pyrR	53	191
qor-1	246	541
queA	187	1298
queF	390	1359
radA	66	278
radC	100	651
rarD-1	328	492
rarD-2	22	15
rbfA	42	152
rdgC	219	797
recA	899	2821
recB	238	315
recC	246	388
recD	219	603
recF	319	2852
recG	109	259
recJ	205	333
recN	555	641
recO	17	66
recQ	174	1088
recR	73	206
recX	37	282
relA	739	1117
rep	62	281
rfaE	502	3060
rfbB-2	1416	694
rhdA	104	429
rhlB	735	2374
rho	1136	5371
ribA	998	2871
ribBA-1	111	361
ribD	77	402
ribE-1	231	668
ribF	241	1785
ribH	234	728
rimI	53	722
rimK	196	831
rimM	183	2573
rimO	94	804
rlmL	210	658
rluA	94	254
rluC	285	3169
rluD	392	1870
rmf	6367	8933
rnc	56	248
rnd	98	529
rne	442	1705
rnfA	2298	12
rnfB	1210	3
rnfC	3677	49
rnfD	2417	47
rnfE	1399	16
rnfG	1115	4
rnfH	1196	104
rnhA	379	1349
rnhB	9	71
rnk	126	320
rnpA	313	1599
rnt	83	121
rodA	324	1379
rpe	168	1437
rph	531	2236
rpiA	730	1220
rplA	418	770
rplB	447	1713
rplC	650	5269
rplD	393	1531
rplE	801	2993
rplF	739	5387
rplI	143	418
rplJ	350	897
rplK	618	1101
rplL	337	1219
rplM	1134	6297
rplN	150	318
rplO	287	484
rplP	270	330
rplQ	340	529
rplR	134	389
rplS	191	704
rplT	1468	4428
rplU	792	8586
rplV	159	229
rplW	72	97
rplX	257	611
rpmA	226	1405
rpmB	628	3991
rpmC	0	12
rpmD	20	50
rpmE2	198	95
rpmF	78	945
rpmG	249	1171
rpmH	470	1409
rpmI	1910	4496
rpmJ	8	174
rpoA	635	1248
rpoB	1400	2523
rpoC	2062	3736
rpoD	6225	15211
rpoH	2562	6622
rpoN	472	1790
rpoS	2669	9074
rpoX	943	2781
rpoZ	1207	1593
rpsA	9845	39054
rpsB	968	6644
rpsC	335	839
rpsD	759	2147
rpsE	368	676
rpsF	393	2474
rpsG	639	2786
rpsH	1261	5672
rpsI	467	2056
rpsJ	1114	13110
rpsK	890	3771
rpsL	1414	6190
rpsM	425	3025
rpsN	100	236
rpsO	1634	2498
rpsP	265	2619
rpsQ	147	298
rpsR	155	448
rpsS	77	197
rpsT	607	5514
rpsU	396	2230
rrmA	18	56
rsmC	41	64
rubA	33	192
rubB	266	691
rulA	45	164
rumA	184	309
ruvA	295	379
ruvB	267	421
ruvC	126	921
sahH	648	2549
sbcB	242	1006
sbcC	83	196
sbcD	4	65
sda-2	349	1151
sdhA	2527	11439
sdhB	2021	9171
sdhC	4405	10551
sdhD	1170	5531
secA	5734	9149
secB	351	515
secD	134	573
secE	1228	5411
secF	60	179
secG	395	5376
secY	609	1651
selA	283	598
selB	0	7
selD	111	553
serA	429	2597
serB	543	2440
serC	183	314
serS	161	635
sfsA	20	59
sigX	118	1003
sixA	204	594
slyD	1403	3838
smpB	276	1671
sodB	3681	2908
sodC	695	395
soxR	32	47
speA	391	734
speE	90	317
spoT	1234	2575
sppA	434	2365
srmB	520	1353
ssb	345	1788
sspA	160	369
sspB	114	707
sthA	1500	2290
strU	6135	6980
sucA	1909	6621
sucB	919	2690
sucC	725	2498
sucD	318	976
sufE	11	46
sugE	52	151
sun	59	123
surA	116	252
surE	115	699
tag	140	504
tal	987	1396
tatA	70	488
tatA-1	209	1375
tatB	40	350
tatC	87	354
tctD	203	948
tdcD	147	367
tesA	103	199
tesB	297	510
tgt	180	713
thiC	307	1084
thiD	164	930
thiE	76	254
thiG	113	277
thiI	202	1906
thiL	67	68
thiS	85	182
thrB	974	2721
thrC	133	357
thrH	318	1510
thrS	2207	6390
thyA	122	388
tig	1393	6256
tktA	528	1447
tmk	231	921
tolA	892	553
tolB	757	638
tolQ	46	407
tolQ-1	21	92
tolR	8	110
tolR-1	55	208
topA	461	2265
topB	72	162
tpiA	1773	20889
tpmA	107	34
tpx	121	99
treA	588	839
trkA	65	335
trkH	130	632
trmA	22	50
trmB	45	267
trmD	297	1363
trmE	94	365
trpA	87	244
trpC	69	230
trpD	48	139
trpE	220	1222
trpF	512	1381
trpG	17	87
trpI	16	65
trpS	116	504
truA	81	530
truB	780	2358
truD	24	128
trx-1	328	333
trxB1	406	1016
trxC	170	115
tsf	380	1678
ttg2A	82	1061
ttg2B	129	723
ttg2C	126	131
ttg2D	195	236
ttg2E	39	97
ttg2F	333	1953
ttgA	52	195
ttgB	97	366
ttgR	509	198
tuf	547	6265
tuf-1	768	1972
typA	370	428
tyrS	1034	5049
ubiA	21	143
ubiB	167	1049
ubiE	771	1943
ubiF	474	1361
ubiG	2394	7816
ubiH	395	1283
uhpA	64	56
ung	280	1505
upp	1046	2765
uppS	330	1067
uraA	291	971
ureA	242	26
ureB	29	29
ureC	326	84
ureD-2	1823	94
ureE	1436	110
ureF-2	562	147
ureG	141	11
ureJ	106	29
ushA	39	52
uvrA	765	703
uvrB	952	1933
uvrC	279	1197
uvrD	361	1538
uxpB	97	131
uxuB	6	20
vacB	1568	10868
vacJ	2322	6644
valS	796	1004
waaC	59	122
waaF	59	214
waaG	17	16
waaP	23	55
wbpE	95	608
xcpP	257	230
xcpQ	305	507
xcpR	1199	1109
xcpS	299	402
xcpT	54	50
xcpU	133	164
xcpV	36	24
xcpW	11	78
xcpX	41	64
xcpY	44	37
xcpZ	58	60
xdhA	276	1208
xdhB	705	3040
xenB	112	302
xerC	31	84
xerD	136	775
xpt	173	546
xseA	109	539
xseB	11	168
xthA	167	569
xylB	0	86
yajC	308	1501
ychF	45	328
yegD	40	168
yhgI	592	1645
yidC	100	384
zipA	915	1985
znuA	853	1814
znuC	446	1025
zwf-3	448	1777
