tss_id	locus_id	gene_name	tss_bp	dir	5utr_len
tss-999	ECDH10B_1015	pyrD	1057919	fwd	0
tss-1000	ECDH10B_1016	ycbW	1059103	fwd	0
tss-1001	ECDH10B_1017	ycbX	1060751	rev	0
tss-1002	ECDH10B_1018	rlmL	1060995	fwd	0
tss-1003	ECDH10B_1019	uup	1063115	fwd	0
tss-1004	ECDH10B_1020	pqiA	1065152	fwd	0
tss-1005	ECDH10B_1021	pqiB	1066410	fwd	0
tss-1006	ECDH10B_1022	ymbA	1068047	fwd	0
tss-1007	ECDH10B_1023	rmf	1068866	fwd	0
tss-1008	ECDH10B_1024	fabA	1069621	rev	0
tss-1009	ECDH10B_1025	ycbZ	1071450	rev	0
tss-1010	ECDH10B_1026	ycbG	1071636	fwd	0
tss-1011	ECDH10B_1027	ompA	1073204	rev	0
tss-1012	ECDH10B_1028	sulA	1074070	rev	0
tss-1013	ECDH10B_1029	sxy	1074289	fwd	0
tss-1014	ECDH10B_1030	yccS	1077034	rev	0
tss-1015	ECDH10B_1031	yccF	1077499	rev	0
tss-1016	ECDH10B_1032	helD	1077622	fwd	0
tss-1017	ECDH10B_1033	mgsA	1080166	rev	0
tss-1018	ECDH10B_1034	yccT	1080924	rev	0
tss-1019	ECDH10B_1035	yccU	1081097	fwd	0
tss-1020	ECDH10B_1036	hspQ	1081872	rev	0
tss-1021	ECDH10B_1037	yccW	1083120	rev	0
tss-1022	ECDH10B_1038	yccX	1083215	fwd	0
tss-1023	ECDH10B_1039	yccK	1083819	rev	0
tss-1024	ECDH10B_1040	yccA	1084569	rev	0
tss-1025	ECDH10B_1041	serT	1084863	rev	0
tss-1026	ECDH10B_1042	hyaA	1085290	fwd	0
tss-1027	ECDH10B_1043	hyaB	1086405	fwd	0
tss-1028	ECDH10B_1044	hyaC	1088217	fwd	0
tss-1029	ECDH10B_1045	hyaD	1088921	fwd	0
tss-1030	ECDH10B_1046	hyaE	1089505	fwd	0
tss-1031	ECDH10B_1047	hyaF	1089900	fwd	0
tss-1032	ECDH10B_1048	appC	1090891	fwd	0
tss-1033	ECDH10B_1049	appB	1092447	fwd	0
tss-1034	ECDH10B_1050	appA	1093768	fwd	0
tss-1035	ECDH10B_1051	etk	1097361	rev	0
tss-1036	ECDH10B_1052	etp	1097827	rev	0
tss-1037	ECDH10B_1053	gfcE	1098954	rev	0
tss-1038	ECDH10B_1054	gfcD	1101096	rev	0
tss-1039	ECDH10B_1055	gfcC	1101842	rev	0
tss-1040	ECDH10B_1056	gfcB	1102483	rev	0
tss-1041	ECDH10B_1057	gfcA	1102895	rev	0
tss-1042	ECDH10B_1058	insA-4	1102984	fwd	0
tss-1043	ECDH10B_1059	insB-4	1103178	fwd	0
tss-1044	ECDH10B_1060	cspH	1104326	rev	0
tss-1045	ECDH10B_1061	cspG	1104612	fwd	0
tss-1046	ECDH10B_1062	ymcE	1104998	fwd	0
tss-1047	ECDH10B_1063	gnsA	1105218	fwd	0
tss-1048	ECDH10B_1064	yccM	1106513	rev	0
tss-1049	ECDH10B_1065	torS	1109329	rev	0
tss-1050	ECDH10B_1066	torT	1109412	fwd	0
tss-1051	ECDH10B_1067	torR	1111105	rev	0
tss-1052	ECDH10B_1068	torC	1111235	fwd	0
tss-1053	ECDH10B_1069	torA	1112407	fwd	0
tss-1054	ECDH10B_1070	torD	1114950	fwd	0
tss-1055	ECDH10B_1071	cbpM	1116006	rev	0
tss-1056	ECDH10B_1072	cbpA	1116926	rev	0
tss-1057	ECDH10B_1073	yccE	1117187	fwd	0
tss-1058	ECDH10B_1074	agp	1118736	fwd	0
tss-1059	ECDH10B_1075	yccJ	1120242	rev	0
tss-1060	ECDH10B_1076	wrbA	1120859	rev	0
tss-1061	ECDH10B_1077	ymdF	1121232	fwd	0
tss-1062	ECDH10B_1078	rutG	1122990	rev	0
tss-1063	ECDH10B_1079	rutF	1123505	rev	0
tss-1064	ECDH10B_1080	rutE	1124106	rev	0
tss-1065	ECDH10B_1081	rutD	1124916	rev	0
tss-1066	ECDH10B_1082	rutC	1125310	rev	0
tss-1067	ECDH10B_1083	rutB	1126014	rev	0
tss-1068	ECDH10B_1084	rutA	1127162	rev	0
tss-1069	ECDH10B_1085	rutR	1127393	fwd	0
tss-1070	ECDH10B_1086	putA	1132033	rev	0
tss-1071	ECDH10B_1087	putP	1132456	fwd	0
tss-1072	ECDH10B_1089	efeU	1134507	fwd	0
tss-1073	ECDH10B_1091	efeO	1135394	fwd	0
tss-1074	ECDH10B_1092	efeB	1136527	fwd	0
tss-1075	ECDH10B_1093	phoH	1138143	fwd	0
tss-1076	ECDH10B_1094	pgaD	1139670	rev	0
tss-1077	ECDH10B_1095	pgaC	1140997	rev	0
tss-1078	ECDH10B_1096	pgaB	1143008	rev	0
tss-1079	ECDH10B_1097	pgaA	1145440	rev	0
tss-1080	ECDH10B_1098	ycdT	1146027	fwd	0
tss-1081	ECDH10B_1100	insF-4	1149628	rev	0
tss-1082	ECDH10B_1101	insE-4	1149933	rev	0
tss-1083	ECDH10B_1102	ymdE	1149990	fwd	0
tss-1084	ECDH10B_1103	ycdU	1150330	fwd	0
tss-1085	ECDH10B_1104	serX	1152320	rev	0
tss-1086	ECDH10B_1105	ycdW	1152554	fwd	0
tss-1087	ECDH10B_1106	ycdX	1153547	fwd	0
tss-1088	ECDH10B_1107	ycdY	1154308	fwd	0
tss-1089	ECDH10B_1108	ycdZ	1154964	fwd	0
tss-1090	ECDH10B_1109	csgG	1156352	rev	0
tss-1091	ECDH10B_1110	csgF	1156795	rev	0
tss-1092	ECDH10B_1111	csgE	1157209	rev	0
tss-1093	ECDH10B_1112	csgD	1157864	rev	0
tss-1094	ECDH10B_1113	csgB	1158619	fwd	0
tss-1095	ECDH10B_1114	csgA	1159115	fwd	0
tss-1096	ECDH10B_1115	csgC	1159629	fwd	0
tss-1097	ECDH10B_1116	ymdA	1160082	fwd	0
tss-1098	ECDH10B_1117	ymdB	1160488	fwd	0
tss-1099	ECDH10B_1118	ymdC	1161023	fwd	0
tss-1100	ECDH10B_1119	mdoC	1163609	rev	0
tss-1101	ECDH10B_1120	mdoG	1164003	fwd	0
tss-1102	ECDH10B_1121	mdoH	1165531	fwd	0
tss-1103	ECDH10B_1122	yceK	1168247	fwd	0
tss-1104	ECDH10B_1123	msyB	1168849	rev	0
tss-1105	ECDH10B_1124	mdtG	1170158	rev	0
tss-1106	ECDH10B_1125	lpxL	1171250	rev	0
tss-1107	ECDH10B_1126	yceA	1171475	fwd	0
tss-1108	ECDH10B_1127	yceI	1173144	rev	0
tss-1109	ECDH10B_1128	yceJ	1173714	rev	0
tss-1110	ECDH10B_1129	yceO	1174115	rev	0
tss-1111	ECDH10B_1130	solA	1175254	rev	0
tss-1112	ECDH10B_1131	bssS	1175623	rev	0
tss-1113	ECDH10B_1132	dinI	1176155	rev	0
tss-1114	ECDH10B_1133	pyrC	1177275	rev	0
tss-1115	ECDH10B_1134	yceB	1177941	rev	0
tss-1116	ECDH10B_1135	grxB	1178722	rev	0
tss-1117	ECDH10B_1136	mdtH	1179994	rev	0
tss-1118	ECDH10B_1137	rimJ	1180230	fwd	0
tss-1119	ECDH10B_1138	yceH	1180825	fwd	0
tss-1120	ECDH10B_1139	mviM	1181474	fwd	0
tss-1121	ECDH10B_1140	yceN	1182507	fwd	0
tss-1122	ECDH10B_1141	flgN	1184498	rev	0
tss-1123	ECDH10B_1142	flgM	1184796	rev	0
tss-1124	ECDH10B_1143	flgA	1185531	rev	0
tss-1125	ECDH10B_1144	flgB	1185686	fwd	0
tss-1126	ECDH10B_1145	flgC	1186106	fwd	0
tss-1127	ECDH10B_1146	flgD	1186522	fwd	0
tss-1128	ECDH10B_1147	flgE	1187242	fwd	0
tss-1129	ECDH10B_1148	flgF	1188470	fwd	0
tss-1130	ECDH10B_1149	flgG	1189397	fwd	0
tss-1131	ECDH10B_1150	flgH	1190232	fwd	0
tss-1132	ECDH10B_1151	flgI	1190942	fwd	0
tss-1133	ECDH10B_1152	flgJ	1192039	fwd	0
tss-1134	ECDH10B_1153	flgK	1193046	fwd	0
tss-1135	ECDH10B_1154	flgL	1194701	fwd	0
tss-1136	ECDH10B_1155	rne	1199035	rev	0
tss-1137	ECDH10B_1156	yceQ	1199170	fwd	0
tss-1138	ECDH10B_1157	rluC	1199608	fwd	0
tss-1139	ECDH10B_1158	yceF	1201263	rev	0
tss-1140	ECDH10B_1159	sraB	1201257	fwd	0
tss-1141	ECDH10B_1160	yceD	1201462	fwd	0
tss-1142	ECDH10B_1161	rpmF	1202035	fwd	0
tss-1143	ECDH10B_1162	plsX	1202289	fwd	0
tss-1144	ECDH10B_1163	fabH	1203427	fwd	0
tss-1145	ECDH10B_1164	fabD	1204396	fwd	0
tss-1146	ECDH10B_1165	fabG	1205338	fwd	0
tss-1147	ECDH10B_1166	acpP	1206283	fwd	0
tss-1148	ECDH10B_1167	fabF	1206607	fwd	0
tss-1149	ECDH10B_1168	pabC	1207968	fwd	0
tss-1150	ECDH10B_1169	yceG	1208780	fwd	0
tss-1151	ECDH10B_1170	tmk	1209792	fwd	0
tss-1152	ECDH10B_1171	holB	1210430	fwd	0
tss-1153	ECDH10B_1172	ycfH	1211445	fwd	0
tss-1154	ECDH10B_1173	ptsG	1212537	fwd	0
tss-1155	ECDH10B_1174	fhuE	1216219	rev	0
tss-1156	ECDH10B_1175	hinT	1216553	fwd	0
tss-1157	ECDH10B_1176	ycfL	1216915	fwd	0
tss-1158	ECDH10B_1177	ycfM	1217306	fwd	0
tss-1159	ECDH10B_1178	thiK	1217928	fwd	0
tss-1160	ECDH10B_1179	nagZ	1218763	fwd	0
tss-1161	ECDH10B_1180	ycfP	1219811	fwd	0
tss-1162	ECDH10B_1181	ndh	1220753	fwd	0
tss-1163	ECDH10B_1182	ycfJ	1222267	fwd	0
tss-1164	ECDH10B_1183	ycfQ	1223500	rev	0
tss-1165	ECDH10B_1184	ycfR	1223741	fwd	0
tss-1166	ECDH10B_1185	ycfS	1225042	rev	0
tss-1167	ECDH10B_1186	mfd	1228632	rev	0
tss-1168	ECDH10B_1187	ycfT	1229833	rev	0
tss-1169	ECDH10B_1188	lolC	1230095	fwd	0
tss-1170	ECDH10B_1189	lolD	1231287	fwd	0
tss-1171	ECDH10B_1190	lolE	1231988	fwd	0
tss-1172	ECDH10B_1191	nagK	1233261	fwd	0
tss-1173	ECDH10B_1192	cobB	1234188	fwd	0
tss-1174	ECDH10B_1193	ycfZ	1235935	rev	0
tss-1175	ECDH10B_1194	ymfA	1236393	rev	0
tss-1176	ECDH10B_1195	potD	1237497	rev	0
tss-1177	ECDH10B_1196	potC	1238288	rev	0
tss-1178	ECDH10B_1197	potB	1239112	rev	0
tss-1179	ECDH10B_1198	potA	1240262	rev	0
tss-1180	ECDH10B_1199	pepT	1240512	fwd	0
tss-1181	ECDH10B_1200	ycfD	1242908	rev	0
tss-1182	ECDH10B_1201	phoQ	1244444	rev	0
tss-1183	ECDH10B_1202	phoP	1245115	rev	0
tss-1184	ECDH10B_1203	purB	1246654	rev	0
tss-1185	ECDH10B_1204	hflD	1247299	rev	0
tss-1186	ECDH10B_1205	mnmA	1248441	rev	0
tss-1187	ECDH10B_1206	nudJ	1248956	rev	0
tss-1188	ECDH10B_1207	rluE	1249619	rev	0
tss-1189	ECDH10B_1208	icd	1249791	fwd	0
tss-1190	ECDH10B_1209	elbA	1251467	rev	0
tss-1191	ECDH10B_1210	ycgX	1252571	rev	0
tss-1192	ECDH10B_1211	ycgE	1253523	rev	0
tss-1193	ECDH10B_1212	ycgF	1254939	rev	0
tss-1194	ECDH10B_1213	ycgZ	1255253	fwd	0
tss-1195	ECDH10B_1214	ymgA	1255532	fwd	0
tss-1196	ECDH10B_1215	ymgB	1255833	fwd	0
tss-1197	ECDH10B_1216	ymgC	1256212	fwd	0
tss-1198	ECDH10B_1217	ycgG	1256792	fwd	0
tss-1199	ECDH10B_1218	ymgF	1258447	fwd	0
tss-1200	ECDH10B_1220	ycgH	1259065	fwd	0
tss-1201	ECDH10B_1222	ymgD	1262098	rev	0
tss-1202	ECDH10B_1223	ymgG	1262383	rev	0
tss-1203	ECDH10B_1224	ymgI	1262627	rev	0
tss-1204	ECDH10B_1225	ymgJ	1262728	fwd	0
tss-1205	ECDH10B_1226	ycgI	1263028	fwd	0
tss-1206	ECDH10B_1227	minE	1264009	rev	0
tss-1207	ECDH10B_1228	minD	1264825	rev	0
tss-1208	ECDH10B_1229	minC	1265544	rev	0
tss-1209	ECDH10B_1230	ycgJ	1266064	fwd	0
tss-1210	ECDH10B_1231	ycgK	1266936	rev	0
tss-1211	ECDH10B_1232	ycgL	1267145	fwd	0
tss-1212	ECDH10B_1233	ycgM	1267543	fwd	0
tss-1213	ECDH10B_1234	ycgN	1268279	fwd	0
tss-1214	ECDH10B_1235	hlyE	1269858	rev	0
tss-1215	ECDH10B_1236	umuD	1270231	fwd	0
tss-1216	ECDH10B_1237	umuC	1270650	fwd	0
tss-1217	ECDH10B_1238	dsbB	1272494	rev	0
tss-1218	ECDH10B_1239	nhaB	1274181	rev	0
tss-1219	ECDH10B_1240	fadR	1274402	fwd	0
tss-1220	ECDH10B_1241	ycgB	1276705	rev	0
tss-1221	ECDH10B_1242	dadA	1277035	fwd	0
tss-1222	ECDH10B_1243	dadX	1278343	fwd	0
tss-1223	ECDH10B_1244	cvrA	1281535	rev	0
tss-1224	ECDH10B_1245	ldcA	1282544	rev	0
tss-1225	ECDH10B_1246	emtA	1282644	fwd	0
tss-1226	ECDH10B_1247	ycgR	1283991	rev	0
tss-1227	ECDH10B_1248	ymgE	1284192	fwd	0
tss-1228	ECDH10B_1249	ycgY	1284624	fwd	0
tss-1229	ECDH10B_1250	treA	1286840	rev	0
tss-1230	ECDH10B_1251	dhaM	1288578	rev	0
tss-1231	ECDH10B_1252	dhaL	1289221	rev	0
tss-1232	ECDH10B_1253	dhaK	1290302	rev	0
tss-1233	ECDH10B_1254	dhaR	1290530	fwd	0
tss-1234	ECDH10B_1255	ycgV	1295416	rev	0
tss-1235	ECDH10B_1256	ychF	1297276	rev	0
tss-1236	ECDH10B_1257	pth	1297977	rev	0
tss-1237	ECDH10B_1258	ychH	1298255	fwd	0
tss-1238	ECDH10B_1259	ychM	1300267	rev	0
tss-1239	ECDH10B_1260	prsA	1301339	rev	0
tss-1240	ECDH10B_1261	ispE	1302341	rev	0
tss-1241	ECDH10B_1262	lolB	1302964	rev	0
tss-1242	ECDH10B_1263	hemA	1303178	fwd	0
tss-1243	ECDH10B_1264	prfA	1304476	fwd	0
tss-1244	ECDH10B_1265	prmC	1305558	fwd	0
tss-1245	ECDH10B_1266	ychQ	1306388	fwd	0
tss-1246	ECDH10B_1267	ychA	1306784	fwd	0
tss-1247	ECDH10B_1268	kdsA	1307629	fwd	0
tss-1248	ECDH10B_1269	ldrA	1308739	rev	0
tss-1249	ECDH10B_1270	rdlA	1308787	fwd	0
tss-1250	ECDH10B_1271	ldrB	1309274	rev	0
tss-1251	ECDH10B_1272	rdlB	1309322	fwd	0
tss-1252	ECDH10B_1273	ldrC	1309809	rev	0
tss-1253	ECDH10B_1274	rdlC	1309857	fwd	0
tss-1254	ECDH10B_1275	chaA	1311313	rev	0
tss-1255	ECDH10B_1276	chaB	1311583	fwd	0
tss-1256	ECDH10B_1277	chaC	1311971	fwd	0
tss-1257	ECDH10B_1278	ychN	1313063	rev	0
tss-1258	ECDH10B_1279	ychO	1313248	fwd	0
tss-1259	ECDH10B_1280	narL	1315293	rev	0
tss-1260	ECDH10B_1281	narX	1317082	rev	0
tss-1261	ECDH10B_1282	narK	1317421	fwd	0
tss-1262	ECDH10B_1283	narG	1319328	fwd	0
tss-1263	ECDH10B_1284	narH	1323068	fwd	0
tss-1264	ECDH10B_1285	narJ	1324603	fwd	0
tss-1265	ECDH10B_1286	narI	1325313	fwd	0
tss-1266	ECDH10B_1287	ychS	1326173	fwd	0
tss-1267	ECDH10B_1288	rttR	1326700	rev	0
tss-1268	ECDH10B_1289	tpr	1326640	rev	0
tss-1269	ECDH10B_1290	tyrV	1326792	rev	0
tss-1270	ECDH10B_1291	tyrT	1327086	rev	0
tss-1271	ECDH10B_1292	purU	1328088	rev	0
tss-1272	ECDH10B_1293	ychJ	1328596	rev	0
tss-1273	ECDH10B_1294	rssA	1328670	fwd	0
tss-1274	ECDH10B_1295	rssB	1329706	fwd	0
tss-1275	ECDH10B_1296	galU	1330921	fwd	0
tss-1276	ECDH10B_1297	hns	1332386	rev	0
tss-1277	ECDH10B_1298	tdk	1332991	fwd	0
tss-1278	ECDH10B_1300	insZ	1334786	rev	0
tss-1279	ECDH10B_1302	adhE	1337585	rev	0
tss-1280	ECDH10B_1303	ychE	1338062	fwd	0
tss-1281	ECDH10B_1305	oppA	1340224	fwd	0
tss-1282	ECDH10B_1306	oppB	1341941	fwd	0
tss-1283	ECDH10B_1307	oppC	1342876	fwd	0
tss-1284	ECDH10B_1308	oppD	1343796	fwd	0
tss-1285	ECDH10B_1309	oppF	1344806	fwd	0
tss-1286	ECDH10B_1310	yciU	1346192	rev	0
tss-1287	ECDH10B_1311	cls	1347687	rev	0
tss-1288	ECDH10B_1312	kch	1349311	rev	0
tss-1289	ECDH10B_1313	int	1349759	fwd	0
tss-1290	ECDH10B_1314	xis	1351203	rev	0
tss-1291	ECDH10B_1315	None	1351490	rev	0
tss-1292	ECDH10B_1316	None	1352372	rev	0
tss-1293	ECDH10B_1317	None	1352952	rev	0
tss-1294	ECDH10B_1318	exo	1353623	rev	0
tss-1295	ECDH10B_1319	bet	1354537	rev	0
tss-1296	ECDH10B_1320	None	1354828	rev	0
tss-1297	ECDH10B_1321	None	1355804	rev	0
tss-1298	ECDH10B_1322	None	1356799	rev	0
tss-1299	ECDH10B_1323	kil	1356965	rev	0
tss-1300	ECDH10B_1324	None	1357162	rev	0
tss-1301	ECDH10B_1325	None	1357331	rev	0
tss-1302	ECDH10B_1326	N	1357783	rev	0
tss-1303	ECDH10B_1327	40	1359447	rev	0
tss-1304	ECDH10B_1328	cI	1360294	rev	0
tss-1305	ECDH10B_1329	30	1360412	fwd	0
tss-1306	ECDH10B_1330	cII	1360808	fwd	0
tss-1307	ECDH10B_1331	15	1361292	fwd	0
tss-1308	ECDH10B_1332	14	1362197	fwd	0
tss-1309	ECDH10B_1333	None	1362950	fwd	0
tss-1310	ECDH10B_1334	None	1363842	fwd	0
tss-1311	ECDH10B_1335	None	1364512	fwd	0
tss-1312	ECDH10B_1336	rap	1365173	fwd	0
tss-1313	ECDH10B_1337	17	1366130	fwd	0
tss-1314	ECDH10B_1338	18	1367418	fwd	0
tss-1315	ECDH10B_1339	19	1367620	fwd	0
tss-1316	ECDH10B_1340	Rz	1368111	fwd	0
tss-1317	ECDH10B_1341	Rz1	1368331	fwd	0
tss-1318	ECDH10B_1342	rha	1368732	fwd	0
tss-1319	ECDH10B_1343	None	1369972	rev	0
tss-1320	ECDH10B_1344	None	1369953	fwd	0
tss-1321	ECDH10B_1345	None	1370345	fwd	0
tss-1322	ECDH10B_1346	1	1371321	fwd	0
tss-1323	ECDH10B_1347	2	1371841	fwd	0
tss-1324	ECDH10B_1348	W	1373763	fwd	0
tss-1325	ECDH10B_1349	B	1373966	fwd	0
tss-1326	ECDH10B_1350	C	1375539	fwd	0
tss-1327	ECDH10B_1351	D	1376892	fwd	0
tss-1328	ECDH10B_1352	5	1377292	fwd	0
tss-1329	ECDH10B_1353	cynS	1378249	fwd	0
tss-1330	ECDH10B_1354	cynX	1378752	fwd	0
tss-1331	ECDH10B_1355	lacA	1380620	rev	0
tss-1332	ECDH10B_1356	lacY	1381939	rev	0
tss-1333	ECDH10B_1357	lacI	1386177	rev	0
tss-1334	ECDH10B_1358	mhpR	1387201	rev	0
tss-1335	ECDH10B_1359	mhpA	1387278	fwd	0
tss-1336	ECDH10B_1360	mhpB	1388944	fwd	0
tss-1337	ECDH10B_1361	mhpC	1389891	fwd	0
tss-1338	ECDH10B_1362	tnpX	1393215	rev	0
tss-1339	ECDH10B_1363	tnpR	1393782	rev	0
tss-1340	ECDH10B_1364	tnpA	1393946	fwd	0
tss-1341	ECDH10B_1365	kch	1397689	rev	0
tss-1342	ECDH10B_1366	yciI	1398285	rev	0
tss-1343	ECDH10B_1367	tonB	1398509	fwd	0
tss-1344	ECDH10B_1368	yciA	1399666	rev	0
tss-1345	ECDH10B_1369	yciB	1400310	rev	0
tss-1346	ECDH10B_1370	yciC	1401083	rev	0
tss-1347	ECDH10B_1371	ompW	1401440	fwd	0
tss-1348	ECDH10B_1372	yciE	1402644	rev	0
tss-1349	ECDH10B_1373	yciF	1403190	rev	0
tss-1350	ECDH10B_1374	yciG	1403455	rev	0
tss-1351	ECDH10B_1375	trpA	1404642	rev	0
tss-1352	ECDH10B_1376	trpB	1405835	rev	0
tss-1353	ECDH10B_1377	trpC	1407205	rev	0
tss-1354	ECDH10B_1378	trpD	1408804	rev	0
tss-1355	ECDH10B_1379	trpE	1410366	rev	0
tss-1356	ECDH10B_1380	trpL	1410502	rev	0
tss-1357	ECDH10B_1381	trpH	1410640	fwd	0
tss-1358	ECDH10B_1382	yciO	1411518	fwd	0
tss-1359	ECDH10B_1383	yciQ	1412166	fwd	0
tss-1360	ECDH10B_1384	rluB	1414272	fwd	0
tss-1361	ECDH10B_1385	btuR	1415777	rev	0
tss-1362	ECDH10B_1386	yciK	1416532	rev	0
tss-1363	ECDH10B_1387	sohB	1416752	fwd	0
tss-1364	ECDH10B_1388	yciN	1418088	rev	0
tss-1365	ECDH10B_1389	topA	1418468	fwd	0
tss-1366	ECDH10B_1390	cysB	1421275	fwd	0
tss-1367	ECDH10B_1391	ymiA	1422580	fwd	0
tss-1368	ECDH10B_1392	yciX	1422711	fwd	0
tss-1369	ECDH10B_1393	acnA	1423251	fwd	0
tss-1370	ECDH10B_1394	ribA	1426580	rev	0
tss-1371	ECDH10B_1395	pgpB	1426750	fwd	0
tss-1372	ECDH10B_1396	yciS	1427663	fwd	0
tss-1373	ECDH10B_1397	yciM	1427978	fwd	0
tss-1374	ECDH10B_1398	pyrF	1429341	fwd	0
tss-1375	ECDH10B_1399	yciH	1430078	fwd	0
tss-1376	ECDH10B_1400	osmB	1430748	rev	0
tss-1377	ECDH10B_1401	yciT	1431766	rev	0
tss-1378	ECDH10B_1402	gmr	1434162	rev	0
tss-1379	ECDH10B_1403	rnb	1436332	rev	0
tss-1380	ECDH10B_1404	yciW	1437527	rev	0
tss-1381	ECDH10B_1405	fabI	1438459	rev	0
tss-1382	ECDH10B_1406	ycjD	1439180	rev	0
tss-1383	ECDH10B_1407	sapF	1440054	rev	0
tss-1384	ECDH10B_1408	sapD	1441048	rev	0
tss-1385	ECDH10B_1409	sapC	1441938	rev	0
tss-1386	ECDH10B_1410	sapB	1442890	rev	0
tss-1387	ECDH10B_1411	sapA	1444530	rev	0
tss-1388	ECDH10B_1412	ymjA	1445088	rev	0
tss-1389	ECDH10B_1413	puuP	1446607	rev	0
tss-1390	ECDH10B_1414	puuA	1448328	rev	0
tss-1391	ECDH10B_1415	puuD	1448540	fwd	0
tss-1392	ECDH10B_1416	puuR	1449331	fwd	0
tss-1393	ECDH10B_1417	puuC	1450163	fwd	0
tss-1394	ECDH10B_1418	puuB	1451652	fwd	0
tss-1395	ECDH10B_1419	puuE	1452970	fwd	0
tss-1396	ECDH10B_1420	pspF	1455332	rev	0
tss-1397	ECDH10B_1421	pspA	1455499	fwd	0
tss-1398	ECDH10B_1422	pspB	1456221	fwd	0
tss-1399	ECDH10B_1423	pspC	1456445	fwd	0
tss-1400	ECDH10B_1424	pspD	1456813	fwd	0
tss-1401	ECDH10B_1425	pspE	1457109	fwd	0
tss-1402	ECDH10B_1426	ycjM	1457636	fwd	0
tss-1403	ECDH10B_1427	ycjN	1459329	fwd	0
tss-1404	ECDH10B_1428	ycjO	1460642	fwd	0
tss-1405	ECDH10B_1429	ycjP	1461510	fwd	0
tss-1406	ECDH10B_1430	ycjQ	1462383	fwd	0
tss-1407	ECDH10B_1431	ycjR	1463454	fwd	0
tss-1408	ECDH10B_1432	ycjS	1464252	fwd	0
tss-1409	ECDH10B_1433	ycjT	1465304	fwd	0
tss-1410	ECDH10B_1434	ycjU	1467568	fwd	0
tss-1411	ECDH10B_1436	ycjV	1468241	fwd	0
tss-1412	ECDH10B_1438	ompG	1469367	fwd	0
tss-1413	ECDH10B_1439	ycjW	1471381	rev	0
tss-1414	ECDH10B_1440	ycjX	1471537	fwd	0
tss-1415	ECDH10B_1441	ycjF	1472931	fwd	0
tss-1416	ECDH10B_1442	tyrR	1474140	fwd	0
tss-1417	ECDH10B_1443	tpx	1476231	rev	0
tss-1418	ECDH10B_1444	ycjG	1476350	fwd	0
tss-1419	ECDH10B_1445	mpaA	1478078	rev	0
tss-1420	ECDH10B_1446	ymjC	1478282	rev	0
tss-1421	ECDH10B_1447	ycjY	1479285	rev	0
tss-1422	ECDH10B_1448	ycjZ	1479411	fwd	0
tss-1423	ECDH10B_1449	mppA	1480647	fwd	0
tss-1424	ECDH10B_1450	ynaI	1483342	rev	0
tss-1425	ECDH10B_1451	insH-4	1483496	fwd	0
tss-1426	ECDH10B_1452	ynaJ	1484785	fwd	0
tss-1427	ECDH10B_1453	uspE	1486042	rev	0
tss-1428	ECDH10B_1454	fnr	1486946	rev	0
tss-1429	ECDH10B_1455	ogt	1487656	rev	0
tss-1430	ECDH10B_1456	abgT	1489193	rev	0
tss-1431	ECDH10B_1457	abgB	1490675	rev	0
tss-1432	ECDH10B_1458	abgA	1491985	rev	0
tss-1433	ECDH10B_1459	abgR	1492161	fwd	0
tss-1434	ECDH10B_1460	isrA	1493229	rev	0
tss-1435	ECDH10B_1461	ydaL	1493399	fwd	0
tss-1436	ECDH10B_1462	ydaM	1495215	rev	0
tss-1437	ECDH10B_1463	ydaN	1495470	fwd	0
tss-1438	ECDH10B_1464	dbpA	1496931	fwd	0
tss-1439	ECDH10B_1465	ttcA	1499368	rev	0
tss-1440	ECDH10B_1466	intR	1500655	rev	0
tss-1441	ECDH10B_1467	ydaQ	1500872	rev	0
tss-1442	ECDH10B_1468	ydaC	1501160	rev	0
tss-1443	ECDH10B_1469	lar	1501347	rev	0
tss-1444	ECDH10B_1470	recT	1502213	rev	0
tss-1445	ECDH10B_1471	recE	1504806	rev	0
tss-1446	ECDH10B_1472	racC	1505183	rev	0
tss-1447	ECDH10B_1473	ydaE	1505428	rev	0
tss-1448	ECDH10B_1474	kilR	1505649	rev	0
tss-1449	ECDH10B_1475	sieB	1506091	fwd	0
tss-1450	ECDH10B_1476	ydaF	1506731	rev	0
tss-1451	ECDH10B_1477	ydaG	1506876	rev	0
tss-1452	ECDH10B_1478	racR	1507661	rev	0
tss-1453	ECDH10B_1479	ydaS	1507785	fwd	0
tss-1454	ECDH10B_1480	ydaT	1508104	fwd	0
tss-1455	ECDH10B_1481	ydaU	1508539	fwd	0
tss-1456	ECDH10B_1482	ydaV	1509403	fwd	0
tss-1457	ECDH10B_1483	ydaW	1510172	fwd	0
tss-1458	ECDH10B_1484	rzpR	1510765	fwd	0
tss-1459	ECDH10B_1485	rzoR	1510820	fwd	0
tss-1460	ECDH10B_1486	trkG	1511202	fwd	0
tss-1461	ECDH10B_1487	ynaK	1512797	fwd	0
tss-1462	ECDH10B_1488	ydaY	1513041	fwd	0
tss-1463	ECDH10B_1489	ynaA	1513874	fwd	0
tss-1464	ECDH10B_1490	lomR	1514815	fwd	0
tss-1465	ECDH10B_1492	insH-5	1516146	rev	0
tss-1466	ECDH10B_1494	stfR	1516469	fwd	0
tss-1467	ECDH10B_1495	tfaR	1519831	fwd	0
tss-1468	ECDH10B_1496	pinR	1521094	rev	0
