gene_name	N6	N7
AZC_3056	20	9
AZC_3057	47	55
AZC_3058	270	147
AZC_3059	9	16
AZC_3060	20	1
AZC_3062	4	12
AZC_3063	8	20
AZC_3064	0	9
AZC_3065	2	0
AZC_3066	3	5
AZC_3070	0	1
AZC_3071	4	17
AZC_3072	90	14
AZC_3073	6	5
AZC_3074	17	0
AZC_3075	10	2
AZC_3076	0	13
AZC_3077	2	10
AZC_3078	2	0
AZC_3079	68	46
AZC_3080	95	68
AZC_3081	10	0
AZC_3085	42	90
AZC_3089	0	1
AZC_3091	0	0
AZC_3092	0	0
AZC_3093	6	1
AZC_3094	0	0
AZC_3096	0	0
AZC_3097	0	6
AZC_3098	0	15
AZC_3099	0	0
AZC_3100	0	0
AZC_3101	0	4
AZC_3102	8	23
AZC_3103	6	33
AZC_3104	0	0
AZC_3105	42	29
AZC_3106	50	56
AZC_3107	1	0
AZC_3108	18	0
AZC_3109	0	0
AZC_3110	315	481
AZC_3111	11	26
AZC_3112	0	11
AZC_3113	3	0
AZC_3114	6	10
AZC_3115	0	0
AZC_3116	7	0
AZC_3119	10	14
AZC_3121	223	284
AZC_3122	23	4
AZC_3123	7	0
AZC_3124	0	0
AZC_3125	29	33
AZC_3126	6	0
AZC_3127	89	114
AZC_3128	3	9
AZC_3129	0	0
AZC_3130	112	157
AZC_3131	9	21
AZC_3132	13	20
AZC_3133	71	190
AZC_3134	130	168
AZC_3135	0	16
AZC_3136	35	40
AZC_3137	102	37
AZC_3138	3	8
AZC_3139	0	3
AZC_3140	6	0
AZC_3141	0	1
AZC_3142	10	17
AZC_3143	0	6
AZC_3144	0	0
AZC_3145	1	0
AZC_3146	33	11
AZC_3147	0	0
AZC_3148	2	0
AZC_3150	71	89
AZC_3151	98	72
AZC_3152	9	11
AZC_3153	6	18
AZC_3154	0	0
AZC_3155	0	4
AZC_3156	0	0
AZC_3157	10	0
AZC_3158	13	0
AZC_3159	0	0
AZC_3160	0	0
AZC_3161	0	0
AZC_3162	0	0
AZC_3163	0	0
AZC_3164	0	0
AZC_3165	0	0
AZC_3166	0	0
AZC_3167	0	0
AZC_3168	0	0
AZC_3169	0	0
AZC_3170	0	0
AZC_3171	0	0
AZC_3173	0	0
AZC_3174	0	0
AZC_3175	1	0
AZC_3176	12	10
AZC_3177	3	0
AZC_3178	6	0
AZC_3179	28	22
AZC_3180	0	0
AZC_3181	22	2
AZC_3182	0	9
AZC_3184	0	2
AZC_3185	0	0
AZC_3186	0	0
AZC_3187	0	0
AZC_3188	8	0
AZC_3189	0	0
AZC_3190	0	0
AZC_3191	0	18
AZC_3192	0	0
AZC_3193	0	7
AZC_3194	0	0
AZC_3195	5	0
AZC_3196	2	0
AZC_3197	0	0
AZC_3199	0	0
AZC_3200	0	0
AZC_3201	0	0
AZC_3202	0	0
AZC_3203	0	0
AZC_3204	0	0
AZC_3205	3	12
AZC_3206	0	4
AZC_3207	0	0
AZC_3208	12	17
AZC_3209	26	29
AZC_3210	16	56
AZC_3211	14	20
AZC_3212	44	48
AZC_3213	0	0
AZC_3214	4	3
AZC_3215	9	20
AZC_3216	7	49
AZC_3218	3	0
AZC_3219	0	1
AZC_3220	3	2
AZC_3221	11	7
AZC_3222	26	55
AZC_3224	4	13
AZC_3225	5	0
AZC_3226	192	265
AZC_3227	2	17
AZC_3228	0	3
AZC_3229	0	0
AZC_3230	0	13
AZC_3231	0	18
AZC_3233	31	62
AZC_3234	25	13
AZC_3235	0	0
AZC_3236	0	0
AZC_3237	0	0
AZC_3238	0	0
AZC_3240	0	0
AZC_3241	0	0
AZC_3243	0	0
AZC_3244	0	0
AZC_3245	0	0
AZC_3246	0	3
AZC_3247	0	1
AZC_3248	0	0
AZC_3249	0	0
AZC_3250	0	0
AZC_3251	7	0
AZC_3252	0	0
AZC_3253	0	0
AZC_3254	0	0
AZC_3255	0	0
AZC_3256	42	47
AZC_3257	0	0
AZC_3258	13	18
AZC_3259	15	10
AZC_3260	0	0
AZC_3261	7	0
AZC_3262	0	0
AZC_3263	0	0
AZC_3264	182	353
AZC_3265	399	737
AZC_3266	0	18
AZC_3267	2	0
AZC_3268	8	6
AZC_3269	0	0
AZC_3270	0	6
AZC_3271	0	0
AZC_3273	0	1
AZC_3274	32	0
AZC_3275	0	0
AZC_3276	22	0
AZC_3277	0	0
AZC_3278	0	0
AZC_3279	0	0
AZC_3280	0	10
AZC_3281	0	0
AZC_3282	0	0
AZC_3283	8	0
AZC_3284	0	0
AZC_3285	0	0
AZC_3286	0	0
AZC_3290	58	106
AZC_3291	3	0
AZC_3292	12	1
AZC_3294	0	0
AZC_3295	68	418
AZC_3297	69	9
AZC_3298	30	22
AZC_3299	4	27
AZC_3302	0	19
AZC_3303	1	0
AZC_3304	37	36
AZC_3308	26	30
AZC_3309	0	0
AZC_3310	0	5
AZC_3311	42	3
AZC_3312	805	1814
AZC_3313	130	17
AZC_3314	282	408
AZC_3315	160	342
AZC_3316	0	1
AZC_3317	11	0
AZC_3318	0	0
AZC_3319	2	2
AZC_3331	5	9
AZC_3332	0	0
AZC_3333	0	1
AZC_3334	15	7
AZC_3335	0	0
AZC_3336	0	7
AZC_3337	0	0
AZC_3338	5	9
AZC_3339	9	17
AZC_3340	17	18
AZC_3342	2	9
AZC_3343	5	48
AZC_3344	5	0
AZC_3345	0	1
AZC_3346	0	12
AZC_3347	3	0
AZC_3348	4	13
AZC_3349	32	62
AZC_3350	0	0
AZC_3351	0	0
AZC_3352	0	0
AZC_3353	0	0
AZC_3354	0	0
AZC_3355	0	0
AZC_3356	0	0
AZC_3358	0	0
AZC_3359	0	0
AZC_3360	1	0
AZC_3361	10	0
AZC_3362	69	182
AZC_3363	6	18
AZC_3364	4	29
AZC_3365	14	9
AZC_3366	0	27
AZC_3367	47	44
AZC_3368	0	0
AZC_3369	91	157
AZC_3370	0	0
AZC_3371	10	9
AZC_3373	54	74
AZC_3374	69	23
AZC_3375	7	0
AZC_3376	18	71
AZC_3377	5	8
AZC_3378	0	4
AZC_3379	3245	719
AZC_3380	10	7
AZC_3381	22	21
AZC_3382	0	0
AZC_3383	0	0
AZC_3384	0	0
AZC_3385	0	15
AZC_3386	7	0
AZC_3387	6	5
AZC_3388	0	9
AZC_3389	0	0
AZC_3390	28	0
AZC_3394	11	0
AZC_3395	6	4
AZC_3396	0	0
AZC_3399	12	3
AZC_3401	0	0
AZC_3402	0	0
AZC_3403	0	0
AZC_3404	0	0
AZC_3405	0	9
AZC_3406	0	0
AZC_3407	0	0
AZC_3408	0	0
AZC_3409	0	0
AZC_3413	0	0
AZC_3416	0	0
AZC_3417	0	0
AZC_3418	0	0
AZC_3419	0	0
AZC_3421	0	0
AZC_3422	0	0
AZC_3423	0	0
AZC_3424	0	0
AZC_3425	0	0
AZC_3426	0	0
AZC_3427	0	0
AZC_3428	0	0
AZC_3429	0	0
AZC_3430	32	11
AZC_3431	0	0
AZC_3432	0	5
AZC_3433	0	0
AZC_3434	0	0
AZC_3435	0	0
AZC_3436	0	0
AZC_3437	0	0
AZC_3438	6	0
AZC_3439	0	0
AZC_3440	0	0
AZC_3441	0	0
AZC_3442	0	0
AZC_3445	0	2
AZC_3451	0	12
AZC_3452	0	5
AZC_3453	0	5
AZC_3454	15	35
AZC_3456	22	97
AZC_3457	17	10
AZC_3458	0	0
AZC_3459	10	0
AZC_3460	99	46
AZC_3461	3	1
AZC_3462	9	8
AZC_3464	651	1210
AZC_3465	0	9
AZC_3466	0	16
AZC_3467	0	10
AZC_3469	0	0
AZC_3470	12	0
AZC_3471	0	0
AZC_3472	0	0
AZC_3473	0	0
AZC_3474	0	0
AZC_3475	6	15
AZC_3476	0	0
AZC_3477	0	0
AZC_3478	0	0
AZC_3479	0	3
AZC_3480	0	12
AZC_3481	342	373
AZC_3482	12	0
AZC_3483	0	0
AZC_3484	0	0
AZC_3485	0	0
AZC_3486	0	0
AZC_3488	0	0
AZC_3489	16	24
AZC_3490	5	1
AZC_3491	0	0
AZC_3492	0	0
AZC_3493	11	0
AZC_3494	27	8
AZC_3495	11	7
AZC_3496	5	0
AZC_3497	0	0
AZC_3498	0	0
AZC_3499	115	141
AZC_3500	345	325
AZC_3501	177	285
AZC_3502	10	14
AZC_3503	18	0
AZC_3504	5	0
AZC_3505	9	6
AZC_3506	0	0
AZC_3507	17	10
AZC_3508	8	2
AZC_3509	180	100
AZC_3510	20	4
AZC_3511	59	22
AZC_3512	7	7
AZC_3513	1	15
AZC_3514	5	0
AZC_3515	26	0
AZC_3516	4	0
AZC_3517	10	2
AZC_3518	25	13
AZC_3519	46	59
AZC_3520	11	0
AZC_3521	13	3
AZC_3522	0	34
AZC_3523	51	59
AZC_3524	0	0
AZC_3525	0	5
AZC_3526	0	20
AZC_3527	1	7
AZC_3528	4	28
AZC_3529	24	24
AZC_3530	61	13
AZC_3531	5	1346
AZC_3532	1	7
AZC_3534	11	15
AZC_3535	106	77
AZC_3536	132	433
AZC_3537	10	39
AZC_3538	20	7
AZC_3539	0	0
AZC_3540	20	0
AZC_3541	0	0
AZC_3542	8	8
AZC_3543	14	22
AZC_3544	0	31
AZC_3545	44	55
AZC_3546	7	0
AZC_3547	6	22
AZC_3548	24	24
AZC_3549	0	2
AZC_3550	3	12
AZC_3551	3	10
AZC_3554	28	125
AZC_3556	0	20
AZC_3557	0	0
AZC_3558	37	58
AZC_3559	0	0
AZC_3560	0	21
AZC_3561	7	0
AZC_3562	1	0
AZC_3563	0	23
AZC_3564	112	97
AZC_3565	28	19
AZC_3566	23	14
AZC_3567	32	68
AZC_3568	371	833
AZC_3569	366	470
AZC_3570	0	50
AZC_3571	0	2
AZC_3572	0	0
AZC_3573	40	0
AZC_3574	47	49
AZC_3575	7	0
AZC_3576	0	0
AZC_3577	0	0
AZC_3578	0	0
AZC_3579	0	0
AZC_3580	0	0
AZC_3581	0	0
AZC_3582	0	0
AZC_3583	0	0
AZC_3584	0	0
AZC_3585	0	0
AZC_3586	0	0
AZC_3587	0	4
AZC_3588	0	0
AZC_3589	0	0
AZC_3590	0	0
AZC_3591	0	0
AZC_3592	0	0
AZC_3593	0	0
AZC_3594	0	0
AZC_3595	0	0
AZC_3596	0	0
AZC_3597	0	0
AZC_3598	0	0
AZC_3599	0	0
AZC_3600	0	0
AZC_3601	0	0
AZC_3602	0	0
AZC_3603	0	0
AZC_3604	0	0
AZC_3605	0	0
AZC_3606	0	0
AZC_3607	0	3
AZC_3608	114	21
AZC_3609	148	124
AZC_3610	1	15
AZC_3611	15	6
AZC_3616	21	21
AZC_3617	50	34
AZC_3619	18	0
AZC_3620	23	16
AZC_3621	33	23
AZC_3622	0	12
AZC_3623	0	0
AZC_3624	38	2
AZC_3625	76	41
AZC_3626	71	123
AZC_3627	153	130
AZC_3628	14	17
AZC_3629	67	38
AZC_3630	20	19
AZC_3631	58	37
AZC_3632	26	22
AZC_3633	124	531
AZC_3634	45	197
AZC_3635	36	304
AZC_3636	0	10
AZC_3638	26	39
AZC_3639	38	23
AZC_3640	0	32
AZC_3641	4	0
AZC_3643	778	1264
AZC_3644	0	0
AZC_3645	0	0
AZC_3646	0	0
AZC_3647	45	46
AZC_3648	39	0
AZC_3649	4	7
AZC_3650	0	11
AZC_3651	5	18
AZC_3652	29	15
AZC_3653	14	47
AZC_3655	10	14
AZC_3656	90	102
AZC_3657	27	16
AZC_3658	3	0
AZC_3660	72	70
AZC_3661	55	29
AZC_3662	0	9
AZC_3663	0	0
AZC_3664	0	0
AZC_3665	2	9
AZC_3666	34	12
AZC_3667	35	17
AZC_3668	434	271
AZC_3669	87	71
AZC_3670	65	75
AZC_3671	4	0
AZC_3672	20	7
AZC_3673	3	20
AZC_3674	0	0
AZC_3676	3	5
AZC_3677	0	5
AZC_3681	0	0
AZC_3682	119	53
AZC_3683	10	31
AZC_3684	3	6
AZC_3685	34	79
AZC_3686	0	6
AZC_3687	2	14
AZC_3688	13	3
AZC_3692	16	6
AZC_3694	0	2
AZC_3695	3	24
AZC_3696	0	20
AZC_3698	0	0
AZC_3699	0	0
AZC_3700	0	0
AZC_3701	0	12
AZC_3702	21	0
AZC_3704	12	0
AZC_3706	0	0
AZC_3707	36	12
AZC_3709	0	2
AZC_3710	23	43
AZC_3711	12	9
AZC_3712	6	0
AZC_3713	22	2
AZC_3714	19	9
AZC_3715	3	11
AZC_3718	6	0
AZC_3720	32	20
AZC_3721	103	38
AZC_3722	0	0
AZC_3723	0	0
AZC_3724	0	0
AZC_3725	0	0
AZC_3726	625	708
AZC_3727	498	655
AZC_3728	51	47
AZC_3729	0	0
AZC_3730	5	0
AZC_3731	46	24
AZC_3732	249	174
AZC_3735	46	57
AZC_3736	52	53
AZC_3737	0	15
AZC_3738	22	10
AZC_3740	0	9
AZC_3741	27	11
AZC_3742	497	467
AZC_3743	39	26
AZC_3744	11	7
AZC_3746	50	19
AZC_3747	46	50
AZC_3748	0	0
AZC_3749	0	4
AZC_3750	0	24
AZC_3751	2	0
AZC_3752	13	20
AZC_3753	0	0
AZC_3754	0	0
AZC_3755	0	0
AZC_3756	0	0
AZC_3758	119	82
AZC_3759	23	34
AZC_3760	0	14
AZC_3761	3	0
AZC_3762	0	0
AZC_3763	12	19
AZC_3764	0	11
AZC_3765	12	26
AZC_3766	0	18
AZC_3767	39	55
AZC_3768	0	0
AZC_3769	0	20
AZC_3770	0	0
AZC_3772	2	0
AZC_3773	0	0
AZC_3774	0	0
AZC_3775	0	0
AZC_3776	0	0
AZC_3777	0	0
AZC_3778	0	0
AZC_3779	4	7
AZC_3780	0	0
AZC_3784	0	0
AZC_3785	0	0
AZC_3786	0	0
AZC_3787	7	20
AZC_3788	0	0
AZC_3789	2	0
AZC_3790	51	23
AZC_3791	5	20
AZC_3793	0	10
AZC_3794	87	37
AZC_3795	3	21
AZC_3796	0	0
AZC_3797	0	0
AZC_3798	0	23
AZC_3799	0	0
AZC_3800	0	0
AZC_3801	6	0
AZC_3802	0	0
AZC_3804	0	0
AZC_3805	0	0
AZC_3806	0	0
AZC_3807	0	0
AZC_3808	0	0
AZC_3809	23	11
AZC_3819	0	0
AZC_3820	0	0
AZC_3821	0	0
AZC_3822	0	0
AZC_3824	2	14
AZC_3825	0	0
AZC_3826	0	4
AZC_3827	0	0
AZC_3828	0	0
AZC_3829	0	0
AZC_3830	0	0
AZC_3831	0	0
AZC_3832	0	0
AZC_3833	0	0
AZC_3834	0	0
AZC_3835	0	9
AZC_3836	7	0
AZC_3837	0	0
AZC_3838	0	0
AZC_3839	0	0
AZC_3840	2	0
AZC_3841	0	0
AZC_3842	0	0
AZC_3843	0	3
AZC_3844	0	1
AZC_3845	0	0
AZC_3846	0	9
AZC_3847	0	0
AZC_3848	10	11
AZC_3849	2	16
AZC_3850	15	28
AZC_3851	1	0
AZC_3852	2	0
AZC_3853	0	0
AZC_3855	0	0
AZC_3856	9	0
AZC_3857	0	14
AZC_3863	0	0
AZC_3868	0	0
AZC_3869	7	15
AZC_3870	17	0
AZC_3871	0	0
AZC_3872	0	1
AZC_3873	0	6
AZC_3874	0	0
AZC_3875	0	0
AZC_3876	0	10
AZC_3877	0	0
AZC_3878	0	0
AZC_3879	0	0
AZC_3880	0	5
AZC_3881	0	2
AZC_3882	36	129
AZC_3883	0	0
AZC_3884	2	0
AZC_3885	0	0
AZC_3886	0	0
AZC_3887	0	0
AZC_3888	0	9
AZC_3889	1	0
AZC_3892	0	0
AZC_3893	0	0
AZC_3894	0	0
AZC_3895	0	0
AZC_3896	0	0
AZC_3897	0	0
AZC_3898	0	0
AZC_3899	0	0
AZC_3900	0	0
AZC_3901	0	0
AZC_3902	0	0
AZC_3903	12	15
AZC_3904	0	4
AZC_3905	0	0
AZC_3906	11	12
AZC_3907	3	0
AZC_3908	51	34
AZC_3909	3	15
AZC_3910	106	38
AZC_3912	8	24
AZC_3913	5	8
AZC_3914	6	13
AZC_3915	5	7
AZC_3917	0	12
AZC_3918	12	7
AZC_3920	0	10
AZC_3921	19	70
AZC_3922	88	28
AZC_3923	10	17
AZC_3924	0	0
AZC_3925	47	26
AZC_3926	61	37
AZC_3927	10	9
AZC_3928	41	21
AZC_3929	4	2
AZC_3930	0	0
AZC_3931	2	11
AZC_3933	0	7
AZC_3938	8	0
AZC_3939	15	0
AZC_3940	0	3
AZC_3942	0	0
AZC_3944	11	0
AZC_3947	35	129
AZC_3948	38	53
AZC_3949	0	0
AZC_3950	0	0
AZC_3951	13	30
AZC_3954	0	0
AZC_3955	46	28
AZC_3956	0	0
AZC_3957	2	0
AZC_3958	5	14
AZC_3959	13	7
AZC_3960	74	32
AZC_3961	4	7
AZC_3962	2322	4169
AZC_3963	76	169
AZC_3964	2	12
AZC_3965	28	23
AZC_3966	27	49
AZC_3967	19	6
AZC_3968	0	0
AZC_3969	0	0
AZC_3970	0	2
AZC_3971	6	11
AZC_3972	182	82
AZC_3974	0	0
AZC_3975	4	7
AZC_3976	3	9
AZC_3978	138	229
AZC_3979	36	30
AZC_3980	198	419
AZC_3981	359	920
AZC_3982	30	16
AZC_3983	22	7
AZC_3984	3	8
AZC_3985	0	0
AZC_3986	22	6
AZC_3987	0	0
AZC_3988	0	3
AZC_3989	0	0
AZC_3990	0	0
AZC_3991	0	0
AZC_3992	0	0
AZC_3993	0	0
AZC_3994	0	0
AZC_3995	0	0
AZC_3996	0	0
AZC_3997	42	142
AZC_3998	25	21
AZC_3999	0	21
AZC_4000	0	4
AZC_4001	1	0
AZC_4004	2	0
AZC_4005	0	0
AZC_4006	11	0
AZC_4007	0	0
AZC_4008	127	35
AZC_4009	32	10
AZC_4011	32	27
AZC_4012	0	0
AZC_4014	25	2
AZC_4015	94	65
AZC_4016	3	6
AZC_4017	0	0
AZC_4018	0	41
AZC_4019	23	27
AZC_4020	14	23
AZC_4021	0	1
AZC_4022	0	0
AZC_4023	0	0
AZC_4027	47	59
AZC_4028	15	29
AZC_4029	0	0
AZC_4030	11	1
AZC_4031	0	0
AZC_4034	0	3
AZC_4035	0	4
AZC_4037	7	10
AZC_4038	9	0
AZC_4039	8	28
AZC_4040	27	89
AZC_4041	4	0
AZC_4042	107	0
AZC_4044	69	20
AZC_4045	431	600
AZC_4046	3	9
AZC_4047	6	0
AZC_4048	4	0
AZC_4049	9	0
AZC_4051	3	0
AZC_4053	15	18
AZC_4054	0	4
AZC_4055	16	1
AZC_4056	12	2
AZC_4058	39	74
AZC_4059	24	0
AZC_4060	0	1
AZC_4061	70	49
AZC_4062	2	6
AZC_4063	47	58
AZC_4064	1	29
AZC_4065	8	28
AZC_4066	5	6
AZC_4067	0	0
AZC_4068	46	7
AZC_4069	11	0
AZC_4070	4	0
AZC_4071	0	4
AZC_4072	0	4
AZC_4075	3	0
AZC_4076	0	0
AZC_4077	0	2
AZC_4078	21	5
AZC_4079	22	24
AZC_4080	0	20
AZC_4082	42	20
AZC_4083	16	3
AZC_4084	0	2
AZC_4085	78	14
AZC_4086	8	17
AZC_4087	0	7
AZC_4088	51	40
AZC_4090	6	11
AZC_4091	18	0
AZC_4092	8	17
AZC_4094	18	10
AZC_4095	4	0
AZC_4096	1	0
AZC_4097	0	0
AZC_4098	1	0
AZC_4099	0	1
AZC_4101	0	0
AZC_4102	0	0
AZC_4103	0	0
AZC_4104	0	0
AZC_4105	0	0
AZC_4106	0	0
AZC_4107	8	0
AZC_4109	6	13
AZC_4110	13	6
AZC_4111	6	0
AZC_4112	0	9
AZC_4113	0	0
AZC_4114	0	0
AZC_4115	3	72
AZC_4116	0	16
AZC_4117	17	23
AZC_4118	3	85
AZC_4119	0	12
AZC_4120	0	0
AZC_4121	18	24
AZC_4122	0	0
AZC_4125	85	64
AZC_4126	41	26
AZC_4127	65	29
AZC_4128	19	0
AZC_4129	0	0
AZC_4130	0	0
AZC_4131	7	0
AZC_4132	3	10
AZC_4133	246	121
AZC_4134	26	4
AZC_4135	6	12
AZC_4136	195	130
AZC_4137	4	18
AZC_4139	2	0
AZC_4140	17	0
AZC_4141	23	24
AZC_4142	20	37
AZC_4143	19	21
AZC_4144	16	23
AZC_4145	5	0
AZC_4146	7	6
AZC_4147	20	4
AZC_4148	0	8
AZC_4149	0	0
AZC_4150	8	0
AZC_4153	2	0
AZC_4154	7	5
AZC_4158	50	62
AZC_4159	0	0
AZC_4160	0	0
AZC_4161	2	1
AZC_4163	18	13
AZC_4164	354	210
AZC_4165	21	16
AZC_4166	11	39
AZC_4167	0	0
AZC_4168	0	0
AZC_4169	0	0
AZC_4170	18	2
AZC_4171	5	23
AZC_4172	139	240
AZC_4173	3	14
AZC_4174	6	12
AZC_4175	14	10
AZC_4176	2	10
AZC_4177	0	10
AZC_4179	0	4
AZC_4180	11	383
AZC_4181	0	0
AZC_4182	1	87
AZC_4183	0	90
AZC_4184	4	56
AZC_4185	11	12
AZC_4186	26	49
AZC_4187	0	0
AZC_4188	0	0
AZC_4189	2	0
AZC_4190	0	0
AZC_4192	0	10
AZC_4193	0	0
AZC_4194	21	12
AZC_4195	10	15
AZC_4196	33	58
AZC_4197	12	22
AZC_4198	0	0
AZC_4199	0	2
AZC_4200	1518	3632
AZC_4201	0	7
AZC_4203	45	76
AZC_4205	60	33
AZC_4206	38	39
AZC_4207	11	0
AZC_4208	56	63
AZC_4209	20	52
AZC_4210	5	13
AZC_4211	3	14
AZC_4212	0	6
AZC_4213	22	10
AZC_4214	1	10
AZC_4215	17	9
AZC_4216	0	6
AZC_4217	2	2
AZC_4218	40	32
AZC_4219	5	4
AZC_4220	4	0
AZC_4221	0	0
AZC_4222	0	0
AZC_4223	8	0
AZC_4224	0	0
AZC_4225	67	12
AZC_4228	4	2
AZC_4229	219	504
AZC_4230	5	36
AZC_4231	4	5
AZC_4232	0	3
AZC_4233	6	0
AZC_4235	8	0
AZC_4236	0	0
AZC_4237	11	0
AZC_4238	0	0
AZC_4240	0	0
AZC_4241	194	123
AZC_4242	200	306
AZC_4243	38	51
AZC_4244	358	417
AZC_4245	3	10
AZC_4246	0	7
AZC_4247	7	18
AZC_4248	13	36
AZC_4249	58	20
AZC_4250	4	4
AZC_4251	2	70
AZC_4252	68	72
AZC_4253	50	71
AZC_4255	18	0
AZC_4256	9	40
AZC_4257	33	54
AZC_4259	9	30
AZC_4260	14	24
AZC_4261	43	5
AZC_4262	34	22
AZC_4263	0	0
AZC_4264	44	40
AZC_4266	22	0
AZC_4267	10	0
AZC_4268	0	0
AZC_4269	22	29
AZC_4270	48	184
AZC_4271	0	0
AZC_4272	14	15
AZC_4273	36	12
AZC_4274	8	16
AZC_4275	3	19
AZC_4276	0	0
AZC_4277	8	0
AZC_4278	0	58
AZC_4280	5	6
AZC_4281	3	0
AZC_4282	7	0
AZC_4283	0	8
AZC_4284	57	287
AZC_4285	16	38
AZC_4286	85	331
AZC_4288	0	0
AZC_4290	0	4
AZC_4291	0	0
AZC_4292	5	0
AZC_4293	17	7
AZC_4294	109	88
AZC_4295	0	4
AZC_4297	50	62
AZC_4298	13	28
AZC_4299	6	0
AZC_4300	95	83
AZC_4301	16	0
AZC_4302	0	0
AZC_4303	1	0
AZC_4304	15	0
AZC_4305	3	8
AZC_4306	0	0
AZC_4309	0	0
AZC_4310	0	0
AZC_4311	2	30
AZC_4312	8	0
AZC_4313	15	0
AZC_4315	23	0
AZC_4316	34	14
AZC_4317	0	0
AZC_4319	1	0
AZC_4321	13	7
AZC_4322	26	34
AZC_4323	136	104
AZC_4324	25	32
AZC_4325	0	2
AZC_4327	113	185
AZC_4329	0	0
AZC_4330	8	2
AZC_4331	7	21
AZC_4332	17	0
AZC_4333	52	46
AZC_4334	36	51
AZC_4335	15	0
AZC_4336	5	11
AZC_4337	5	0
AZC_4338	340	281
AZC_4340	1	0
AZC_4342	20	37
AZC_4343	0	0
AZC_4345	2	8
AZC_4346	2	7
AZC_4347	15	22
AZC_4348	17	27
AZC_4349	12	9
AZC_4351	1	4
AZC_4353	0	0
AZC_4354	6	0
AZC_4355	0	4
AZC_4356	0	1
AZC_4357	0	4
AZC_4358	0	11
AZC_4359	0	0
AZC_4360	0	8
AZC_4361	0	0
AZC_4362	32	54
AZC_4363	13	25
AZC_4364	9	1
AZC_4365	3	0
AZC_4366	0	1
AZC_4367	0	6
AZC_4368	0	5
AZC_4369	0	337
AZC_4370	0	0
AZC_4371	0	0
AZC_4372	0	0
AZC_4373	0	0
AZC_4374	0	0
AZC_4375	6	0
AZC_4377	0	0
AZC_4378	48	10
AZC_4379	1	0
AZC_4380	95	311
AZC_4381	0	0
AZC_4382	28	0
AZC_4383	48	66
AZC_4384	9	0
AZC_4386	0	0
AZC_4387	0	0
AZC_4388	7	24
AZC_4391	22	21
AZC_4392	0	14
AZC_4393	0	18
AZC_4394	20	30
AZC_4395	0	0
AZC_4396	0	0
AZC_4397	7	0
AZC_4399	0	0
AZC_4400	0	0
AZC_4401	0	0
AZC_4402	0	0
AZC_4403	0	0
AZC_4405	0	0
AZC_4406	0	2
AZC_4407	0	4
AZC_4408	0	0
AZC_4409	0	2
AZC_4410	0	4
AZC_4411	15	0
AZC_4412	0	0
AZC_4413	0	0
AZC_4414	5	0
AZC_4415	37	12
AZC_4416	14	24
AZC_4417	9	15
AZC_4418	0	7
AZC_4420	14	5
AZC_4421	27	31
AZC_4422	0	0
AZC_4423	78	43
AZC_4424	2	13
AZC_4425	0	0
AZC_4426	0	18
AZC_4427	0	0
AZC_4428	0	0
AZC_4429	3	0
AZC_4430	0	8
AZC_4433	3	0
AZC_4434	242	405
AZC_4435	30	6
AZC_4436	45	0
AZC_4437	0	0
AZC_4438	34	57
AZC_4439	26	25
AZC_4440	28	0
AZC_4441	0	7
AZC_4442	85	66
AZC_4443	12	15
AZC_4445	49	104
AZC_4446	0	9
AZC_4447	37	20
AZC_4449	8	1
AZC_4450	20	0
AZC_4451	20	38
AZC_4452	2	0
AZC_4453	0	7
AZC_4454	0	7
AZC_4458	17	0
AZC_4461	151	144
AZC_4462	123	57
AZC_4463	7	18
AZC_4464	14	3
AZC_4465	15	4
AZC_4466	0	0
AZC_4469	0	9
AZC_4470	0	0
AZC_4471	0	2
AZC_4472	35	14
AZC_4473	18	39
AZC_4474	20	20
AZC_4475	40	59
AZC_4476	0	0
AZC_4477	14	16
AZC_4478	9	0
AZC_4479	33	24
AZC_4480	31	47
AZC_4481	20	16
AZC_4482	18	6
AZC_4483	10	6
AZC_4484	18	4
AZC_4485	102	184
AZC_4487	0	0
AZC_4488	0	9
AZC_4489	0	0
AZC_4490	33	4
AZC_4491	20	21
AZC_4494	11	0
AZC_4495	0	8
AZC_4496	5	0
AZC_4499	0	0
AZC_4501	0	0
AZC_4504	21	0
AZC_4505	1	0
AZC_4506	87	83
AZC_4507	0	3
AZC_4508	80	27
AZC_4509	37	20
AZC_4510	0	0
AZC_4511	108	28
AZC_4512	11	20
AZC_4513	24	54
AZC_4514	7	5
AZC_4515	18	4
AZC_4516	0	0
AZC_4517	16	52
AZC_4518	5	0
AZC_4519	0	27
AZC_4520	1	0
AZC_4521	9	0
AZC_4522	0	0
AZC_4529	183	213
AZC_4530	0	0
AZC_4531	91	68
AZC_4532	57	61
AZC_4533	122	46
AZC_4535	19	29
AZC_4536	18	25
AZC_4537	21	3
AZC_4538	3	8
AZC_4539	2	3
AZC_4540	29	16
AZC_4542	23	58
AZC_4543	25	120
AZC_4544	121	118
AZC_4545	22	49
AZC_4549	25	0
AZC_4550	11	14
AZC_4551	0	0
AZC_4552	17	7
AZC_4553	9	9
AZC_4554	72	88
AZC_4557	0	0
AZC_4558	0	0
AZC_4559	0	3
AZC_4566	0	1
AZC_4567	31	14
AZC_4570	4	0
AZC_4571	0	16
AZC_4572	0	0
AZC_4573	4	0
AZC_4574	5	0
AZC_4575	0	0
AZC_4576	15	15
AZC_4577	100	70
AZC_4578	0	0
