gene_name	EcoliMG1655_LBWB_1	EcoliMG1655_LBWB_2	EcoliMG1655_synnifI4_1	EcoliMG1655_synnifI4_2	N1	N2
gntP_locusTag_b4321	23	0	0	0	0	1
gntR_locusTag_b3438	747	276	1068	636	15	246
gntT_locusTag_b3415	431	189	297	104	0	47
gntU_locusTag_b4476	214	92	113	71	1	65
gntX_locusTag_b3413	271	77	437	288	14	169
gor_locusTag_b3500	446	309	817	296	30	245
gph_locusTag_b3385	204	32	284	58	0	79
gpmA_locusTag_b0755	943	337	4766	1533	55	181
gpmM_locusTag_b3612	2627	1073	4960	2270	172	2213
gpp_locusTag_b3779	3567	1495	4032	2266	30	582
gpr_locusTag_b3001	143	43	254	181	0	18
gpsA_locusTag_b3608	1601	512	2404	1162	11	201
gpt_locusTag_b0238	482	99	83	13	0	6
grcA_locusTag_b2579	6242	2214	9358	2028	633	6287
greA_locusTag_b3181	201	66	454	241	0	228
greB_locusTag_b3406	212	34	161	76	0	37
groL_locusTag_b4143	4933	1987	3056	1446	119	2985
groS_locusTag_b4142	823	525	283	243	1	348
grpE_locusTag_b2614	1924	676	984	630	70	905
grxA_locusTag_b0849	0	0	21	37	0	38
grxB_locusTag_b1064	693	277	3876	1002	11	278
grxC_locusTag_b3610	162	67	271	301	6	43
grxD_locusTag_b1654	630	228	1383	399	55	494
gshA_locusTag_b2688	1473	660	5100	1761	85	781
gshB_locusTag_b2947	512	252	1129	313	36	479
gsiA_locusTag_b0829	2474	1197	2968	1324	55	583
gsiB_locusTag_b0830	1347	644	1951	1056	13	345
gsiC_locusTag_b0831	235	265	564	375	0	54
gsiD_locusTag_b0832	583	193	422	178	0	26
gsk_locusTag_b0477	539	290	575	407	0	72
gspA_locusTag_b3323	26	12	13	10	0	0
gspB_locusTag_b3322	1	8	88	30	0	26
gspC_locusTag_b3324	34	0	40	15	0	0
gspD_locusTag_b3325	42	99	231	62	0	39
gspE_locusTag_b3326	94	13	75	21	0	19
gspF_locusTag_b3327	37	13	22	0	0	0
gspG_locusTag_b3328	0	0	0	1	0	0
gspH_locusTag_b3329	21	0	9	0	0	0
gspI_locusTag_b3330	0	0	0	0	0	0
gspJ_locusTag_b3331	11	8	0	6	0	3
gspK_locusTag_b3332	67	39	26	0	0	6
gspL_locusTag_b3333	135	0	10	0	0	0
gspM_locusTag_b3334	29	0	12	0	0	5
gspO_locusTag_b3335	28	37	58	28	0	12
gss_locusTag_b2988	597	256	1821	782	57	437
gstA_locusTag_b1635	459	208	1295	554	73	172
gstB_locusTag_b0838	215	92	756	328	37	267
gtrA_locusTag_b2350	70	103	203	34	0	11
gtrB_locusTag_b2351	396	57	295	161	8	103
gtrS_locusTag_b2352	807	311	443	251	0	30
guaA_locusTag_b2507	2672	1375	4018	2039	70	597
guaB_locusTag_b2508	2505	628	2631	1232	71	131
guaC_locusTag_b0104	760	495	2895	1268	20	465
guaD_locusTag_b2883	225	149	465	276	3	168
gudD_locusTag_b2787	63	41	156	74	0	82
gudP_locusTag_b2789	41	34	91	30	0	37
gudX_locusTag_b2788	51	30	140	21	15	39
gyrA_locusTag_b2231	3591	1906	5274	2640	140	1590
gyrB_locusTag_b3699	2345	939	4075	2097	192	1494
hcaB_locusTag_b2541	35	15	99	102	0	35
hcaC_locusTag_b2540	10	16	48	13	0	14
hcaD_locusTag_b2542	35	32	126	86	9	61
hcaE_locusTag_b2538	182	85	295	207	2	71
hcaF_locusTag_b2539	89	15	156	64	0	65
hcaR_locusTag_b2537	12	0	32	0	0	3
hcaT_locusTag_b2536	197	125	203	126	8	34
hchA_locusTag_b1967	74	43	1135	271	17	21
hcp_locusTag_b0873	33	36	68	16	0	7
hcr_locusTag_b0872	26	7	41	20	0	36
hda_locusTag_b2496	934	443	587	389	11	67
hdeA_locusTag_b3510	2307	824	25867	11202	5	87
hdeB_locusTag_b3509	1327	316	16761	2944	8	56
hdeD_locusTag_b3511	563	199	6330	2892	3	45
hdfR_locusTag_b4480	250	60	261	175	1	177
hdhA_locusTag_b1619	146	35	1252	536	38	66
helD_locusTag_b0962	989	396	1540	920	86	570
hemA_locusTag_b1210	1942	948	1511	875	36	524
hemB_locusTag_b0369	704	208	1214	623	23	247
hemC_locusTag_b3805	1158	361	1284	890	30	470
hemD_locusTag_b3804	382	213	697	308	16	169
hemE_locusTag_b3997	508	267	1638	748	4	222
hemF_locusTag_b2436	419	79	234	86	11	78
hemG_locusTag_b3850	351	160	405	181	0	90
hemH_locusTag_b0475	147	46	324	86	9	59
hemL_locusTag_b0154	871	223	1313	535	50	766
hemN_locusTag_b3867	873	439	2558	1263	49	602
hemX_locusTag_b3803	707	202	1101	492	14	187
hemY_locusTag_b3802	928	345	1509	575	22	173
hflC_locusTag_b4175	2830	965	3151	1184	48	406
hflD_locusTag_b1132	508	284	695	258	6	129
hflK_locusTag_b4174	3520	1348	4431	1938	58	1112
hflX_locusTag_b4173	4070	1471	6810	3794	100	1290
hfq_locusTag_b4172	2815	1205	4169	1323	190	1484
hha_locusTag_b0460	342	76	605	296	30	275
hicA_locusTag_b4532	24	0	0	18	0	10
hicB_locusTag_b1438	81	19	47	44	0	12
higA_locusTag_b3082	82	0	45	7	4	13
higB_locusTag_b3083	15	15	11	0	13	9
hinT_locusTag_b1103	113	53	504	120	30	155
hipA_locusTag_b1507	88	49	204	98	0	82
hipB_locusTag_b1508	0	0	12	16	0	12
hisA_locusTag_b2024	211	108	298	147	0	67
hisB_locusTag_b2022	712	300	778	349	18	422
hisC_locusTag_b2021	392	204	569	241	13	334
hisD_locusTag_b2020	632	339	794	413	30	522
hisF_locusTag_b2025	273	130	306	148	0	138
hisG_locusTag_b2019	894	502	649	503	41	715
hisH_locusTag_b2023	265	45	241	78	16	113
hisI_locusTag_b2026	569	269	595	193	10	145
hisJ_locusTag_b2309	3399	1493	5529	1991	445	2746
hisL_locusTag_b2018	48	0	15	0	0	1
hisM_locusTag_b2307	422	338	475	231	4	258
hisP_locusTag_b2306	928	409	887	426	20	546
hisQ_locusTag_b2308	1081	742	2123	888	319	1735
hisR_locusTag_b3797	14	0	0	0	0	3
hisS_locusTag_b2514	2427	1217	3428	2183	108	886
hiuH_locusTag_b1970	26	0	19	32	0	2
hldD_locusTag_b3619	838	391	2109	799	62	716
hldE_locusTag_b3052	633	234	1036	607	12	211
hlyE_locusTag_b1182	50	13	209	49	0	14
hmp_locusTag_b2552	46	0	97	34	0	11
hns_locusTag_b1237	1968	610	5217	2488	406	3182
hofB_locusTag_b0107	142	47	187	101	12	105
hofC_locusTag_b0106	60	9	23	46	0	19
hofM_locusTag_b3395	23	6	46	23	0	7
hofN_locusTag_b3394	0	0	2	14	0	0
hofO_locusTag_b3393	37	0	13	24	0	13
hofP_locusTag_b3392	0	20	0	11	0	0
hofQ_locusTag_b3391	90	26	131	29	7	37
hokA_locusTag_b4455	0	0	0	0	0	0
hokB_locusTag_b4428	0	0	0	0	0	0
hokC_locusTag_b4412	0	0	0	0	0	0
hokD_locusTag_b1562	207	110	119	47	26	482
hokE_locusTag_b4415	0	0	0	0	0	2
holA_locusTag_b0640	717	247	955	372	8	87
holB_locusTag_b1099	493	104	500	212	16	151
holC_locusTag_b4259	175	128	427	109	0	30
holD_locusTag_b4372	138	32	180	52	2	33
holE_locusTag_b1842	124	28	74	102	3	24
hpf_locusTag_b3203	327	174	891	397	22	353
hpt_locusTag_b0125	925	288	1572	935	50	371
hrpA_locusTag_b1413	1722	721	2131	1173	57	504
hrpB_locusTag_b0148	501	258	1040	426	20	253
hscA_locusTag_b2526	1031	312	786	328	46	337
hscB_locusTag_b2527	289	95	95	86	0	128
hscC_locusTag_b0650	91	114	52	46	0	51
hsdM_locusTag_b4349	533	179	486	216	15	111
hsdR_locusTag_b4350	1853	675	1017	416	72	318
hsdS_locusTag_b4348	349	167	183	109	0	13
hslJ_locusTag_b1379	243	160	547	97	4	207
hslO_locusTag_b3401	252	123	510	194	10	231
hslR_locusTag_b3400	100	18	283	118	16	146
hslU_locusTag_b3931	1559	1009	1381	782	86	2271
hslV_locusTag_b3932	521	174	518	338	25	1184
hspQ_locusTag_b0966	284	140	445	321	16	267
hsrA_locusTag_b3754	178	79	287	138	28	42
htpG_locusTag_b0473	2627	1153	1250	725	48	2022
htpX_locusTag_b1829	1092	514	1343	773	224	731
htrE_locusTag_b0139	0	19	30	15	0	18
hupA_locusTag_b4000	720	190	2302	1657	61	480
hupB_locusTag_b0440	4643	1615	3970	2244	148	2177
hyaA_locusTag_b0972	394	117	5115	1615	11	39
hyaB_locusTag_b0973	333	149	4989	1705	0	12
hyaC_locusTag_b0974	136	58	1108	591	0	13
hyaD_locusTag_b0975	84	26	1425	354	0	11
hyaE_locusTag_b0976	22	21	409	78	0	0
hyaF_locusTag_b0977	235	99	2371	1076	0	1
hybA_locusTag_b2996	688	241	871	403	11	193
hybB_locusTag_b2995	554	251	526	250	11	102
hybC_locusTag_b2994	1051	431	1563	482	38	311
hybD_locusTag_b2993	129	60	223	76	5	33
hybE_locusTag_b2992	143	22	308	54	10	35
hybF_locusTag_b2991	80	56	84	4	0	6
hybG_locusTag_b2990	186	38	133	46	0	15
hybO_locusTag_b2997	1128	633	2514	855	82	649
hycA_locusTag_b2725	246	63	79	210	23	50
hycB_locusTag_b2724	143	33	184	50	41	28
hycC_locusTag_b2723	404	223	434	478	20	33
hycD_locusTag_b2722	192	62	217	151	14	31
hycE_locusTag_b2721	685	146	729	679	2	59
hycF_locusTag_b2720	154	36	146	86	12	9
hycG_locusTag_b2719	227	124	271	201	11	6
hycH_locusTag_b2718	93	14	59	73	18	19
hycI_locusTag_b2717	357	177	523	524	0	99
hydN_locusTag_b2713	147	104	193	280	12	102
hyfA_locusTag_b2481	46	18	62	13	15	98
hyfB_locusTag_b2482	24	42	64	45	32	141
hyfC_locusTag_b2483	23	0	27	0	0	6
hyfD_locusTag_b2484	12	0	26	7	0	43
hyfE_locusTag_b2485	0	0	0	0	0	19
hyfF_locusTag_b2486	49	9	72	4	31	116
hyfG_locusTag_b2487	85	21	159	89	3	65
hyfH_locusTag_b2488	19	51	0	18	0	7
hyfI_locusTag_b2489	14	5	64	9	0	12
hyfJ_locusTag_b2490	0	0	9	17	0	15
hyfR_locusTag_b2491	103	28	76	63	0	18
hyi_locusTag_b0508	0	0	30	0	0	35
hypA_locusTag_b2726	73	20	26	16	3	26
hypB_locusTag_b2727	319	85	330	54	22	284
hypC_locusTag_b2728	9	0	10	0	0	17
hypD_locusTag_b2729	462	282	611	283	7	257
hypE_locusTag_b2730	360	107	658	302	31	139
hypF_locusTag_b2712	548	269	846	259	13	213
hypT_locusTag_b4327	782	252	1028	433	1	193
hyuA_locusTag_b2873	36	0	21	9	0	3
iaaA_locusTag_b0828	1593	458	2169	1157	71	958
iadA_locusTag_b4328	1176	373	1672	841	37	609
iap_locusTag_b2753	287	198	253	169	13	109
ibaG_locusTag_b3190	254	135	200	252	7	87
ibpA_locusTag_b3687	2343	1094	374	117	57	1900
ibpB_locusTag_b3686	1762	619	169	74	24	1466
ibsA_locusTag_b4667	42	16	22	11	0	0
ibsB_locusTag_b4668	18	0	0	12	0	26
ibsC_locusTag_b4665	35	26	0	6	0	0
ibsD_locusTag_b4664	0	0	0	0	0	6
ibsE_locusTag_b4666	8	12	5	0	0	2
icdC_locusTag_b4519	23	0	0	0	0	22
icd_locusTag_b1136	1060	572	5543	1093	55	525
iclR_locusTag_b4018	500	224	1416	594	37	519
idi_locusTag_b2889	25	16	212	85	0	7
idnD_locusTag_b4267	23	0	0	0	0	36
idnK_locusTag_b4268	0	13	29	9	0	24
idnO_locusTag_b4266	6	0	0	15	0	4
idnR_locusTag_b4264	63	38	195	81	15	55
idnT_locusTag_b4265	54	47	107	0	16	24
ihfA_locusTag_b1712	326	109	912	200	56	473
ihfB_locusTag_b0912	843	357	1553	302	20	628
ileS_locusTag_b0026	5686	2947	9482	3624	527	4153
ileT_locusTag_b3852	42	0	0	0	0	0
ileU_locusTag_b3277	16	12	0	11	0	0
ileV_locusTag_b0202	45	0	15	0	0	0
ileX_locusTag_b3069	0	0	0	0	0	0
ileY_locusTag_b2652	0	0	5	16	0	0
ilvA_locusTag_b3772	363	130	685	294	23	211
ilvB_locusTag_b3671	236	65	302	155	22	328
ilvC_locusTag_b3774	956	422	418	207	66	2035
ilvD_locusTag_b3771	531	183	1021	446	96	435
ilvE_locusTag_b3770	351	159	448	126	34	361
ilvG_locusTag_b4488	589	240	619	153	65	971
ilvH_locusTag_b0078	411	123	665	338	17	102
ilvI_locusTag_b0077	1594	501	2736	1058	46	560
ilvL_locusTag_b3766	97	61	30	2	11	33
ilvM_locusTag_b3769	0	0	0	0	0	73
ilvN_locusTag_b3670	37	10	40	8	0	58
ilvX_locusTag_b4669	3	0	0	0	0	4
ilvY_locusTag_b3773	150	21	147	132	13	70
inaA_locusTag_b2237	148	34	316	213	6	30
infA_locusTag_b0884	2166	1213	922	1031	49	474
infB_locusTag_b3168	9110	3544	11072	4343	284	4446
infC_locusTag_b1718	16555	5798	16247	5551	588	6214
insA_locusTag_b0022	118	57	11	0	0	0
insA_locusTag_b0265	72	28	36	20	1	39
insA_locusTag_b0275	0	0	0	0	0	0
insA_locusTag_b1894	0	0	0	0	0	0
insA_locusTag_b3444	0	0	0	0	0	0
insA_locusTag_b4294	120	0	49	51	0	40
insA_locusTag_b4516	0	10	0	20	0	4
insB1_locusTag_b0021	28	0	18	0	0	30
insB1_locusTag_b0264	0	0	0	0	0	0
insB1_locusTag_b0274	3	26	0	0	0	0
insB1_locusTag_b0988	14	0	21	9	0	15
insB1_locusTag_b1893	0	0	0	0	0	0
insB1_locusTag_b3445	0	0	0	0	0	0
insB1_locusTag_b4576	140	81	52	93	19	88
insC1_locusTag_b0360	0	0	0	0	0	1
insC1_locusTag_b1403	0	5	2	0	0	13
insC1_locusTag_b1997	8	0	0	0	0	17
insC1_locusTag_b2861	0	0	0	0	0	0
insC1_locusTag_b3044	0	0	0	0	0	0
insC1_locusTag_b4272	7	0	8	10	0	0
insD1_locusTag_b0361	0	0	21	0	0	4
insD1_locusTag_b1402	47	7	19	7	0	11
insD1_locusTag_b1578	0	0	0	0	0	0
insD1_locusTag_b1996	10	0	75	6	20	8
insD1_locusTag_b2860	0	0	0	0	0	0
insD1_locusTag_b3045	0	0	0	0	0	0
insD1_locusTag_b4273	13	4	77	0	0	5
insE1_locusTag_b0298	0	0	0	0	0	0
insE1_locusTag_b0373	63	19	90	42	0	32
insE1_locusTag_b0540	0	0	0	0	0	0
insE1_locusTag_b1027	0	0	0	0	0	0
insE1_locusTag_b2088	0	0	0	0	0	0
insF1_locusTag_b0299	0	0	31	10	0	0
insF1_locusTag_b0372	0	32	58	23	0	30
insF1_locusTag_b0541	0	0	0	0	0	0
insF1_locusTag_b1026	0	0	4	0	0	0
insF1_locusTag_b2089	0	0	12	0	0	5
insG_locusTag_b4278	62	5	165	67	1	39
insH1_locusTag_b0259	50	0	45	28	0	0
insH1_locusTag_b0552	12	0	0	0	0	0
insH1_locusTag_b0656	3660	1361	3815	1600	143	1987
insH1_locusTag_b1331	29	30	53	34	0	3
insH1_locusTag_b1370	132	78	162	62	10	93
insH1_locusTag_b1994	161	27	200	113	3	222
insH1_locusTag_b2030	0	0	0	0	0	0
insH1_locusTag_b2192	0	0	0	0	0	0
insH1_locusTag_b2982	0	14	20	0	0	9
insH1_locusTag_b3218	53	22	59	25	0	26
insH1_locusTag_b3505	35	18	36	0	0	10
insI1_locusTag_b0256	160	32	140	45	1	36
insI1_locusTag_b1404	0	0	0	0	0	0
insI1_locusTag_b4284	28	23	36	18	3	15
insI1_locusTag_b4708	13	0	0	5	0	0
insJ_locusTag_b3557	178	7	48	0	3	43
insK_locusTag_b3558	74	44	42	16	0	13
insL1_locusTag_b0016	199	138	96	72	0	39
insL1_locusTag_b0582	18	0	3	0	0	0
insL1_locusTag_b2394	46	0	30	21	0	0
insM_locusTag_b4561	5	0	23	0	0	6
insN_locusTag_b4587_1	36	0	29	0	0	10
insN_locusTag_b4587_2	193	53	186	40	0	36
insO_locusTag_b4623_1	66	51	66	11	0	39
insO_locusTag_b4623_2	15	0	0	60	0	26
insP_locusTag_b4578	15	0	21	0	0	0
insQ_locusTag_b1432	527	166	832	420	50	363
insX_locusTag_b4505	96	69	49	63	0	27
insZ_locusTag_b4573	183	108	147	125	4	37
intA_locusTag_b2622	520	158	345	247	57	256
intB_locusTag_b4271	351	144	508	187	12	77
intD_locusTag_b0537	761	268	542	280	19	274
intE_locusTag_b1140	162	66	113	55	27	23
intF_locusTag_b0281	794	401	450	213	18	122
intG_locusTag_b1936	17	19	29	14	0	0
intK_locusTag_b1567	2	0	16	0	0	0
intQ_locusTag_b1579	48	12	85	27	0	14
intR_locusTag_b1345	14	0	43	49	0	18
intS_locusTag_b2349	49	12	90	26	0	1
intZ_locusTag_b2442	568	94	421	322	5	127
iraD_locusTag_b4326	743	319	555	245	0	55
iraM_locusTag_b1160	1	0	14	0	0	0
iraP_locusTag_b0382	443	146	993	551	15	116
iroK_locusTag_b4706	0	0	0	0	0	0
iscA_locusTag_b2528	489	161	432	330	86	609
iscR_locusTag_b2531	602	183	775	303	22	422
iscS_locusTag_b2530	1065	361	912	475	80	1480
iscU_locusTag_b2529	118	33	109	54	4	188
iscX_locusTag_b2524	135	105	102	22	2	30
ispA_locusTag_b0421	1087	433	1155	780	12	255
ispB_locusTag_b3187	1282	472	2038	845	51	419
ispD_locusTag_b2747	322	105	222	16	10	45
ispE_locusTag_b1208	1276	355	1126	380	3	154
ispF_locusTag_b2746	126	66	92	22	3	10
ispG_locusTag_b2515	1927	1098	3383	1604	57	773
ispH_locusTag_b0029	1356	475	1077	751	42	259
ispU_locusTag_b0174	920	344	1008	660	35	228
isrC_locusTag_b4435	35	0	0	0	0	0
istR_locusTag_b4616	4	0	0	0	0	0
ivbL_locusTag_b3672	44	14	14	4	0	0
ivy_locusTag_b0220	433	163	1075	1217	14	102
jayE_locusTag_b1152	0	8	23	0	0	0
katE_locusTag_b1732	1738	640	19695	8879	7	336
katG_locusTag_b3942	973	436	5702	2750	65	307
kbaY_locusTag_b3137	0	0	8	0	0	0
kbaZ_locusTag_b3132	3	0	0	0	0	0
kbl_locusTag_b3617	249	78	788	537	54	208
kch_locusTag_b1250	160	38	347	188	7	90
kdgK_locusTag_b3526	158	52	210	107	19	108
kdgR_locusTag_b1827	242	142	511	215	19	154
kdgT_locusTag_b3909	25	12	27	0	0	9
kdpA_locusTag_b0698	14	0	26	1	0	0
kdpB_locusTag_b0697	42	34	127	36	15	28
kdpC_locusTag_b0696	88	17	63	35	0	5
kdpD_locusTag_b0695	378	100	485	326	16	135
kdpE_locusTag_b0694	82	39	91	92	0	14
kdpF_locusTag_b4513	0	0	0	0	0	0
kdsA_locusTag_b1215	1406	533	2065	1344	114	819
kdsB_locusTag_b0918	1420	598	1216	748	61	807
kdsC_locusTag_b3198	332	232	811	419	26	351
kdsD_locusTag_b3197	477	274	804	361	36	320
kduD_locusTag_b2842	25	0	16	0	0	21
kduI_locusTag_b2843	30	0	0	0	0	10
kefB_locusTag_b3350	81	19	383	32	0	20
kefC_locusTag_b0047	101	63	474	266	15	32
kefF_locusTag_b0046	4	0	65	0	0	16
kefG_locusTag_b3351	17	10	134	66	0	6
kgtP_locusTag_b2587	1418	601	8157	3540	139	902
kilR_locusTag_b1352	0	0	0	0	0	0
kptA_locusTag_b4331	156	0	191	51	7	64
kup_locusTag_b3747	441	243	1047	343	0	86
lacA_locusTag_b0342	282	154	41	17	0	12
lacI_locusTag_b0345	5805	1883	3860	2518	18	64
lacY_locusTag_b0343	335	159	20	26	0	8
lacZ_locusTag_b0344	2766	857	469	208	4	48
lafU_locusTag_b0230	29	26	64	32	5	7
lamB_locusTag_b4036	110	0	31	9	0	26
ldcA_locusTag_b1192	398	148	395	249	5	325
ldcC_locusTag_b0186	271	157	1610	914	0	95
ldhA_locusTag_b1380	307	145	718	303	17	743
ldrA_locusTag_b4419	23	16	13	0	0	8
ldrB_locusTag_b4421	22	0	0	0	0	0
ldrC_locusTag_b4423	15	0	36	0	0	0
ldrD_locusTag_b4453	22	23	11	10	0	0
ldtA_locusTag_b1990	361	169	1598	657	8	188
ldtB_locusTag_b0819	688	361	1406	503	50	607
ldtC_locusTag_b1113	80	57	130	6	0	102
ldtD_locusTag_b0925	1143	574	4072	1434	39	720
ldtE_locusTag_b1678	449	163	4197	1652	43	387
lepA_locusTag_b2569	2095	818	3373	1331	80	672
lepB_locusTag_b2568	1153	501	1758	1019	62	365
leuA_locusTag_b0074	1082	438	2472	716	32	4254
leuB_locusTag_b0073	727	269	2076	624	11	1813
leuC_locusTag_b0072	862	278	2430	484	27	2415
leuD_locusTag_b0071	285	160	950	308	4	713
leuE_locusTag_b1798	284	61	62	74	0	50
leuL_locusTag_b0075	4	5	67	7	0	55
leuO_locusTag_b0076	82	116	144	27	21	49
leuP_locusTag_b4369	11	17	1	0	8	12
leuQ_locusTag_b4370	8	0	0	0	0	5
leuS_locusTag_b0642	3512	1458	5215	2514	141	1677
leuT_locusTag_b3798	0	0	2	0	0	0
leuU_locusTag_b3174	1	6	11	0	0	0
leuV_locusTag_b4368	40	25	10	0	0	5
leuW_locusTag_b0672	3	4	0	2	0	0
leuX_locusTag_b4270	0	0	7	0	0	5
leuZ_locusTag_b1909	27	3	11	9	1	12
lexA_locusTag_b4043	1228	689	2314	808	282	3002
lfhA_locusTag_b0229	7	0	40	121	0	8
lgt_locusTag_b2828	355	235	491	127	0	191
lhgO_locusTag_b2660	103	47	423	80	0	85
lhr_locusTag_b1653	1043	420	1857	1089	16	179
ligA_locusTag_b2411	448	118	784	377	9	191
ligB_locusTag_b3647	69	57	262	69	14	29
ligT_locusTag_b0147	32	8	125	68	0	23
lipA_locusTag_b0628	1000	381	1269	801	106	530
lipB_locusTag_b0630	535	164	316	100	5	164
lit_locusTag_b1139	85	96	109	55	0	23
livF_locusTag_b3454	757	274	1314	835	17	214
livG_locusTag_b3455	549	300	961	510	17	216
livH_locusTag_b3457	453	314	703	172	103	508
livJ_locusTag_b3460	266	125	4987	947	9	499
livK_locusTag_b3458	1269	558	1253	577	122	956
livM_locusTag_b3456	711	397	1014	312	46	402
lldD_locusTag_b3605	34	4	118	63	0	27
lldP_locusTag_b3603	35	36	83	14	0	6
lldR_locusTag_b3604	23	0	12	0	0	0
lnt_locusTag_b0657	1030	380	826	500	9	168
loiP_locusTag_b2936	279	89	877	311	20	227
lolA_locusTag_b0891	421	111	595	172	19	146
lolB_locusTag_b1209	330	256	795	261	26	272
lolC_locusTag_b1116	1122	482	993	403	35	260
lolD_locusTag_b1117	214	283	371	182	4	53
lolE_locusTag_b1118	828	390	1199	702	45	231
lomR_locusTag_b4570_1	0	0	0	0	0	16
lomR_locusTag_b4570_2	0	13	0	0	0	8
lon_locusTag_b0439	4526	1796	4238	2069	313	3559
lpd_locusTag_b0116	1606	762	10751	2695	52	393
lplA_locusTag_b4386	233	42	266	85	8	86
lplT_locusTag_b2835	205	174	584	335	0	41
lpoA_locusTag_b3147	704	197	1435	684	93	846
lpoB_locusTag_b1105	369	109	1383	473	34	207
lpp_locusTag_b1677	10747	3901	29275	11819	989	2511
lptA_locusTag_b3200	453	56	789	332	55	361
lptB_locusTag_b3201	661	376	1223	573	14	435
lptC_locusTag_b3199	365	179	608	257	9	282
lptD_locusTag_b0054	6523	2768	9010	3857	242	1692
lptE_locusTag_b0641	489	130	558	219	7	207
lptF_locusTag_b4261	823	331	1420	982	67	437
lptG_locusTag_b4262	565	254	856	553	32	398
lpxA_locusTag_b0181	998	368	1156	665	83	369
lpxB_locusTag_b0182	1047	599	1450	630	50	237
lpxC_locusTag_b0096	9943	3347	11210	4835	445	5108
lpxD_locusTag_b0179	3590	1419	4687	2184	135	681
lpxH_locusTag_b0524	326	92	385	77	0	47
lpxK_locusTag_b0915	581	210	600	358	7	118
lpxL_locusTag_b1054	452	192	415	128	27	365
lpxM_locusTag_b1855	1455	658	1076	686	3	342
lpxP_locusTag_b2378	1613	615	1718	1254	26	641
lpxT_locusTag_b2174	92	68	92	59	0	16
lrhA_locusTag_b2289	1072	272	848	396	108	901
lrp_locusTag_b0889	2686	1083	4568	2882	98	1123
lspA_locusTag_b0027	516	226	876	269	17	286
lsrA_locusTag_b1513	33	0	43	38	0	0
lsrB_locusTag_b1516	31	0	0	40	0	39
lsrC_locusTag_b1514	0	4	32	9	0	7
lsrD_locusTag_b1515	20	5	47	7	0	12
lsrF_locusTag_b1517	0	0	36	14	1	2
lsrG_locusTag_b1518	14	0	14	0	0	13
lsrK_locusTag_b1511	112	36	156	50	13	44
lsrR_locusTag_b1512	85	41	65	31	5	67
ltaE_locusTag_b0870	702	287	1737	957	62	299
luxS_locusTag_b2687	1350	685	4955	1964	107	599
lysA_locusTag_b2838	317	113	337	112	0	42
lysC_locusTag_b4024	5019	2241	7221	4401	120	3226
lysP_locusTag_b2156	1379	535	944	573	12	277
lysQ_locusTag_b0749	204	22	82	61	0	18
lysR_locusTag_b2839	60	47	207	39	0	19
lysS_locusTag_b2890	2477	739	4022	1238	83	1384
lysT_locusTag_b0743	293	137	258	77	0	34
lysU_locusTag_b4129	271	114	461	255	2	96
lysV_locusTag_b2404	0	0	0	0	0	0
lysW_locusTag_b0745	308	29	122	50	1	0
lysY_locusTag_b0747	143	20	65	21	0	2
lysZ_locusTag_b0748	243	20	141	69	0	30
lyxK_locusTag_b3580	9	4	16	0	0	6
maa_locusTag_b0459	629	213	1105	412	26	342
macA_locusTag_b0878	194	118	413	237	56	349
macB_locusTag_b0879	307	128	658	328	11	262
maeA_locusTag_b1479	2520	1083	1706	715	15	181
maeB_locusTag_b2463	806	309	1897	548	21	208
mak_locusTag_b0394	113	39	346	151	0	90
malE_locusTag_b4034	48	36	46	4	0	20
malF_locusTag_b4033	33	24	56	0	0	3
malG_locusTag_b4032	13	0	8	0	0	11
malI_locusTag_b1620	181	41	228	102	8	118
malK_locusTag_b4035	7	6	5	0	0	1
malM_locusTag_b4037	11	0	21	6	0	9
malP_locusTag_b3417	311	151	1786	952	9	100
malQ_locusTag_b3416	417	167	1587	667	2	93
malS_locusTag_b3571	86	28	126	43	3	42
malT_locusTag_b3418	3152	860	1543	770	89	405
malX_locusTag_b1621	97	39	99	59	0	60
malY_locusTag_b1622	269	170	435	147	28	104
malZ_locusTag_b0403	360	177	394	264	24	167
manA_locusTag_b1613	824	194	832	346	46	290
manX_locusTag_b1817	637	330	1065	490	22	154
manY_locusTag_b1818	418	148	731	269	6	171
manZ_locusTag_b1819	468	143	592	344	44	128
map_locusTag_b0168	1227	691	1364	686	29	310
marA_locusTag_b1531	71	28	50	38	0	37
marB_locusTag_b1532	21	24	0	0	0	14
marC_locusTag_b1529	223	92	394	200	11	56
marR_locusTag_b1530	65	14	63	0	6	11
matP_locusTag_b0956	191	85	160	153	21	199
mazE_locusTag_b2783	432	114	213	117	42	292
mazF_locusTag_b2782	483	333	285	125	10	503
mazG_locusTag_b2781	2607	1321	1997	1026	73	996
mcaS_locusTag_b4426	6	25	16	0	1	14
mcbA_locusTag_b0806	44	18	646	309	0	24
mcbR_locusTag_b1450	26	51	451	318	15	25
mcrA_locusTag_b1159	103	12	50	75	0	64
mcrB_locusTag_b4346	161	81	82	42	0	33
mcrC_locusTag_b4345	66	47	29	5	0	0
mdaB_locusTag_b3028	159	72	321	172	49	273
mdfA_locusTag_b0842	298	190	685	430	75	938
mdh_locusTag_b3236	392	171	2433	1088	13	66
mdlA_locusTag_b0448	155	99	304	83	2	69
mdlB_locusTag_b0449	226	81	404	143	0	77
mdtA_locusTag_b2074	145	58	172	59	1	89
mdtB_locusTag_b2075	246	88	736	257	0	53
