	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8
paaK_locusTag_ECDH10B_1523	7.4252320468392	3.51334878300518	1.92017775816805	5.70312500974353	6.41810364293298	11.5124922224624	28.1448716592608	24.5478134621227	0	2.53064630051775	11.271150247316	8.44770417480022	8.1243110104536	5.78474379066977	0	0
paaX_locusTag_ECDH10B_1524	10.7724423291525	12.1982514892594	5.11672423796652	27.892796164523	23.7216754991875	14.6353403836915	15.216991370293	20.4277653322955	20.0018777116598	6.25707864972777	6.94812668970675	7.88333329949563	26.321601124263	7.60290785813811	0	0
paaY_locusTag_ECDH10B_1525	21.8742813115895	13.9537062039073	20.4313040214647	25.9639005157142	32.1068078178196	20.8778976384698	43.8333651899177	50.2369246659661	36.8958742139432	29.9093590815667	17.3490332975086	5.80183302642218	20.5546632846309	6.27390808546084	0	0
pabA_locusTag_ECDH10B_3536	11.2444870411443	16.7904720889937	4.47360562807238	3.58539925891171	0	7.17577783940089	16.1553125481696	11.4382364855423	10.6937906136157	17.9979111473553	14.5436577004647	10.5104609477937	26.7601572130825	16.4356368728163	0	0
pabC_locusTag_ECDH10B_1168	21.5311103713762	39.7986010953869	40.0494218132194	36.4195326900871	68.1959168192979	36.559518531365	44.9955371711982	46.2478326049274	33.5072105893293	45.1579773181279	37.1312149685938	35.3722426465253	20.4508518539004	34.789982168711	24.585199804933	0
pagP_locusTag_ECDH10B_0582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pagP_locusTag_ECDH10B_0690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pal_locusTag_ECDH10B_0808	1013.52497120722	1033.75913080332	1091.34674441023	1247.16137494134	821.124434089691	830.767783385789	394.281380485956	422.718734485284	1259.40894973686	1080.93043215872	742.915296354388	1063.57952927898	855.409768923491	853.096454767689	553.166995610992	394.891235124132
panB_locusTag_ECDH10B_0114	65.6586651145596	66.3582689056775	74.3559076683168	57.9043969991966	60.2006012077599	52.6146655845257	25.3942626543333	59.6612921593233	84.0355005781728	92.4603164733358	58.1807287715445	52.9263729384421	25.0040603798632	47.8059958549691	29.22391674926	0
panC_locusTag_ECDH10B_0113	103.63689193826	92.8087432581065	79.3232386265349	79.3005953735767	93.0444236573369	109.717174803811	86.6033614671416	82.4292631238839	216.998213757005	142.147659581492	55.0906470484738	83.2187007382613	52.2792903025765	88.9978162270838	0	0
panD_locusTag_ECDH10B_0111	223.752351764211	326.8457094363	383.149980339067	284.732846380716	424.43626898204	364.530065482421	365.758071956706	431.193677277277	456.030903659739	451.545746901417	233.23293582635	393.240855704915	175.845119877632	377.600345212823	78.40162142518	0
panE_locusTag_ECDH10B_0381	9.22719419899565	13.4553909278959	25.294371671507	5.47800165409576	6.01063851033888	5.38471198105877	9.40309213329994	6.59135218529903	11.9547487173467	22.2605743138341	6.24590562794079	15.6124816581326	3.22908187166849	20.1250048340037	0	0
panF_locusTag_ECDH10B_3433	26.7101244941103	27.310535438141	21.8451391708469	19.0878499194663	15.391514252794	15.4830316342284	25.8390754902664	13.7832468394058	8.14781185659152	20.0085070920014	33.8951361283557	25.696212010916	16.9860381100578	31.7927699706726	0	0
parC_locusTag_ECDH10B_3193	86.5971385287346	86.6355655906641	89.034172795922	101.205673511298	73.264826545473	118.996863156023	111.11799225252	101.736505792722	47.9554622899687	60.3523854776863	64.8552278833914	73.8099672204432	103.476421730891	76.3242164898593	45.5462864912105	25.0489557785169
parE_locusTag_ECDH10B_3204	161.452904142393	112.870023745624	87.1122526761389	125.737314851448	95.4492033293654	76.8097523249295	90.0372150069703	70.2106014385206	100.975039103769	116.676113644924	88.9496148811833	105.08893245965	100.147594656977	84.127539456889	80.6519232903507	46.9731719976128
pbl_locusTag_ECDH10B_3026	0	0	0	0	0	4.2774636681697	6.19350335180023	3.51881747882501	0	0	0	0.929866662675392	0	0	0	0
pbpC_locusTag_ECDH10B_2685	16.9256286530723	14.2101982869907	7.24629616464865	7.09694044199325	7.65677267285312	7.78845774160401	8.18756055186601	13.4066489546673	4.81396620259745	6.7342244581052	14.8748146274964	6.80917276224144	5.88857212913865	11.3817318276707	0	0
pbpG_locusTag_ECDH10B_2290	19.4769089164317	18.0160145855215	14.1010022139792	24.351147453944	5.64937579502542	35.7336966095552	16.2765206808997	21.3718817935066	39.7810068832008	40.1425857234947	24.4212901722701	23.2964986495576	19.3329596303753	12.9159795875122	0	43.3207710179679
pck_locusTag_ECDH10B_3578	287.878373832975	337.322446427449	259.284842700187	268.537321117177	289.946433040184	362.501817548819	349.832106711594	385.694989367513	383.334304566676	268.290361135462	189.243782557125	249.260699279244	229.533405650431	233.827162720412	53.1694709274891	84.6716881227343
pcm_locusTag_ECDH10B_2911	50.3787783407615	46.7575818038076	38.2289935489822	45.7211566627559	49.0938865739568	59.7065916876466	32.768351373621	49.8078231651865	37.367260981107	53.3137265698096	50.1489440963392	51.2576021191678	29.3552897424408	44.6483119182305	74.1084970196545	0
pcnB_locusTag_ECDH10B_0123	101.807340660238	124.32816126412	90.6268568713302	111.037850818152	70.4290465529705	87.9429019264669	47.5400967082718	52.9102115542208	70.189254271804	67.9776069841133	147.499876082324	115.485049575833	87.6841244723027	85.4032372302839	68.8491110417115	63.6053037135057
pdhR_locusTag_ECDH10B_0093	502.983034961109	747.425121500362	480.828646592828	602.995507566138	436.827460003271	494.166409748806	337.232987933617	334.632642594143	219.540456711986	215.96519858982	403.578579805705	271.970804932835	383.513621824909	494.383957134314	394.809385102748	470.225733727974
pdxA_locusTag_ECDH10B_0053	54.9433420411342	78.5565132781872	65.1713318596934	63.200171464396	47.4910496378664	37.4153436242583	60.4552337661153	30.7304135882234	50.8466062789123	57.2773648802353	60.9903221075043	57.5883330861464	51.6848801398575	59.5507948366333	0	0
pdxB_locusTag_ECDH10B_2482	45.5873003139551	37.9306658612002	57.3795146294937	35.9886606972433	77.3246014490196	75.9864029950382	91.6077850136881	85.043247115402	65.491057027652	65.7265178448317	62.7240540696382	57.2477276932959	39.1749827069438	37.8288516013064	49.624479817345	67.5415398272223
pdxH_locusTag_ECDH10B_1772	20.9762805323207	46.3641924868376	37.0319996218125	57.2123016850462	23.4260782967054	32.4152717389397	20.3948345356962	15.8444977800974	25.4216982342646	87.9066609653535	38.8421177753658	37.5060373834062	0	37.2481063594346	50.5175338457527	0
pdxJ_locusTag_ECDH10B_2732	87.8041297358456	78.6996034663077	75.5850768237194	85.4756417346339	72.8704648655713	104.3744287252	76.6377700372506	92.3369113011343	64.6482121080376	94.4407067412805	44.2005334667128	79.1561699698912	89.0114945444355	82.566173168948	167.76376096399	0
pdxK_locusTag_ECDH10B_2583	20.1834278498545	16.8111645722019	15.2300618162947	8.51643717920454	23.7560230614477	20.4488715447441	17.4045496410962	20.4782511727394	46.0134229923888	33.2773422719677	6.15089748599465	10.1635954180336	6.04884350608323	19.3662729687297	42.8509644487388	14.2317885069592
pdxY_locusTag_ECDH10B_1770	75.6600207106053	70.8775576423353	54.8593642545662	83.4308347159505	64.9097586137879	64.2933407922676	50.0409926260568	51.8421460156751	79.2037429795845	70.694381357775	52.215771049585	56.5695792324945	98.4197245468958	71.4539313045688	23.0486248171247	0
pepA_locusTag_ECDH10B_4453	121.717453360665	134.395957974237	162.104802577317	130.436891993443	172.62788649596	225.542851153988	224.977685855991	191.465639107693	157.410247548772	117.717864659611	107.294744552105	138.642073919897	137.069399925547	147.015467411717	153.657498780831	120.292498094536
pepB_locusTag_ECDH10B_2690	44.927424768454	51.1658252852102	73.6890646680147	64.1074906524709	100.162904866754	122.388967644252	91.9730795187803	104.253646098365	46.4307321430138	49.0693935889866	57.6724743963131	88.4423412610843	70.8134636623375	54.7229905823321	67.2072050742327	69.2525035759197
pepD_locusTag_ECDH10B_0219	200.672625411545	195.799591272354	165.142060316238	165.291158669616	236.140653447654	274.145611876166	211.98877806692	212.38404536118	235.79148192491	306.094742586991	222.224695645372	181.764059576465	268.890829930913	190.861707731123	18.2112591147652	72.0764926854503
pepE_locusTag_ECDH10B_4210	102.163122060109	109.566347286816	5.74622139059235	0	0	2.61082648642465	3.62496015573592	6.90589179117226	162.381097471365	151.932591463716	0	5.89589369449977	4.80150434830706	161.480846868328	0	0
pepN_locusTag_ECDH10B_1002	68.6576084574398	69.8247171480447	72.9717938204124	96.417141791754	171.782275638413	157.378023859357	152.198384495135	208.95644041243	92.505113752754	105.088876181909	112.312139629459	93.4359416833936	162.432827927994	90.6748991414543	81.2920498716499	0
pepP_locusTag_ECDH10B_3082	85.445185812301	99.1201334402934	85.0823689651878	80.8256068230686	119.250398569202	121.769251569937	135.004576194392	111.345186060105	90.4449767212839	96.6141574525839	75.4347132563318	91.8646552115206	74.6779974936545	94.3747655728682	70.084506231257	0
pepQ_locusTag_ECDH10B_4036	139.722297221925	171.605053533874	115.412691914446	102.162028274067	202.762204716754	199.978096128828	195.693030801207	173.420199508533	129.918810289187	150.969430831101	94.0824703596126	105.849123669787	109.716056567547	190.26544746695	124.587161173647	0
pepT_locusTag_ECDH10B_1199	57.3517479911211	53.7678263505085	23.0602416552889	23.0727893629722	9.79427723407487	11.3030589689269	3.05772922672101	18.2226183618858	140.847499844181	134.790864785395	15.9699713190107	17.0987095163924	7.5003124158559	50.0125580108368	0	0
perR_locusTag_ECDH10B_0239	0.818519707176737	2.78056979057663	5.44295833367579	1.33054690224122	1.88666402389574	1.90465276912564	0	5.65805383200329	0	3.13224466160869	1.52919890810255	2.66530573054328	0	4.14751641891203	0	0
pfkA_locusTag_ECDH10B_4105	516.45958620368	477.342834492652	327.132660418259	231.972769644201	317.456201217036	270.685650172996	204.44646218799	214.67344432084	885.255204283143	968.120961661229	291.024178492165	222.08653418	216.358544846872	355.579115586869	227.470540251249	205.658950013337
pfkB_locusTag_ECDH10B_1861	11.5402477424746	12.9403987847164	31.0060039844279	19.5693404712213	18.5897266483533	32.6647504684671	18.8264059701124	36.1025628427834	31.1791661811377	20.5124135278979	18.3750513957484	12.1232615967087	11.083042295017	11.7615538189212	42.8258319182704	60.8447216168491
pflA_locusTag_ECDH10B_0972	113.565467064562	156.019967029374	53.7505398019523	39.1687151237909	59.4661987531752	45.7586038622327	63.4105956681509	49.7628540218449	145.257044971493	214.221123635518	39.0513238030021	41.9600762931288	13.4131093130845	76.059070328356	0	0
pflB_locusTag_ECDH10B_0973	928.451600568998	1350.06206806184	197.510486287796	244.049926892138	205.478413443507	281.269286640665	189.301584554796	232.320817448705	1271.1266687734	2707.69842973216	191.821692906085	246.951283799112	181.7196586545	672.306961418362	148.286553356955	136.320959732888
pflC_locusTag_ECDH10B_4140	0.27749587342283	1.48134369795388	2.66540520599924	2.16520396924442	3.83771931140566	1.12298862383032	7.31708193307982	5.83800776255571	2.63905570406899	3.18569593569758	0	4.2314751430052	0	3.79646383464917	0	0
pflD_locusTag_ECDH10B_4139	2.01673567538498	1.51099635683372	0.784257607308474	3.72692093139525	0.917470429374885	3.37197125880018	4.19824740155167	4.11524019771201	3.83593292547052	1.06623080354369	0	1.92204814956837	0	1.77487713070413	0	31.6592266525567
pfs_locusTag_ECDH10B_0139	141.151908473235	93.0273824123815	87.1461667781212	117.249163545911	118.236343677792	157.668807709194	150.032455740621	165.180541522097	146.020198012264	177.517949730152	130.386630791004	123.300452498892	89.0007029178328	81.6900530028802	0	138.775208102194
pgaA_locusTag_ECDH10B_1097	1.61002556263147	2.50679531724703	1.11523761237306	3.43505054217226	0	0.610833539818598	0.884449260062866	0.393157205933074	3.92363566497287	1.58841243823535	0.281993363004059	0	0	3.51820266525038	0	0
pgaB_locusTag_ECDH10B_1096	3.62435174946014	1.25076126903648	0	0	0	0.256677154622139	1.7697746461882	1.1982105085152	0	2.34045696018792	1.35423855754698	1.98615650460011	0	1.01007123485837	0	0
pgaC_locusTag_ECDH10B_1095	0.735803537673206	0.119027479363907	0	1.07647867022955	0	0.353601678103134	0	0.497570344856477	0	0	0	0	0	1.11851574012288	0	0
pgaD_locusTag_ECDH10B_1094	3.53505612664736	9.05428235233776	4.35319802317602	0	12.7315642916877	7.62981256306747	4.74697163251132	3.89563126681512	0	0	32.4714676355786	17.2665458196065	0	0	0	0
pgi_locusTag_ECDH10B_4214	90.1760681033863	137.432049257151	118.837557089407	114.33704023863	147.712071878135	198.004690569576	66.8075448961668	106.186537555452	175.034170001601	174.483824496272	95.8353589643954	103.341999556424	116.235205264169	145.393827393591	116.667948165227	0
pgk_locusTag_ECDH10B_3101	616.293303027854	883.660620341352	881.603380687389	1060.44108014382	1238.74445467398	1296.447168776	959.139632370133	1069.46305140191	1297.57403735402	1304.18635277844	1160.39396731749	962.819411674842	749.513178769238	784.738968041484	493.288094024236	590.301330855661
pgl_locusTag_ECDH10B_0835	57.0613427189855	43.1815203373065	59.3503479882649	47.5325857811499	69.6431905989404	78.2450779893415	84.8449688774764	77.9456934001774	141.838910441855	89.967123774399	61.5379733289742	49.0724060812001	41.7640890269412	55.6554228852259	56.6496320806438	0
pgm_locusTag_ECDH10B_0753	83.4615765038159	115.030593183	87.4204929524387	62.1212159370706	85.695763568021	95.8684815236319	76.3191859374905	113.916623133808	122.559773228583	114.649746040487	83.8645855780604	106.352437081589	99.1511135585813	96.7076479220688	24.2705811602629	46.7975202824812
pgpA_locusTag_ECDH10B_0374	193.631166798326	113.73522866294	119.106517473418	101.303072702662	222.615449247304	100.042058223978	111.876866903906	150.572392117351	120.232632039078	107.571330210204	110.632679386194	94.7335256049352	85.1133718775047	157.531304260284	0	0
pgpB_locusTag_ECDH10B_1395	51.0157119453423	21.7661583930131	27.5634256008628	17.1040499825362	5.51201842275421	12.419483501096	12.1441242192161	15.7158514849483	17.5874951509602	22.8776693421419	7.74394322874416	13.0667537565496	0	27.142648626982	0	0
pgsA_locusTag_ECDH10B_2053	81.7505875845444	58.9348628697464	51.2107360890346	63.9171465442763	74.8866437353697	62.1661649125546	74.1970767239624	82.1217649315945	79.4370187994188	80.3343733292918	55.6138167562396	42.9788097730202	48.2774207698633	58.4210550438773	0	132.518948720538
pheA_locusTag_ECDH10B_2766	90.2352763490592	81.3961882298696	168.580124376575	204.603732507794	217.372214892685	218.549400895055	220.053413662153	324.743006991046	74.1274605166438	151.799543204701	268.671423319265	182.409244120862	205.142653480211	113.695535361638	122.925999024665	52.2199991728218
pheP_locusTag_ECDH10B_0534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pheP_locusTag_ECDH10B_0642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pheS_locusTag_ECDH10B_1850	228.054230609323	170.742378926928	179.306633941197	205.625476723253	158.126028502761	156.718283667873	127.639330919194	116.295606462691	176.572941356058	143.88868283345	251.932411982033	253.787922352398	205.007319803734	129.813470451807	118.053931990151	94.4736204547331
pheT_locusTag_ECDH10B_1849	220.52799256398	192.331060939	246.937892285529	229.035262266147	174.371248628115	154.71083440319	104.890941476903	137.100771744421	140.854625109763	141.667668137963	191.592998204782	237.188036391184	166.946778073675	186.170340641973	162.614418307754	155.715314116344
pheU_locusTag_ECDH10B_4327	0	5.71096978290113	45.0555995398718	0	0	8.44236250296652	0	13.5042337454907	0	6.9084540973968	0	10.7057017084338	0	0	0	0
pheV_locusTag_ECDH10B_3146	0	18.1712674910491	0	0	0	2.27294375079868	0	0	0	0	0	24.4701753335629	33.9053596525191	7.31818357600136	0	0
phnA_locusTag_ECDH10B_4300	91.1066027639964	91.7154552039718	45.0555995398718	61.5995696205462	46.4338337666839	61.1800692923311	45.1964101049982	46.6906585111949	72.4915613711451	57.296305807775	56.2845324300722	23.3504463283441	26.2939523835863	107.042955004528	0	0
phnB_locusTag_ECDH10B_4299	0	2.57718620014621	11.3653764605082	1.87535191761837	7.12279407670096	10.7825877290141	6.03576859907766	17.6667356528846	6.79200214648567	3.94176059611229	4.10541688841946	6.28288285591481	0	7.51597232129869	0	0
phnC_locusTag_ECDH10B_4298	2.47319516084834	0	0	0	0	0.375325855645192	0	0	0	0	0	0.957562311056725	0	0	0	0
phnD_locusTag_ECDH10B_4297	5.03667288840907	0.504374554885699	0	0	0	0.727955015005055	1.75672321074433	1.22541578867636	0.684286125037358	0	0	0.971468366856051	0	0	0	0
phnF_locusTag_ECDH10B_4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phnG_locusTag_ECDH10B_4292	0	0	0	0	0	0	0	0	0	0	0	0.64146430924075	0	0	0	0
phnH_locusTag_ECDH10B_4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phnI_locusTag_ECDH10B_4290	0.687095416165261	0	3.55368109046876	0	0	0.787831878211104	0	0.826013492681926	0	0	0	0	0	0	0	0
phnJ_locusTag_ECDH10B_4289	0	0.233201001236023	0	0	0	1.13762331600258	0	0	0	0	0	0	0	0	0	0
phnK_locusTag_ECDH10B_4288	0	0	0	0	0	0.260107246468209	0	0	0	0	0	0.382850239902582	0	0	0	15.9756044900253
phnL_locusTag_ECDH10B_4287	0	0	0	0	0	0.144949632943738	7.87042953888541	3.33710663985485	0	0	0	0	0	0	0	0
phnM_locusTag_ECDH10B_4286	0	0.451142411889847	0.792534732451571	0	2.78146048377768	0.412379793460647	0	0.580279927246868	0	0	0	0	0	0	0	0
phnN_locusTag_ECDH10B_4285	0	0	0	0	0	1.50365761701582	0	0.919643158295066	0	0	13.4750376902155	0	0	1.32898913208149	0	0
phnO_locusTag_ECDH10B_4284	8.97172865245674	2.26767870167443	2.9001305450952	2.73450328874402	2.90806489200481	2.21248120767398	13.1427126828652	4.55019501572199	0	0	0	4.00804595980772	0	0	0	0
phnP_locusTag_ECDH10B_4283	7.07011225329472	6.13438459852166	8.78554510131888	9.24651210877673	2.50001626091322	8.68107935087648	2.35387023099735	4.24977956379832	4.27881679766443	5.07287450630103	9.60635098001708	10.2603864293892	7.76000702756696	1.46556509031911	0	0
phoA_locusTag_ECDH10B_0340	6.9764931821441	6.26974725780749	1.78185986880849	5.54432128671193	5.06241522513549	3.41583637125677	0.757028603952114	2.84744234544749	5.07850486441921	9.26981835102678	2.57458347239864	1.84692795817411	6.75917985001794	4.97526228048303	28.1271353700505	48.5247704177958
phoB_locusTag_ECDH10B_0355	20.6800783408871	14.1246804696469	14.6267453578714	21.7214674284145	13.4445318920222	17.6320199699637	10.615954741798	28.4735230774487	24.5420706323181	30.1836033124911	7.26480292863792	14.0659178140209	38.4120347864565	46.7515263811797	303.039310639065	193.304814329306
phoE_locusTag_ECDH10B_0223	1.15491890501263	1.30778061488611	1.19465604840569	0	0	0.490749218922442	0	0	0	1.65733115972903	1.72614119172182	0	0	0	0	0
phoH_locusTag_ECDH10B_1093	18.0935126256852	37.1605467017488	40.275052358646	30.156564437839	84.135915009294	60.9874559838714	130.009888885297	120.666804389285	8.93041582337487	15.1185950075112	86.4334811944987	61.6091233662275	64.290565264656	53.9644460252244	71.6779768960723	155.600887676087
phoP_locusTag_ECDH10B_1202	35.0270405048831	42.3934434425529	48.0056685573634	27.9676206897882	51.7674498074516	33.8216349449201	32.1692095453223	29.0180260840604	59.3740407420808	70.8390689987037	31.1938372504014	44.2793648893044	24.6505803596121	35.8649076046098	49.38991032241	90.2193735709019
phoQ_locusTag_ECDH10B_1201	24.8760520452166	27.1963125770014	33.7994093741954	27.3562628804125	16.5954764114237	21.7893229029336	15.5302267745741	21.0241918153616	42.07586861241	64.4473810482228	27.7600365781628	26.9301732816239	24.692198952964	26.3942153706205	36.3477286643773	0
phoR_locusTag_ECDH10B_0356	12.3276899416533	8.76835764647447	7.0920851127576	12.1153687376298	5.85651957417635	7.15957237905897	5.23845101870568	4.46866288623932	20.584023599214	7.15721530460759	0	9.05830757428767	13.3498616268517	17.0230587091966	89.6335409554849	0
phoU_locusTag_ECDH10B_3911	25.198230654821	21.3592844322178	12.9084913282277	25.5596960294999	39.4952063845281	28.0088212219631	16.9799638936036	26.3547796709517	65.8215389199158	33.2671563698336	17.5752557702585	19.7724746626052	75.5498411462272	25.0256341937824	0	27.8362805508017
php_locusTag_ECDH10B_3554	5.13367365832236	0.224446014841497	0	1.75922822501109	0	0.168448293574548	0.406504551837768	1.50120199608575	0	6.57049786737625	0	0.0661167991094562	0	0	0	0
phr_locusTag_ECDH10B_0775	18.736544840391	11.8456248120448	12.4466490624593	35.542761562787	34.9162477783875	20.9908060151278	29.8394107655036	40.3481978353642	16.1841625386743	11.8402821457851	23.443405952687	28.8740308838157	15.824549214646	10.4520921170045	0	0
pinH_locusTag_ECDH10B_2816	0	4.65818999968956	0	0	0	0.342745486231547	7.44411460552912	0	9.66554151615268	0	0	0	0	0	0	0
pinQ_locusTag_ECDH10B_1676	118.451296913702	112.364055220938	67.6977536233607	48.3049311920264	18.9073423816049	11.8586458586509	51.0885428765247	28.0334443815021	1.177527900445	14.5104811385819	77.4923487288719	34.8109981585331	24.2918747909274	76.5416786426222	33.695451509299	0
pinR_locusTag_ECDH10B_1496	41.2722288897915	54.8801267924011	39.3378838622231	39.4490271401549	12.4859808180409	13.6541450555593	11.1850656001859	21.5832713379706	5.88763950222499	27.2441686683578	58.9867132115294	35.5976873824547	21.1775318690136	22.272373703386	0	143.618251532157
pioO_locusTag_ECDH10B_3497	2.90379610403176	3.38208080649729	10.7275236999695	4.24824618072732	0	10.4586336941512	31.9033483094105	11.8690272103224	0	2.08350202937364	0	12.3151983598378	4.38232539726438	12.3595989283579	0	0
pitA_locusTag_ECDH10B_3669	455.721760566744	365.219632690954	197.043155321039	179.14004494891	138.307566263749	118.337677558249	81.4683902429107	96.7674806676876	222.384779203641	225.651603789282	258.078821856713	234.558865659868	205.653766242823	277.720187920201	30.9773517542156	107.782078292704
pitB_locusTag_ECDH10B_3164	0	1.49938915754713	0	3.17202381494307	1.96779057692325	1.77679260062434	0.238211667376932	0.439852184853126	2.93832462091042	0	0.7595021243576	0.271211109946989	4.41738400044249	0	0	0
pldA_locusTag_ECDH10B_4012	68.9701640157612	68.6199575126683	19.6794572702888	18.5946223634594	9.93588838101642	8.5095431064384	5.13387214174422	9.26891577276702	26.9301984312116	39.8308112098188	28.2849067002141	28.390325548638	15.2323586222155	100.794660226091	0	0
pldB_locusTag_ECDH10B_4016	103.719168759844	87.8250015880749	43.6902783416939	49.0686968440607	75.2245036213854	60.1382637308091	70.9046458614621	72.3054503937445	70.7483625346542	69.9714523178502	53.6774228651559	56.7532255628493	52.536499190665	80.4642510878429	103.820198589746	67.1662511354828
plsB_locusTag_ECDH10B_4230	94.2368087127732	97.9766299643499	70.4086679278195	84.2568825844253	74.1922454966202	66.4790502502574	55.4254869639396	58.7013951320075	76.7501415441035	96.2433536439872	86.2899690792422	100.721169809698	99.6219714071189	90.4789946302434	64.353586123061	95.0429836430096
plsC_locusTag_ECDH10B_3192	76.0180768697745	135.374887566301	71.06330333931	62.5378678962353	56.8510924517606	71.2910611361617	74.3201035413801	65.9579608722844	59.4077185870848	106.004517884717	63.9093250983834	78.2763772611229	33.918486001591	78.8803671443977	0	115.011364031849
plsX_locusTag_ECDH10B_1162	203.379601639244	152.30416180893	145.221222793312	145.495490111184	104.531492231517	113.526521725232	99.0880465139338	84.5343056790554	70.1767047895455	70.4305391890226	145.092562692404	201.373435176726	163.606814831203	137.444279399386	55.7815457758984	169.824703192286
pmbA_locusTag_ECDH10B_4430	75.6274701506808	78.3027947254455	77.7900077791135	61.5414819972325	75.4205447601247	79.9425347841881	87.0185636371386	85.2288108861748	81.9535050061372	95.3329221245109	49.847589536552	65.5047422662589	70.1949416182658	62.2090677768788	12.2653435833923	65.7207794467708
pmrD_locusTag_ECDH10B_2420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pncA_locusTag_ECDH10B_1906	59.6499423987085	95.2022382784272	92.6376812969327	47.2468500473413	40.393564913478	30.78943564166	21.7062033357485	14.3876882895882	72.2657309618892	43.0720232614438	61.3990035111518	90.2528293114647	52.1783416459329	66.7071811320249	41.3582800456817	69.2525035759197
pncB_locusTag_ECDH10B_1001	211.376080490491	289.159006276754	150.410048006754	152.470720780618	134.59771669728	136.763141548472	91.6312959922487	140.157941973149	136.715589724733	139.953143798524	194.326478700972	164.204945263594	115.9731598897	206.969343650681	80.0091913851311	110.873085525537
pnp_locusTag_ECDH10B_3337	814.05849636456	791.317435683158	611.448417519784	636.346818385518	658.129375168258	517.996149705825	543.106396744073	511.36556728843	535.273744045549	552.901909966353	814.785612321044	832.847411391148	676.297149878781	668.511367886893	511.77354695983	573.737933768987
pntA_locusTag_ECDH10B_1736	65.2359672686587	57.7836484823929	122.381941607323	94.2761481202502	93.2458772123263	110.687340743395	104.887720469295	86.6505934935708	91.0944186727815	106.743802600786	80.2604984644039	85.8670903033171	83.8044692408366	84.7757225907912	114.746969735353	87.0060808135821
pntB_locusTag_ECDH10B_1735	54.1749260186314	56.6439691589744	95.6255633142852	85.8090675640646	121.279286559833	109.388369350892	82.5766147170573	90.7254506554503	65.6338283515854	98.7840962177324	118.764479057214	80.2085309732148	91.1675123681436	94.2319313544346	0	66.9273164344545
pnuC_locusTag_ECDH10B_0818	29.3041423498538	43.0197547030154	55.8188816521745	61.9535901356068	146.998641311826	111.460832122499	61.7861512258917	56.8142405435287	44.1393062570973	43.2673921433259	68.6716504106664	59.40814789315	116.058584270885	67.9777941059682	0	0
polA_locusTag_ECDH10B_4052	112.244691168763	107.669580034615	80.6377217455618	83.782060666486	52.5762898262979	65.6388966054111	42.0524364368319	46.6629455764529	72.9961671445934	76.9886519530014	46.5184831818595	64.0388527331389	33.5490831273889	89.271161258645	25.0086262816595	47.8580272289994
potA_locusTag_ECDH10B_1198	143.734076283999	95.7115978455537	86.5447927837116	110.999909883067	43.9470756436874	53.0667681584885	40.382848625245	39.7169372426745	33.4596054596103	73.8846102236984	104.606888895691	130.391922629998	112.992305493582	81.853808206275	81.7344373462152	92.4252650267252
potB_locusTag_ECDH10B_1197	16.496928591021	26.3527270570673	14.1478935753221	17.5265808615514	8.65746371834764	12.4878572809581	2.37348581625566	13.9888577308361	13.1675493118602	14.5845142056155	68.245118420538	24.2152776738383	20.8954355898548	16.3451217711979	0	0
potC_locusTag_ECDH10B_1196	28.9941301557284	30.1267533476038	51.9131184635504	31.7202381494307	26.5200886377797	16.6690710435931	21.7986148448702	8.94458321399438	10.5044375722716	7.92516998342878	50.4424052403538	33.6272535244245	0	27.7507975938601	0	0
potD_locusTag_ECDH10B_1195	65.1149235247924	85.6233892813323	86.7546214635927	96.1150482608107	79.7426390157192	106.13521543844	68.084853354868	77.2997153896611	52.7312064376926	59.1738456021533	55.2760858414987	95.1958767005908	23.556568611083	71.1827903896828	101.440365957317	61.766233978627
potE_locusTag_ECDH10B_0758	2.21744429762425	1.25546939029066	6.00741327198291	0.540685877547114	2.87501870005021	2.00038729236957	2.03021307423521	0.777516488376737	2.63605677713255	0	0	2.8618055432718	0	1.40449987822248	0	0
potF_locusTag_ECDH10B_0924	8.65659970635883	12.053537465504	14.735164629392	23.8329282591747	29.1720975015577	32.5931556718301	27.4489185454551	53.2196114647088	2.917899325631	4.40287221301599	37.6680298872772	56.184665826523	33.7356370204503	39.6439965626573	44.7304848202959	0
potG_locusTag_ECDH10B_0925	3.4415361232969	6.68065344493293	34.9637809480487	14.6852954395512	7.43685025292235	18.0839047021216	20.9538040748227	21.0746343712697	9.61440108485029	6.17333934629226	14.0648541547704	28.5970898243424	18.8277683734321	18.964463964147	76.0970470152688	0
potH_locusTag_ECDH10B_0926	0	3.26745402863907	8.50105651695695	5.11214529924001	0.663002215944492	5.35458986037209	8.61457287683873	7.60750634179934	0.72947483140775	0	11.7030201551957	12.4274632590265	6.17384206910202	3.49799969670505	0	0
