gene_name	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8
rimK_locusTag_ECDH10B_0922	276	594	144	161	36	524	22	106	128	59	36	533	21	101	0	0
rimL_locusTag_ECDH10B_1554	42	436	57	99	23	383	28	91	134	118	74	167	34	75	0	21
rimM_locusTag_ECDH10B_2775	4736	12340	2740	4537	1075	10533	1052	3023	1629	1449	1688	9776	1149	2272	106	101
rimO_locusTag_ECDH10B_0904	435	1266	405	959	171	1703	110	351	131	223	325	991	198	227	11	19
rlmB_locusTag_ECDH10B_4375	1374	4202	312	2058	410	3154	827	1118	453	985	359	1650	865	881	45	0
rlmL_locusTag_ECDH10B_1018	1110	3446	688	1212	383	2798	314	913	238	282	454	2078	212	447	6	16
rlpA_locusTag_ECDH10B_0594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rlpA_locusTag_ECDH10B_0702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rlpB_locusTag_ECDH10B_0602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rlpB_locusTag_ECDH10B_0710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rluA_locusTag_ECDH10B_0060	12	8	0	0	19	87	16	46	34	0	0	25	0	0	0	0
rluB_locusTag_ECDH10B_1384	1201	4383	929	1466	569	2926	357	1168	199	510	816	2325	379	965	25	32
rluC_locusTag_ECDH10B_1157	519	1411	472	516	381	2838	259	695	232	157	287	1485	246	338	14	17
rluD_locusTag_ECDH10B_2762	670	2859	506	1029	488	3076	358	1385	235	465	707	1895	328	487	48	19
rluE_locusTag_ECDH10B_1207	223	615	102	164	123	820	93	236	111	106	79	389	51	119	0	2
rluF_locusTag_ECDH10B_4211	205	454	60	45	89	768	43	141	265	142	32	207	24	179	0	0
rmf_locusTag_ECDH10B_1023	84	195	427	1238	808	8943	2005	6556	207	297	257	1257	296	174	12	0
rmuC_locusTag_ECDH10B_4023	547	1197	223	362	167	1650	198	677	208	181	141	421	44	351	2	0
rna_locusTag_ECDH10B_0571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna_locusTag_ECDH10B_0679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnb_locusTag_ECDH10B_1403	861	2931	474	855	563	4928	801	2378	307	496	506	1820	451	769	146	15
rnc_locusTag_ECDH10B_2735	1071	1826	263	484	127	1109	127	318	221	298	371	1126	192	407	8	0
rnd_locusTag_ECDH10B_1942	268	1291	295	575	134	1305	314	547	216	246	186	1201	96	291	0	5
rne_locusTag_ECDH10B_1155	6086	16639	2415	5764	2058	15663	2497	6694	2443	4222	2455	11167	1494	3093	170	85
rnfD_locusTag_ECDH10B_1764	193	858	138	274	134	1079	122	420	78	80	187	928	131	169	0	12
rng_locusTag_ECDH10B_3423	736	3706	929	805	462	4868	527	1150	317	358	359	1851	330	711	0	9
rnhA_locusTag_ECDH10B_0195	419	973	108	302	62	1185	271	446	180	120	129	459	48	187	14	0
rnhB_locusTag_ECDH10B_0163	579	1918	380	763	223	2338	328	582	206	146	215	924	210	234	12	11
rnk_locusTag_ECDH10B_0570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnk_locusTag_ECDH10B_0678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rnpA_locusTag_ECDH10B_3890	1114	2459	455	542	200	1650	124	475	159	298	318	1523	395	311	13	3
rnpB_locusTag_ECDH10B_3296	53197	102917	88751	80946	52887	474255	97218	182623	61722	42389	25443	139280	17206	24711	725	759
rnr_locusTag_ECDH10B_4374	8793	22757	2157	4499	2568	14858	3170	5777	1802	2048	2463	7265	2213	4734	141	108
rnt_locusTag_ECDH10B_1786	133	494	78	157	82	837	76	320	60	54	55	358	32	97	12	0
rob_locusTag_ECDH10B_4554	2038	8610	1045	1689	835	5415	646	1940	1279	1133	525	3169	344	1100	14	36
rof_locusTag_ECDH10B_0169	104	299	88	115	198	1717	173	693	94	148	7	260	67	88	0	0
rpe_locusTag_ECDH10B_3561	200	840	178	301	102	1457	156	303	162	105	103	558	70	220	7	24
rpiA_locusTag_ECDH10B_3089	587	1791	381	1056	229	3315	251	1163	938	1071	201	1069	322	404	63	0
rpiB_locusTag_ECDH10B_4281	49	84	30	0	7	405	133	154	0	33	0	21	19	12	0	0
rpiR_locusTag_ECDH10B_4280	243	1114	228	469	178	2138	389	806	160	225	161	563	131	179	0	11
rplA_locusTag_ECDH10B_4172	9089	39910	5422	9274	3230	25349	1551	3949	4960	3367	4997	22756	2476	5351	116	257
rplB_locusTag_ECDH10B_3492	10892	33384	7878	9940	3485	27054	1905	4549	4386	3793	5553	27466	2325	4958	218	264
rplC_locusTag_ECDH10B_3495	12279	44394	7526	9462	3541	27534	2179	4406	3968	4052	6453	33316	2131	6200	237	376
rplD_locusTag_ECDH10B_3494	6012	20562	4117	9963	2606	15356	1392	2036	2504	3178	4908	16843	1863	3192	96	221
rplE_locusTag_ECDH10B_3483	10732	31854	7630	10811	4622	30391	3794	8950	4119	4549	7424	21774	2664	5493	188	217
rplF_locusTag_ECDH10B_3480	7033	20576	5716	5868	2301	19027	1679	3005	3147	2407	3262	15578	1692	3475	103	106
rplI_locusTag_ECDH10B_4398	3658	16798	3446	7774	1835	18110	737	1813	3744	3618	3575	12190	2282	7154	133	97
rplJ_locusTag_ECDH10B_4173	7136	35563	4653	9966	3175	29043	2336	5933	4158	4385	4950	21236	2670	5868	148	148
rplK_locusTag_ECDH10B_4171	3930	10901	1920	2972	756	7603	353	991	1743	806	1204	6066	637	1508	62	22
rplL_locusTag_ECDH10B_4174	9031	44415	7218	20049	5730	43575	3359	8744	8008	8765	8881	27326	3836	7847	255	249
rplM_locusTag_ECDH10B_3408	5418	23057	3793	6965	2266	21486	2196	5353	1566	2038	3024	16190	1682	4937	103	74
rplN_locusTag_ECDH10B_3485	11546	30148	11486	9000	6265	25843	4255	6487	5074	5090	6407	24637	3486	5428	94	161
rplO_locusTag_ECDH10B_3476	9790	18944	5582	7538	2436	18679	1767	3663	2574	3080	4829	14935	2070	4537	141	67
rplP_locusTag_ECDH10B_3488	6260	15514	4964	4955	1790	13661	948	1637	2526	2307	3260	10125	1220	3607	92	91
rplQ_locusTag_ECDH10B_3469	5438	11674	2707	3506	1366	10999	943	2559	1943	2282	3687	10129	1368	2955	34	42
rplR_locusTag_ECDH10B_3479	2515	7052	1559	1680	870	6297	486	1307	842	633	874	5394	476	1250	55	52
rplS_locusTag_ECDH10B_2773	3595	9455	2220	3982	1860	10458	1370	3473	1244	2000	2861	7111	1426	2666	130	73
rplT_locusTag_ECDH10B_1852	5122	19815	5217	13770	4046	26526	2671	6927	4047	5913	4955	20813	2914	5478	97	188
rplU_locusTag_ECDH10B_3360	5451	9699	3636	4407	1674	12728	1598	3312	1989	2165	2611	9833	895	3051	77	43
rplV_locusTag_ECDH10B_3490	1536	5043	791	1405	298	3953	181	470	472	507	665	3408	282	809	40	12
rplW_locusTag_ECDH10B_3493	2270	3361	1032	1948	514	4336	285	632	602	633	1343	4361	769	1094	7	41
rplX_locusTag_ECDH10B_3484	1123	3239	1002	1213	396	3221	466	919	596	445	515	2952	435	683	18	25
rplY_locusTag_ECDH10B_2343	2065	9400	2167	6638	949	8987	682	1522	1022	2166	1422	6524	984	2036	112	17
rpmA_locusTag_ECDH10B_3359	1769	2158	780	2067	512	6095	572	1160	538	687	819	2898	572	1634	17	15
rpmB_locusTag_ECDH10B_3819	3479	15687	1593	2926	713	8478	1282	2179	1024	1142	1425	4510	735	1613	37	62
rpmC_locusTag_ECDH10B_3487	150	110	89	128	65	332	5	57	110	87	69	259	23	59	9	5
rpmD_locusTag_ECDH10B_3477	73	126	39	14	1	205	25	10	24	9	28	77	14	19	11	0
rpmE2_locusTag_ECDH10B_0285	0	0	0	0	0	8	0	0	278	763	0	22	0	0	0	0
rpmE_locusTag_ECDH10B_4125	1451	6414	920	6508	861	10139	798	2303	1026	1857	1085	4040	1155	1593	65	56
rpmF_locusTag_ECDH10B_1161	485	2040	316	377	265	1938	121	572	355	399	161	470	309	373	16	11
rpmG_locusTag_ECDH10B_3818	246	874	230	436	301	1787	78	324	161	659	340	806	427	435	11	4
rpmH_locusTag_ECDH10B_3889	1512	4213	792	1583	799	3735	538	1267	577	613	970	3233	527	613	3	19
rpmI_locusTag_ECDH10B_1853	4754	18827	4224	8376	2116	24098	2109	6285	4079	3528	2887	20562	1621	3868	198	115
rpmJ_locusTag_ECDH10B_0284	17	13	0	0	0	0	0	0	115	462	0	0	0	0	0	0
rpmJ_locusTag_ECDH10B_3474	1355	2431	628	1177	567	2257	717	953	596	421	810	1875	349	782	18	12
rpoA_locusTag_ECDH10B_3470	22633	82501	15537	24650	7118	61968	7519	15295	12069	13379	14474	57212	6080	14403	437	398
rpoB_locusTag_ECDH10B_4175	22132	80557	14947	29526	11883	111471	10881	25480	8076	12331	14917	65639	7072	13181	438	234
rpoC_locusTag_ECDH10B_4176	22009	80498	17434	24574	14784	105915	10030	25496	8232	15847	17032	66399	7476	14119	383	424
rpoD_locusTag_ECDH10B_3242	3803	11717	1720	4445	1596	15877	1357	4314	2662	3761	2227	7655	1357	2493	105	115
rpoE_locusTag_ECDH10B_2741	1336	3276	1308	2167	808	5240	1314	2447	409	582	1234	3580	334	775	39	30
rpoH_locusTag_ECDH10B_3635	10431	45411	3355	6446	3480	25564	5938	13092	3495	3823	3964	12200	3270	7940	209	230
rpoN_locusTag_ECDH10B_3376	1626	6795	742	2251	1607	12666	2036	4402	882	1153	1020	4202	617	1286	63	31
rpoS_locusTag_ECDH10B_2909	3097	6246	3708	5898	3683	33456	8525	15339	1478	1492	2942	11578	1528	2788	160	144
rpoZ_locusTag_ECDH10B_3831	1154	1568	289	533	395	2487	305	268	288	357	722	1651	113	481	19	0
rprA_locusTag_ECDH10B_1824	10	0	0	12	8	22	0	24	0	0	0	23	0	0	0	0
rpsA_locusTag_ECDH10B_0981	18622	66814	15278	30682	8845	80960	7154	18196	7841	9197	13780	59280	6474	11243	681	579
rpsB_locusTag_ECDH10B_0149	9180	38043	6101	11495	4125	24952	2863	6940	5386	6421	5057	21117	2695	5811	272	191
rpsD_locusTag_ECDH10B_3471	13809	39867	8275	14793	7675	40206	4490	8522	6748	7537	9198	35601	3583	6861	195	237
rpsE_locusTag_ECDH10B_3478	8938	18695	5900	5522	2075	17213	1594	2780	2610	3276	3370	18139	2411	4092	197	197
rpsF_locusTag_ECDH10B_4395	19353	60318	10485	17184	4742	50157	2975	8926	6951	7793	9403	46395	5176	9233	591	375
rpsG_locusTag_ECDH10B_3516	6013	21673	3951	7537	3527	28707	3077	7044	3625	3587	4624	17242	2435	4418	209	217
rpsH_locusTag_ECDH10B_3481	5786	9618	4257	5174	2115	14239	1797	3213	1533	1855	2740	11659	1685	3800	68	88
rpsI_locusTag_ECDH10B_3407	3310	11724	1486	2999	1641	11883	1030	2395	1257	1674	1518	8087	1033	1645	75	60
rpsJ_locusTag_ECDH10B_3496	8942	23981	4388	7868	2940	19680	1893	3499	2581	3402	4956	19126	2137	3410	94	273
rpsK_locusTag_ECDH10B_3472	6356	9150	3204	3525	1174	11161	1109	1891	1315	1461	1499	7412	1106	2011	115	134
rpsM_locusTag_ECDH10B_3473	12927	27443	15820	10663	4831	30484	3559	9028	5446	4830	5539	25834	2741	9716	118	216
rpsN_locusTag_ECDH10B_3482	1632	3474	1356	1021	548	4649	373	998	548	419	698	3175	484	752	39	35
rpsO_locusTag_ECDH10B_3339	6000	17254	2796	8817	3715	30457	3749	7081	2972	5610	3469	11501	3042	4182	95	176
rpsP_locusTag_ECDH10B_2776	2328	7793	2182	2633	1165	8146	1269	1956	1810	1439	2071	7511	720	1426	75	133
rpsQ_locusTag_ECDH10B_3486	543	846	352	709	116	1826	93	316	236	653	178	975	277	335	0	23
rpsR_locusTag_ECDH10B_4397	3830	16178	2669	6807	1405	12038	754	1925	1723	1885	2215	11155	887	2538	159	72
rpsS_locusTag_ECDH10B_3491	2017	4953	2341	2116	551	5128	459	837	1330	771	988	6882	515	1383	11	20
rpsT_locusTag_ECDH10B_0024	3394	8034	1481	3491	1124	15139	1099	3152	820	2012	1336	5499	1707	1689	46	11
rpsU_locusTag_ECDH10B_3240	4895	24733	6528	8164	8875	14334	5406	12842	7555	4245	5068	11632	3035	6697	145	262
rpsV_locusTag_ECDH10B_1611	175	748	97	1214	258	2589	421	1762	174	524	300	713	120	240	19	0
rraA_locusTag_ECDH10B_4118	2665	3340	258	227	115	495	149	148	1363	1893	124	327	22	484	10	0
rraB_locusTag_ECDH10B_4448	1292	5275	876	1907	1186	8237	997	2425	1098	1678	518	2141	375	911	5	18
rrfA_locusTag_ECDH10B_4044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrfB_locusTag_ECDH10B_4160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrfC_locusTag_ECDH10B_3948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrfD_locusTag_ECDH10B_3449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrfE_locusTag_ECDH10B_4199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrfF_locusTag_ECDH10B_3447	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
rrfG_locusTag_ECDH10B_2756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrfH_locusTag_ECDH10B_0186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rrlA_locusTag_ECDH10B_4043	740	1834	787	814	331	3166	629	1284	504	439	199	1144	102	284	0	0
rrlB_locusTag_ECDH10B_4159	59	93	45	59	0	51	21	0	19	1	27	54	1	0	0	0
rrlC_locusTag_ECDH10B_3947	882	1341	742	698	504	3973	658	1507	431	419	316	1326	122	566	0	8
rrlD_locusTag_ECDH10B_3450	84	217	59	65	97	659	130	208	97	89	34	138	38	101	0	3
rrlE_locusTag_ECDH10B_4198	52	72	6	38	0	87	27	0	9	37	10	65	0	0	0	0
rrlG_locusTag_ECDH10B_2757	0	5	1	0	0	9	0	5	0	0	6	41	0	0	0	0
rrlH_locusTag_ECDH10B_0185	699	1589	1025	721	479	3681	899	1757	590	570	500	1608	145	359	8	2
rrmA_locusTag_ECDH10B_1960	320	958	243	404	289	1830	319	644	66	162	322	785	94	153	25	8
rrmJ_locusTag_ECDH10B_3353	2388	7531	932	1541	642	4387	1242	1890	1070	1764	790	3722	458	1174	17	35
rrsA_locusTag_ECDH10B_4040	0	0	0	14	0	0	2	0	0	0	0	15	0	0	0	0
rrsB_locusTag_ECDH10B_4157	54	228	128	66	28	374	81	97	62	29	37	163	40	17	6	0
rrsC_locusTag_ECDH10B_3945	111	821	217	318	147	1426	290	208	203	215	111	636	360	155	0	0
rrsD_locusTag_ECDH10B_3453	85	384	117	204	36	756	113	212	44	41	66	219	82	132	0	0
rrsE_locusTag_ECDH10B_4196	72	537	67	72	40	557	28	45	76	76	98	396	203	118	0	0
rrsG_locusTag_ECDH10B_2759	256	944	274	416	119	1410	280	444	233	88	131	572	294	145	0	0
rrsH_locusTag_ECDH10B_0182	96	616	98	110	110	819	179	170	80	75	101	315	163	50	0	0
rsd_locusTag_ECDH10B_4184	359	1621	438	573	642	7250	1234	3096	237	238	498	1267	376	598	8	14
rseA_locusTag_ECDH10B_2740	865	2587	665	1154	531	4423	1111	3141	330	581	734	3130	442	566	41	41
rseB_locusTag_ECDH10B_2739	436	2977	414	927	350	3568	366	1480	195	414	792	2335	263	492	58	24
rseC_locusTag_ECDH10B_2738	243	730	115	497	245	1194	318	478	124	180	135	498	141	255	19	0
rseP_locusTag_ECDH10B_0156	1931	6135	1208	1385	873	5063	669	2036	803	1040	1151	4232	625	1354	60	23
rsgA_locusTag_ECDH10B_4356	2013	5802	638	1307	695	7435	1094	2140	808	926	823	3241	453	673	96	28
rsmB_locusTag_ECDH10B_3463	995	3039	620	805	468	3860	412	1065	471	543	613	1845	372	693	3	14
rsmC_locusTag_ECDH10B_4528	600	2133	350	634	186	2606	170	703	188	345	185	1190	129	393	12	0
rsmD_locusTag_ECDH10B_3639	141	225	74	103	96	573	61	139	100	101	99	281	45	44	0	0
rspA_locusTag_ECDH10B_1714	0	11	21	17	20	201	31	64	0	10	0	13	4	19	0	0
rspB_locusTag_ECDH10B_1713	0	30	14	16	0	155	11	112	19	11	0	36	6	29	0	0
rssA_locusTag_ECDH10B_1294	722	1546	509	457	444	2769	660	1336	240	252	356	1120	58	358	44	12
rssB_locusTag_ECDH10B_1295	344	1079	282	329	196	1472	303	705	212	78	141	670	41	220	23	0
rstA_locusTag_ECDH10B_1741	92	494	77	100	71	988	88	250	186	327	106	416	50	112	0	5
rstB_locusTag_ECDH10B_1742	146	660	184	188	62	1253	142	194	211	342	73	295	51	72	0	0
rsuA_locusTag_ECDH10B_2341	457	2038	399	822	552	4608	545	1788	322	341	332	1409	197	471	12	9
rsxA_locusTag_ECDH10B_1761	213	794	84	236	204	1090	227	521	45	113	358	506	182	364	0	10
rsxB_locusTag_ECDH10B_1762	235	578	110	148	111	436	129	380	56	79	202	203	54	171	0	14
rsxC_locusTag_ECDH10B_1763	826	2469	744	846	468	3924	705	1190	136	235	369	2336	273	442	37	22
rsxE_locusTag_ECDH10B_1766	133	434	31	128	104	429	117	144	7	18	98	236	0	54	0	32
rsxG_locusTag_ECDH10B_1765	140	437	172	227	168	722	69	214	34	24	98	525	37	87	8	0
rtcA_locusTag_ECDH10B_3594	83	237	46	101	11	464	49	178	67	38	32	89	28	79	0	0
rtcB_locusTag_ECDH10B_3595	23	165	35	19	25	270	120	130	27	67	36	84	19	16	0	0
rtcR_locusTag_ECDH10B_3596	27	134	0	0	21	69	4	15	0	0	4	5	10	10	0	0
rtn_locusTag_ECDH10B_2334	341	1419	214	418	205	1643	365	609	55	218	224	571	30	318	0	25
rttR_locusTag_ECDH10B_1288	0	50	0	0	0	12	0	0	0	0	0	1	11	0	0	0
rumA_locusTag_ECDH10B_2953	191	605	89	126	111	1079	115	292	121	59	117	352	71	89	2	11
rumB_locusTag_ECDH10B_0929	130	476	107	98	7	230	5	22	11	109	57	271	27	98	0	0
rusA_locusTag_ECDH10B_0506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rutA_locusTag_ECDH10B_1084	0	0	0	0	0	4	5	0	0	0	0	25	0	0	0	0
rutB_locusTag_ECDH10B_1083	0	6	0	0	0	25	0	0	0	0	0	0	0	2	0	0
rutC_locusTag_ECDH10B_1082	0	0	0	0	0	9	18	0	0	0	0	0	0	0	0	0
rutD_locusTag_ECDH10B_1081	0	24	0	0	0	20	0	0	0	0	0	6	0	0	0	0
rutE_locusTag_ECDH10B_1080	0	0	0	0	0	14	0	0	0	0	0	34	0	0	0	0
rutF_locusTag_ECDH10B_1079	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
rutG_locusTag_ECDH10B_1078	20	9	16	46	9	220	48	115	17	0	37	38	17	4	0	0
rutR_locusTag_ECDH10B_1085	111	286	149	111	173	1386	283	422	89	69	83	227	65	134	0	6
ruvA_locusTag_ECDH10B_2002	96	285	57	101	73	593	266	465	19	75	61	194	48	54	0	0
ruvB_locusTag_ECDH10B_2001	305	519	148	332	176	2033	406	690	172	156	98	635	189	213	0	0
ruvC_locusTag_ECDH10B_2004	884	2142	497	580	308	2806	273	725	288	357	218	1682	173	501	11	0
rybA_locusTag_ECDH10B_0885	814	2613	506	564	345	3179	333	1202	216	74	224	1099	192	549	0	17
rybB_locusTag_ECDH10B_0916	17	42	2	0	12	12	24	5	0	0	15	7	0	14	0	0
rydB_locusTag_ECDH10B_1819	0	0	8	28	19	115	21	124	12	0	26	48	1	1	0	0
ryeA_locusTag_ECDH10B_1978	13	11	29	67	17	21	29	29	8	25	0	78	0	8	0	0
ryeB_locusTag_ECDH10B_1979	10	32	30	39	12	157	13	67	0	16	13	64	0	0	0	0
ryeC_locusTag_ECDH10B_2224	43	41	0	24	19	42	53	65	0	3	7	18	0	1	0	0
ryeD_locusTag_ECDH10B_2225	23	49	11	15	0	139	26	78	4	0	0	59	18	0	0	0
ryeE_locusTag_ECDH10B_2234	19	112	0	33	16	86	42	53	20	1	4	27	7	0	0	0
ryfA_locusTag_ECDH10B_2688	27	73	15	44	9	54	14	0	34	64	15	10	8	40	0	2
rygA_locusTag_ECDH10B_3007	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
rygB_locusTag_ECDH10B_3008	0	10	0	0	0	0	0	22	0	0	0	0	0	0	0	0
rygC_locusTag_ECDH10B_3087	0	0	8	0	0	42	0	13	7	0	0	0	0	2	0	0
rygD_locusTag_ECDH10B_3226	108	637	210	211	36	1133	299	753	117	100	127	532	88	198	0	15
ryhA_locusTag_ECDH10B_3384	33	68	2	30	0	106	25	61	0	16	0	70	0	0	0	0
ryhB_locusTag_ECDH10B_3614	0	0	0	0	19	57	2	13	0	0	0	7	0	0	0	0
ryiA_locusTag_ECDH10B_3992	240	956	73	445	528	924	185	322	329	345	314	224	168	443	0	0
ryjA_locusTag_ECDH10B_4253	0	13	0	0	0	2	0	6	0	0	0	0	0	1	0	0
rzoD_locusTag_ECDH10B_0514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rzoD_locusTag_ECDH10B_0622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rzoR_locusTag_ECDH10B_1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rzpD_locusTag_ECDH10B_0513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rzpD_locusTag_ECDH10B_0621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rzpR_locusTag_ECDH10B_1484	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
sanA_locusTag_ECDH10B_2301	34	223	8	39	0	378	23	75	28	46	48	188	8	0	0	0
sapA_locusTag_ECDH10B_1411	190	930	153	306	199	1370	204	584	99	151	101	615	167	84	0	26
sapB_locusTag_ECDH10B_1410	70	146	58	39	0	385	25	85	22	70	5	127	0	58	8	0
sapC_locusTag_ECDH10B_1409	77	243	63	19	73	246	50	66	0	51	62	95	36	23	0	0
sapD_locusTag_ECDH10B_1408	82	481	55	174	6	539	106	197	41	38	66	284	25	69	0	10
sapF_locusTag_ECDH10B_1407	139	443	64	103	60	472	18	164	59	70	85	217	53	57	0	0
sbcB_locusTag_ECDH10B_2158	373	885	237	278	185	1653	175	501	142	324	130	481	140	364	0	0
sbcC_locusTag_ECDH10B_0353	387	1621	219	454	329	3143	305	794	56	152	193	745	114	275	0	0
sbcD_locusTag_ECDH10B_0354	144	468	139	65	74	908	79	284	87	24	100	222	10	35	27	0
sbmA_locusTag_ECDH10B_0334	105	414	78	42	29	175	22	110	67	159	74	202	0	35	0	0
sbmC_locusTag_ECDH10B_2156	45	272	24	35	50	365	35	171	17	57	78	79	5	66	0	0
sbp_locusTag_ECDH10B_4106	447	1498	293	332	470	4622	1184	3495	167	270	452	1404	523	889	117	59
sdaA_locusTag_ECDH10B_1952	1266	2898	728	915	822	5880	672	2527	872	1135	705	2976	633	755	4	103
sdaB_locusTag_ECDH10B_2966	525	2035	582	1102	186	1505	141	302	202	221	316	1623	171	389	39	0
sdaC_locusTag_ECDH10B_2965	745	4187	973	2268	259	2630	210	661	634	1147	732	4246	331	614	24	11
sdhA_locusTag_ECDH10B_0790	1493	7403	3169	5555	2986	22498	3737	9238	882	422	3815	12164	994	1997	105	13
sdhB_locusTag_ECDH10B_0791	950	6119	2067	3108	2082	16064	2042	6587	590	314	2401	9722	614	1282	31	30
sdhC_locusTag_ECDH10B_0788	1000	4951	2831	3160	1573	9958	2298	5363	283	198	1572	7640	319	796	37	71
sdhD_locusTag_ECDH10B_0789	28	451	165	303	279	1566	351	510	52	33	250	1074	80	121	12	0
sdiA_locusTag_ECDH10B_2057	277	1042	148	353	57	780	92	395	61	106	175	521	56	136	7	9
secA_locusTag_ECDH10B_0080	5190	16982	3049	5210	2876	18602	3013	5730	2145	4681	2612	9736	1976	3293	56	103
secB_locusTag_ECDH10B_3791	1312	3043	611	1046	735	6246	517	1499	664	770	581	2075	323	436	20	17
secD_locusTag_ECDH10B_0364	3965	9889	2089	4007	1474	12381	1390	2992	1050	1789	1902	7682	950	2282	110	54
secE_locusTag_ECDH10B_4169	2062	5167	1169	1512	735	3474	828	1131	700	694	744	2847	431	1045	12	24
secF_locusTag_ECDH10B_0365	1328	3870	896	1829	639	4339	576	1431	537	830	1030	3168	419	816	39	10
secG_locusTag_ECDH10B_3349	4006	9620	996	1830	1025	5753	739	1131	1109	1264	1590	6528	852	1650	20	30
secM_locusTag_ECDH10B_0079	1336	4180	1011	1201	879	7374	972	2147	636	915	618	2925	512	930	43	20
secY_locusTag_ECDH10B_3475	22670	66833	13594	23434	10448	64152	6208	15314	12728	11568	18104	60681	6295	16250	497	403
selB_locusTag_ECDH10B_3771	1331	3697	501	801	232	3338	275	824	1381	1523	343	1058	174	611	24	0
selC_locusTag_ECDH10B_3840	0	140	31	0	0	79	16	24	0	11	17	87	0	0	0	0
selD_locusTag_ECDH10B_1902	755	1986	273	290	69	828	143	348	413	419	157	707	94	239	0	0
seqA_locusTag_ECDH10B_0752	185	1163	298	374	264	2160	388	882	272	396	230	769	227	247	39	0
serA_locusTag_ECDH10B_3088	1989	4301	968	1355	1437	12000	1770	5228	1023	1965	901	2243	1055	932	113	41
serB_locusTag_ECDH10B_4546	280	1160	272	468	412	3510	306	760	202	185	373	1048	237	274	0	0
serC_locusTag_ECDH10B_0977	1094	4141	1350	2005	827	8590	1097	2394	838	1216	1010	4014	335	797	27	37
serS_locusTag_ECDH10B_0963	3808	11507	1530	2871	607	5895	840	2219	2886	3010	1014	4706	386	1814	25	85
serT_locusTag_ECDH10B_1041	0	56	0	0	0	0	4	19	0	0	0	0	0	0	0	0
serU_locusTag_ECDH10B_2118	35	416	76	39	15	175	29	84	17	17	45	155	51	37	0	0
serV_locusTag_ECDH10B_2863	365	604	154	258	42	614	106	237	9	50	179	767	98	133	0	0
serW_locusTag_ECDH10B_0953	18	94	40	50	4	196	38	135	13	10	73	127	49	20	0	12
serX_locusTag_ECDH10B_1104	0	3	0	4	0	20	0	10	11	0	7	0	10	0	0	0
setB_locusTag_ECDH10B_2327	286	584	96	71	31	389	33	106	99	91	49	424	37	119	0	0
setC_locusTag_ECDH10B_3841	0	25	0	18	0	15	6	6	4	0	12	10	0	41	0	0
sfmA_locusTag_ECDH10B_0486	0	21	0	0	20	52	17	41	0	29	12	36	0	0	0	0
sfmC_locusTag_ECDH10B_0487	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
sfmD_locusTag_ECDH10B_0488	56	60	0	5	0	21	4	34	44	18	43	91	0	12	0	12
sfmF_locusTag_ECDH10B_0490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sfmH_locusTag_ECDH10B_0489	0	0	0	0	0	17	0	0	0	0	8	13	0	0	0	0
sfsA_locusTag_ECDH10B_0126	262	780	325	319	175	2500	375	932	308	177	130	563	191	227	0	0
sfsB_locusTag_ECDH10B_3362	323	969	130	256	140	1068	148	332	145	126	98	677	43	269	14	0
sgaE_locusTag_ECDH10B_4393	51	84	0	0	38	120	0	57	23	8	0	32	72	0	0	0
sgbE_locusTag_ECDH10B_3764	0	16	0	1	0	144	0	27	8	15	11	26	0	39	10	0
sgbH_locusTag_ECDH10B_3762	6	0	6	16	0	28	0	0	9	18	14	0	0	0	0	0
sgbU_locusTag_ECDH10B_3763	44	25	12	0	0	31	0	30	35	5	0	0	0	0	0	0
