Chr	Locus	Gene Name	CT State 1	CT State 2	CT State 3	CT State 4	CT State 5	CT State 6	CT State 7	CT State 8
DH10B	ECDH10B_2135	cobT	101.2	69.1	67.6	61.1	47.2	75.6	0	0
DH10B	ECDH10B_2136	cobS	28.3	8.3	21.2	7	12.8	35.2	0	0
DH10B	ECDH10B_2137	cobU	137.7	78.9	0	51.1	32.1	19.7	0	0
DH10B	ECDH10B_2138	insH-6	260.3	224	109.6	165.7	78.2	146.1	250.7	110.9
DH10B	ECDH10B_2141	insD-3	360.8	304.1	260.1	304.1	505.9	368.9	214.4	217.9
DH10B	ECDH10B_2142	insC-3	336.6	293.9	189.5	179.2	398.8	275.4	59.1	102.9
DH10B	ECDH10B_2144	yeeP	0	0	23.1	1.2	0	0	0	0
DH10B	ECDH10B_2146	flu	21.2	34.3	49	52.3	29.6	41	73.9	36.2
DH10B	ECDH10B_2147	yeeR	6.5	20.1	2.6	22.4	31.1	32.2	0	0
DH10B	ECDH10B_2148	yeeS	0	48.2	33.1	4.4	0	0	0	0
DH10B	ECDH10B_2149	yeeT	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2150	yeeU	0	39.6	0	0	0	0	0	0
DH10B	ECDH10B_2151	yeeV	0	0	0	8.6	0	0	0	0
DH10B	ECDH10B_2152	yeeW	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2153	yoeF	39.3	10.8	27.6	17.3	0	6.5	0	0
DH10B	ECDH10B_2154	yeeX	833	520.8	256.4	305.7	297.4	396.7	367.9	356.1
DH10B	ECDH10B_2155	yeeA	44.5	28.3	37.2	33.8	40.6	23.3	0	0
DH10B	ECDH10B_2156	sbmC	31.7	47.1	70.7	30.8	16.8	102.4	0	0
DH10B	ECDH10B_2157	dacD	1.7	11.2	20.3	14.2	10.9	37	197.7	0
DH10B	ECDH10B_2158	sbcB	67.4	123.4	75.3	72.3	89.2	149.4	34	0
DH10B	ECDH10B_2159	yeeD	39.6	0	64.9	70.4	7	128.3	0	0
DH10B	ECDH10B_2160	yeeE	6.6	5.1	187.1	199.3	166.8	70.5	917.2	119.8
DH10B	ECDH10B_2161	yeeF	101.1	129.7	210.4	277.3	154.6	91.8	142.9	560.3
DH10B	ECDH10B_2162	yeeY	85.2	72.8	37.1	48.1	89	58	0	0
DH10B	ECDH10B_2163	yeeZ	354.9	238.8	74.1	164.4	88.7	127.9	456.2	0
DH10B	ECDH10B_2164	yoeB	0	39.2	0	1	0	21.1	0	0
DH10B	ECDH10B_2165	yefM	0	24.4	0	57.9	145.3	30.6	96.4	0
DH10B	ECDH10B_2166	hisL	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2167	hisG	445.6	452.3	643.1	526.6	429.7	215.6	418.2	172.3
DH10B	ECDH10B_2168	hisD	273.5	396.2	381.5	296.3	181.7	232.5	176.8	302.5
DH10B	ECDH10B_2169	hisC	208.8	128.6	346.1	328.3	190.2	146.7	102	197.5
DH10B	ECDH10B_2170	hisB	335.1	287.5	239.1	285	180.3	217	261.5	39.6
DH10B	ECDH10B_2171	hisH	81.4	154.9	235.2	186	18.9	69.1	349.2	0
DH10B	ECDH10B_2172	hisA	150.8	212.7	342	290.6	51.8	193	148.1	592.3
DH10B	ECDH10B_2173	hisF	122.6	166.4	366.7	301.8	264.2	205.2	0	0
DH10B	ECDH10B_2174	hisI	142.5	94.3	302.9	178.9	221	255.4	297.6	0
DH10B	ECDH10B_2175	cld	577.4	860.5	1102.5	1106.2	425	898.8	457.9	345
DH10B	ECDH10B_2176	ugd	60.1	54.7	662.4	920.2	201.8	167	863.5	374.5
DH10B	ECDH10B_2177	gnd	1461.5	1444.9	829.7	961.3	481.9	1067.8	707.6	40.1
DH10B	ECDH10B_2180	insH-7	459.4	354.1	192.9	303	239.4	284.7	298.5	124.8
DH10B	ECDH10B_2182	wbbK	254.5	340.4	539.2	495.5	229	375.8	97.6	176.4
DH10B	ECDH10B_2183	wbbJ	271.4	270.8	455.4	420.2	307	261.9	0	0
DH10B	ECDH10B_2184	wbbI	303.9	204.6	297.9	278.9	155.5	204.7	73.4	113.6
DH10B	ECDH10B_2185	wbbH	183	201.8	478.2	519.4	293.2	423.7	676.2	84.6
DH10B	ECDH10B_2186	glf	228.9	274.6	381.3	475.8	236.4	305.5	362.9	0
DH10B	ECDH10B_2187	rfbX	188	141.8	297.1	402.1	415.7	330.7	0	248.6
DH10B	ECDH10B_2188	rfbC	312.6	216.5	289.8	360	305.2	202.9	0	0
DH10B	ECDH10B_2189	rfbA	551.3	321.1	480.7	637.9	232.8	631.3	234	447.6
DH10B	ECDH10B_2190	rfbD	328.6	354.8	395.5	549.9	268.8	338	391.2	0
DH10B	ECDH10B_2191	rfbB	350.8	366.3	516.6	595.7	356.1	531.1	0	259.7
DH10B	ECDH10B_2192	galF	421.7	423.5	741.1	607.2	306.2	292.9	0	1387.9
DH10B	ECDH10B_2193	wcaM	25.2	13.2	64.3	177.5	0	9.4	0	0
DH10B	ECDH10B_2194	wcaL	7.4	10.7	118.7	160.7	19.6	15.1	0	265.6
DH10B	ECDH10B_2195	wcaK	0	20.4	163.2	172.6	0	15	0	66
DH10B	ECDH10B_2196	wzxC	0	18.2	80.7	131.8	0	16.1	0	0
DH10B	ECDH10B_2197	wcaJ	0	0	148.4	110.9	0	18.2	0	0
DH10B	ECDH10B_2198	cpsG	0	0	171.2	187.8	1.2	0	0	0
DH10B	ECDH10B_2199	cpsB	0	3.2	360.9	269.3	19.9	2.1	0	0
DH10B	ECDH10B_2200	wcaI	0	0	246.5	416.7	0	5	0	299.5
DH10B	ECDH10B_2201	nudD	0	33.7	406.7	347	49.7	17.6	480.6	0
DH10B	ECDH10B_2202	fcl	0	0	480.7	618.7	8.2	4	0	408.7
DH10B	ECDH10B_2203	gmd	25.9	0	632.7	1008.8	12.8	50.1	335.4	389.6
DH10B	ECDH10B_2204	wcaF	9.1	0	167	150.8	0	0	0	0
DH10B	ECDH10B_2205	wcaE	16.1	0	191.4	235.2	29.8	12.4	0	0
DH10B	ECDH10B_2206	wcaD	0	8.8	394.2	493.2	15.7	19	0	0
DH10B	ECDH10B_2207	wcaC	14.8	5.7	140	240	0	12.6	0	23.2
DH10B	ECDH10B_2208	wcaB	0	0	116.9	102.6	0	18.9	0	0
DH10B	ECDH10B_2209	wcaA	0	0	252.4	243.3	0	13.8	130.1	0
DH10B	ECDH10B_2210	wzc	0	0	235.7	345	6.6	7.5	73	91.3
DH10B	ECDH10B_2211	wzb	0	0	188.8	97.9	43	0	0	825.7
DH10B	ECDH10B_2212	wza	3.5	0	229.2	222.8	26.5	0	0	111.3
DH10B	ECDH10B_2213	yegH	114.6	107.4	44.8	69.7	65.3	54.9	84.3	133.5
DH10B	ECDH10B_2214	asmA	157.9	145.3	105.8	159.8	173.4	115.9	0	121.7
DH10B	ECDH10B_2215	dcd	346.3	255.2	140.6	247.5	166.8	214.4	0	290.7
DH10B	ECDH10B_2216	udk	104.6	97.1	210.4	131.6	59.5	49.2	0	0
DH10B	ECDH10B_2217	yegE	23.6	36.9	52.6	47.1	75.3	42.5	69.5	0
DH10B	ECDH10B_2218	alkA	42.5	25.4	52.3	18	88.1	44.4	0	0
DH10B	ECDH10B_2219	yegD	40	21.6	48.1	54.1	30.6	63.7	0	0
DH10B	ECDH10B_2220	yegI	9.8	8.3	15.2	12.2	33.5	6.7	0	0
DH10B	ECDH10B_2221	yegJ	0	0	57.6	0	0	0	0	0
DH10B	ECDH10B_2222	yegK	0	14.1	0	5.2	0	0	0	0
DH10B	ECDH10B_2223	yegL	27.3	0	0	19.8	26.5	12.8	0	0
DH10B	ECDH10B_2226	mdtA	48.2	0	11.9	22.6	39.5	16.7	126.5	0
DH10B	ECDH10B_2227	mdtB	7.7	11.8	9.5	16.2	27	18.7	101.1	45.1
DH10B	ECDH10B_2228	mdtC	9.1	14.5	23.4	22.1	11.4	27	0	45.8
DH10B	ECDH10B_2229	mdtD	18.4	11.4	15.3	15.5	22.5	15.8	0	79.7
DH10B	ECDH10B_2230	baeS	0	37.3	7.7	20.9	14.7	13.2	0	0
DH10B	ECDH10B_2231	baeR	95.7	30.9	40.9	86.1	118.9	14.9	0	0
DH10B	ECDH10B_2232	yegP	39.1	0	44.4	48.2	0	0	0	0
DH10B	ECDH10B_2233	yegQ	30.2	88.1	53.6	117.7	74.8	110.3	0	0
DH10B	ECDH10B_2235	ogrK	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2237	yegR	0	26.6	0	17.1	0	0	0	0
DH10B	ECDH10B_2238	yegS	8.9	14.5	13.1	25.5	0	0	0	203.7
DH10B	ECDH10B_2242	insE-5	42.2	42.3	0	16.8	41.2	19.9	0	91.3
DH10B	ECDH10B_2243	insF-5	34.7	18.6	23.9	17.7	25.7	17.8	14	0
DH10B	ECDH10B_2244	gatD	428.6	371.1	85.2	76.2	42.8	37	0	162.5
DH10B	ECDH10B_2245	gatC	562.7	415.4	122.9	110.6	32.9	111.9	53.7	0
DH10B	ECDH10B_2246	gatB	464.4	302.4	214.5	32.1	0	0	0	0
DH10B	ECDH10B_2247	gatA	951.7	980.1	548.5	325.6	77.3	214.2	0	0
DH10B	ECDH10B_2249	gatY	3248.2	3254.3	1041.3	1315.5	510	445.8	752.6	0
DH10B	ECDH10B_2250	fbaB	32.4	29.2	116.1	137.7	24.2	21.2	0	200.9
DH10B	ECDH10B_2251	yegT	334.2	88.5	56.3	30.5	26.2	14.5	0	375.1
DH10B	ECDH10B_2252	yegU	268.4	81.9	61.8	40.3	61.8	37.5	120.8	0
DH10B	ECDH10B_2253	yegV	578.1	164.1	94.9	113.3	145	92.5	326.8	218.9
DH10B	ECDH10B_2254	yegW	92.6	41.2	72.6	64.8	108.7	51.5	113.8	0
DH10B	ECDH10B_2255	yegX	12.2	25.4	0	31.4	0	17.9	0	0
DH10B	ECDH10B_2256	thiD	33.8	8.6	20.9	22.5	23.8	40.4	0	0
DH10B	ECDH10B_2257	thiM	19.1	26.3	0	29.1	26.2	34.2	0	0
DH10B	ECDH10B_2258	rcnR	0	0	0	20.8	0	0	0	0
DH10B	ECDH10B_2259	yohM	0	15.9	34.7	14.7	15.4	0	0	0
DH10B	ECDH10B_2260	yohN	0	13.6	69.8	16	0	50	0	0
DH10B	ECDH10B_2262	yehB	6.1	8.7	4.8	3.4	0	5.9	0	0
DH10B	ECDH10B_2263	yehC	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2264	yehD	83.1	15.6	0	0	44	22.7	0	0
DH10B	ECDH10B_2265	yehE	35.6	0	0	8.8	0	21.8	0	0
DH10B	ECDH10B_2266	mrp	318.8	318.2	209.6	165.8	139.1	189.4	0	0
DH10B	ECDH10B_2267	metG	233.6	231.9	275.8	263	147.1	215.1	0	256.5
DH10B	ECDH10B_2272	yehI	4.7	11.6	15.5	10.7	19.7	14.8	0	0
DH10B	ECDH10B_2273	yehK	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2274	yehL	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2275	yehM	4.4	5.7	4.8	5.1	7	2.7	0	0
DH10B	ECDH10B_2276	yehP	0	9.5	0	0	0	0	0	0
DH10B	ECDH10B_2277	yehQ	10.3	6.7	5.3	3.7	0	0	0	0
DH10B	ECDH10B_2278	yehR	39.1	10	27.7	41.2	75.8	0	262.8	0
DH10B	ECDH10B_2279	yehS	55.3	150.3	46.1	143.2	128.4	98.1	0	299.4
DH10B	ECDH10B_2280	yehT	156	189.2	108.2	152	46.4	74.9	0	0
DH10B	ECDH10B_2281	yehU	29.1	23.7	17.5	53.6	37.8	25.6	108	0
DH10B	ECDH10B_2282	mlrA	42.5	22.1	103.7	67.8	82.6	34.7	0	0
DH10B	ECDH10B_2283	yohO	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2284	yehW	15.1	25.2	145.5	120.2	123.9	96.8	0	0
DH10B	ECDH10B_2285	yehX	16.2	15.8	57.4	15.5	51.5	0	0	0
DH10B	ECDH10B_2286	yehY	40.7	17.9	14.5	29.2	71.5	23.3	0	207
DH10B	ECDH10B_2287	yehZ	26.2	41.9	95.6	49.8	0	29.4	0	0
DH10B	ECDH10B_2288	bglX	79.8	69.3	104.7	95.8	46.4	87.8	0	0
DH10B	ECDH10B_2289	dld	117.4	195.1	170.1	191.8	116.9	165.1	56.6	164.3
DH10B	ECDH10B_2290	pbpG	90.3	81.6	57.1	36.8	59.7	25.6	0	105.8
DH10B	ECDH10B_2291	yohC	0	24.9	0	26.9	0	14.4	0	0
DH10B	ECDH10B_2292	yohD	26	61.1	57.9	21.3	41.2	59.9	0	0
DH10B	ECDH10B_2293	yohF	35.5	0	9.1	20.4	50.1	27.3	0	0
DH10B	ECDH10B_2294	yohG	0	7.1	0	4.8	0	0	0	0
DH10B	ECDH10B_2296	yohH	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2297	dusC	10.6	14.6	12.5	60.2	26.9	39.8	0	0
DH10B	ECDH10B_2298	yohJ	168.4	206.4	19.8	20.4	0	17.4	0	742.1
DH10B	ECDH10B_2299	yohK	157	84	38.2	77.4	0	29.9	0	0
DH10B	ECDH10B_2300	cdd	393.1	264.3	25.6	53.3	79.1	45.2	0	0
DH10B	ECDH10B_2301	sanA	7	13.9	42.5	33.6	0	0	0	0
DH10B	ECDH10B_2302	yeiS	33.4	12.8	0	6.2	0	0	0	0
DH10B	ECDH10B_2303	yeiT	54.2	68.3	13.5	1	30.8	7.5	0	0
DH10B	ECDH10B_2304	yeiA	106.3	150	12	10.6	20.6	23.7	0	0
DH10B	ECDH10B_2305	mglC	33.7	16.7	28.3	48.9	92.9	28.9	0	0
DH10B	ECDH10B_2307	mglB	253.9	31.6	112.5	166.7	146.6	216.6	0	0
DH10B	ECDH10B_2308	galS	27	22.9	32.2	45.1	55	57	116.6	216.7
DH10B	ECDH10B_2309	yeiB	90.9	74.4	161.8	130.2	211.6	99.8	0	0
DH10B	ECDH10B_2310	folE	181.3	332.4	215.2	404.1	392.5	151.9	435.6	0
DH10B	ECDH10B_2311	yeiG	198.8	135.1	214.4	214.3	87.5	99.4	319.1	572.8
DH10B	ECDH10B_2312	cirA	39.8	35.5	453.4	370.5	139	73.5	170.7	219.4
DH10B	ECDH10B_2313	lysP	119.4	139.8	191.2	184.2	119.1	179.7	57.8	0
DH10B	ECDH10B_2314	yeiE	394.4	180.6	85	61.9	0	109.1	0	0
DH10B	ECDH10B_2315	yeiH	35.3	30	27.2	17.9	34.9	22	0	0
DH10B	ECDH10B_2316	nfo	74.8	115.7	112.6	82.4	79.8	92.4	0	0
DH10B	ECDH10B_2317	yeiI	52.5	54.4	3.6	57	23.4	65.8	0	38.8
DH10B	ECDH10B_2318	yeiJ	0	0	17.3	22.5	0	6.2	0	0
DH10B	ECDH10B_2319	rihB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2320	yeiL	0	7	0	2.2	0	0	0	0
DH10B	ECDH10B_2321	yeiM	18.4	27.7	15	15.2	35.6	20.3	0	0
DH10B	ECDH10B_2322	yeiN	0	9	21	25	23.7	12.3	25.9	0
DH10B	ECDH10B_2323	yeiC	0	1.6	2.1	22.6	30.4	15.5	0	0
DH10B	ECDH10B_2324	fruA	3395.9	2619.5	4005	3675.7	2435.2	1990.3	1320.3	1733.3
DH10B	ECDH10B_2325	fruK	2194.2	2218.3	3556.4	2669.3	1488.1	1792	659.4	931
DH10B	ECDH10B_2327	setB	39	41.7	15	71.9	156.2	78.2	0	0
DH10B	ECDH10B_2328	yeiW	0	0	0	41.7	118.6	21.1	0	0
DH10B	ECDH10B_2329	yeiP	283.5	276.6	161.7	217.3	169.4	247.3	0	418.3
DH10B	ECDH10B_2330	yeiQ	125.8	63.5	28.9	48.2	22.8	33.1	0	0
DH10B	ECDH10B_2331	yeiR	62	67	47.9	103.1	104.8	70.2	0	0
DH10B	ECDH10B_2332	yeiU	67.4	57.1	52.5	79.9	100.3	93.8	0	0
DH10B	ECDH10B_2333	spr	670.2	407.1	723.4	709	721.4	559.6	0	248.7
DH10B	ECDH10B_2334	rtn	29.6	78.1	102	84.7	14.3	149.4	0	226.4
DH10B	ECDH10B_2335	yejA	29.8	51.7	50	50.9	81.5	58.6	0	0
DH10B	ECDH10B_2336	yejB	23.8	19	17.1	26.4	53.8	54.2	0	0
DH10B	ECDH10B_2337	yejE	0	13.5	37.5	27.7	0	36.8	11.8	109.9
DH10B	ECDH10B_2338	yejF	123	93.9	359.7	258.3	464.4	415.1	725.4	869
DH10B	ECDH10B_2339	yejG	313.9	111.5	551.6	211.3	147.6	388.4	1654	858.3
DH10B	ECDH10B_2340	bcr	127.1	142.1	184.6	189.6	236.5	170.1	152.9	11.8
DH10B	ECDH10B_2341	rsuA	329.9	169.2	301.7	312.4	377.3	343	209.3	162.1
DH10B	ECDH10B_2342	yejH	33	45	25.8	39.8	43.4	44.6	0	0
DH10B	ECDH10B_2343	rplY	1087	796.5	1186.6	1572.7	1267.6	1442.9	2982	841
DH10B	ECDH10B_2344	yejK	103.4	116.8	257.3	214.7	116.8	111.5	0	0
DH10B	ECDH10B_2345	yejL	39.6	87.7	0	99.7	286.2	0	0	0
DH10B	ECDH10B_2346	yejM	212.4	177	391.9	339.8	310.9	367.8	0	0
DH10B	ECDH10B_2348	yejO	94.2	24.8	50.3	74.1	51.3	65.6	33.8	95.5
DH10B	ECDH10B_2349	insH-8	438.7	420.7	199.7	302	192.5	253.7	334.3	221.8
DH10B	ECDH10B_2350	narP	117.6	146.1	33.5	35.1	68.8	60.6	0	0
DH10B	ECDH10B_2351	ccmH	63.8	127.2	24.3	22.8	12.1	94.3	0	133.9
DH10B	ECDH10B_2352	ccmG	41.3	27.6	15.9	15.1	0	40	0	0
DH10B	ECDH10B_2353	ccmF	37.6	39.2	42.6	7.5	22.1	42.8	162.4	101.5
DH10B	ECDH10B_2354	ccmE	20.9	75.3	34.9	0	0	28.9	0	0
DH10B	ECDH10B_2355	ccmD	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2356	ccmC	48.9	59.4	26.7	12.4	0	24	0	0
DH10B	ECDH10B_2357	ccmB	66.5	53.4	53.5	7.8	0	25.6	0	0
DH10B	ECDH10B_2358	ccmA	77.1	330.5	4.7	18.2	45.9	158	0	0
DH10B	ECDH10B_2359	napC	221.1	95.7	0	0.8	0	131.5	0	0
DH10B	ECDH10B_2360	napB	156	20.5	0	0	77.8	8.6	0	0
DH10B	ECDH10B_2361	napH	56.9	54.3	6.8	8.3	0	80.2	0	0
DH10B	ECDH10B_2362	napG	38.9	139.3	0	0	0	66.4	0	0
DH10B	ECDH10B_2363	napA	361.2	194	13.9	3.3	0	109	0	0
DH10B	ECDH10B_2364	napD	72.2	72.9	0	0	0	0	0	0
DH10B	ECDH10B_2365	napF	113.4	129	0	0	35.4	26.4	0	0
DH10B	ECDH10B_2366	eco	176.3	275.4	62.5	121.8	81.4	148	0	0
DH10B	ECDH10B_2367	mqo	110.8	29	749.5	662.7	362.4	324.5	294.9	196.9
DH10B	ECDH10B_2368	yojI	20.7	35.1	114.5	168	128.8	98.8	310.2	154.4
DH10B	ECDH10B_2369	alkB	20	52	12.1	14	41.6	13	0	0
DH10B	ECDH10B_2370	ada	22.6	5.8	27.8	41.1	88.2	71.6	0	0
DH10B	ECDH10B_2371	yojL	0	43.7	25.2	47.7	82.9	160.4	0	240.3
DH10B	ECDH10B_2372	ompC	231.6	208.4	329.5	356.3	210.5	113	219.9	0
DH10B	ECDH10B_2374	rcsD	232.6	282.7	266.7	271.8	219.1	240.6	122.6	216.3
DH10B	ECDH10B_2375	rcsB	640.7	379.4	286.2	386.4	308	408.1	0	779.7
DH10B	ECDH10B_2376	rcsC	79.9	104.8	156.7	140.8	69.8	122.7	89.5	0
DH10B	ECDH10B_2377	atoS	40.6	22.7	5.4	7	0	21.9	0	0
DH10B	ECDH10B_2378	atoC	73.8	35.5	0	11.1	27.6	12.2	0	0
DH10B	ECDH10B_2379	atoD	0	0	0	4.8	0	0	0	0
DH10B	ECDH10B_2380	atoA	0	0	0	3	0	0	0	0
DH10B	ECDH10B_2381	atoE	0	0	2.2	0	15.6	0	0	0
DH10B	ECDH10B_2382	atoB	14.4	11.7	0	8.8	0	0	0	0
DH10B	ECDH10B_2383	yfaP	6.5	0	0	6	0	12.9	0	0
DH10B	ECDH10B_2384	yfaQ	10.3	0	0	4.2	0	3.7	0	68.4
DH10B	ECDH10B_2388	yfaT	22.5	11.1	22.1	0	45.9	0	0	0
DH10B	ECDH10B_2389	yfaA	10.7	34.2	28.6	32	11.3	27.8	0	0
DH10B	ECDH10B_2390	gyrA	747	721.5	931.9	1046.6	752.7	1073.1	318.8	305.8
DH10B	ECDH10B_2391	ubiG	166.4	127.7	156.8	138.4	123.3	149.1	0	351
DH10B	ECDH10B_2392	yfaL	31.5	34.7	26.8	34.3	37.3	16.8	0	0
DH10B	ECDH10B_2393	nrdA	473.7	463.2	492.6	417.7	362	477	0	172.7
DH10B	ECDH10B_2394	nrdB	296.1	245.6	326.9	243.6	180.1	445.3	171.8	124.7
DH10B	ECDH10B_2395	yfaE	11.8	21.1	3.9	11.6	12.5	33.2	0	0
DH10B	ECDH10B_2396	inaA	92.4	57.9	28.8	75.5	139.3	50.9	0	0
DH10B	ECDH10B_2397	yfaH	67.8	0	0	0	0	0	0	0
DH10B	ECDH10B_2398	glpQ	3940.6	3112.9	907.2	889.2	673.8	721.5	67.6	0
DH10B	ECDH10B_2399	glpT	3411.3	2497.5	692.9	581.4	502.4	521.3	0	0
DH10B	ECDH10B_2400	glpA	1159.5	988.7	41.8	48.7	63.5	165	0	138.5
DH10B	ECDH10B_2401	glpB	1024.1	1126.1	56.3	86.9	68.2	251.8	0	0
DH10B	ECDH10B_2402	glpC	1037.1	1272.1	58.8	69.5	30.7	291	0	0
DH10B	ECDH10B_2403	yfaD	56.8	37.6	0	8.8	0	0.9	0	0
DH10B	ECDH10B_2404	ypaA	0	0	0	23.9	0	0	0	0
DH10B	ECDH10B_2405	yfaU	31.2	7.7	0	22.1	0	24.9	0	0
DH10B	ECDH10B_2406	yfaV	0	0	0	6.9	0	0	0	0
DH10B	ECDH10B_2407	yfaW	0.8	3.8	0	5.3	5.2	8.2	0	0
DH10B	ECDH10B_2408	yfaX	0	0	0	6	22.4	51.1	0	0
DH10B	ECDH10B_2409	yfaY	85.8	126	113.1	129.2	83.3	102.4	0	82
DH10B	ECDH10B_2410	yfaZ	27.7	0	0	1.8	0	0	0	0
DH10B	ECDH10B_2411	yfaO	28.2	37.9	0	58.6	33.6	61.5	0	0
DH10B	ECDH10B_2412	ais	0	0	31.1	43	10.6	33.2	0	0
DH10B	ECDH10B_2413	arnB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2414	arnC	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2415	arnA	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2416	yfbH	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2417	arnT	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2418	yfbW	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2419	yfbJ	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2420	pmrD	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2421	menE	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2422	menC	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2423	menB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2424	yfbB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2425	menD	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2426	menF	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2427	elaB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2428	elaA	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2431	elaD	0	0	0	4.5	0	0	0	0
DH10B	ECDH10B_2433	yfbL	0	0	0	0	37.7	0	0	0
DH10B	ECDH10B_2434	yfbM	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2435	yfbN	18.2	0	0	15.2	0	10.7	0	0
DH10B	ECDH10B_2436	yfbO	0	0	0	0.5	103.4	0	0	0
DH10B	ECDH10B_2437	yfbP	18.8	25.3	0	45.2	46.7	36.2	0	0
DH10B	ECDH10B_2438	nuoN	538.2	494.3	816.2	775.9	531.7	459.2	114	143.4
DH10B	ECDH10B_2439	nuoM	292.3	271.6	526.5	502.9	155	265.8	39.7	165.9
DH10B	ECDH10B_2440	nuoL	319.5	456.6	635.9	666.1	421.6	388.4	270.2	252.6
DH10B	ECDH10B_2441	nuoK	145.6	81.3	318.9	143.5	110.3	83.9	0	604.9
DH10B	ECDH10B_2442	nuoJ	429.9	199.6	744.4	339.7	129	266.4	0	25.4
DH10B	ECDH10B_2443	nuoI	232.6	214	314.1	444.1	164.1	171.6	0	0
DH10B	ECDH10B_2444	nuoH	260.4	280.9	509.1	467.6	411.7	263.8	0	100.9
DH10B	ECDH10B_2445	nuoG	689.7	589.8	721.5	923.6	375.6	739.9	168.8	196
DH10B	ECDH10B_2446	nuoF	529.8	518.7	620.5	555.7	383	481.7	136.1	42.2
DH10B	ECDH10B_2447	nuoE	898.5	916.9	543.2	858.2	381.2	387.4	0	0
DH10B	ECDH10B_2448	nuoC	1133.3	909	1112.3	1057.1	511.1	649.6	134.7	7.8
DH10B	ECDH10B_2449	nuoB	831.7	589.6	297.4	479.3	177.6	327.6	0	0
DH10B	ECDH10B_2450	nuoA	1065.8	857.9	730.6	509.2	236.6	454.4	0	762.2
DH10B	ECDH10B_2451	lrhA	136.7	173.7	80.9	59.2	33.9	129.6	25.9	0
DH10B	ECDH10B_2452	yfbQ	307	692.4	347.3	360.1	449.5	285.2	89.7	0
DH10B	ECDH10B_2453	yfbR	175.5	70.5	175.8	160.6	39.8	89.8	161.9	564
DH10B	ECDH10B_2455	yfbT	328	186.8	209	120.3	207.8	113.6	0	0
DH10B	ECDH10B_2456	yfbU	101.3	230.1	12	205.2	157.5	129.1	539.6	0
DH10B	ECDH10B_2457	yfbV	59.4	96.2	25.9	97	34.9	70.9	0	216.4
DH10B	ECDH10B_2458	ackA	1548.5	1709.7	907.3	1019	1168.1	1044.1	565.2	949.4
DH10B	ECDH10B_2459	pta	652	1498.8	637.5	724.1	805	841.9	124.5	374.7
DH10B	ECDH10B_2460	yfcC	59.3	76.4	12.3	19	38.7	60.3	0	92.7
DH10B	ECDH10B_2461	yfcD	164.3	372.7	172.5	126.5	26.4	165.9	0	0
DH10B	ECDH10B_2462	yfcE	146.3	133.1	136.8	149.1	163.4	122.1	0	0
DH10B	ECDH10B_2463	yfcF	90.2	71.6	169.7	15.3	202.3	93.1	0	196.7
DH10B	ECDH10B_2464	yfcG	26.3	0	0	13.7	0	0	0	0
DH10B	ECDH10B_2465	folX	301.1	65.7	184.7	123.2	140.3	38.2	0	0
DH10B	ECDH10B_2466	yfcH	220.9	137.7	216.2	83.2	106.8	62.9	0	0
DH10B	ECDH10B_2467	yfcI	57.4	7.8	46.5	27.5	33.9	45.8	0	0
DH10B	ECDH10B_2468	hisP	10.4	0	8.9	23.6	55.5	8	0	0
DH10B	ECDH10B_2469	hisM	12.6	27.9	11	15.9	31.1	26.9	0	0
DH10B	ECDH10B_2470	hisQ	0	28	70.3	34.5	0	60.5	0	0
DH10B	ECDH10B_2471	hisJ	49.9	67.8	23.9	100.4	229.7	82.6	0	252.1
DH10B	ECDH10B_2472	argT	48.7	4.9	31.5	46.4	115.9	45.2	0	216.1
DH10B	ECDH10B_2473	ubiX	77.4	0	41.5	24.7	27.9	68.9	255.6	0
DH10B	ECDH10B_2474	purF	63.4	48.7	92.2	75.5	64	126.3	0	0
DH10B	ECDH10B_2475	cvpA	143.5	265.9	286.3	280.4	234.3	245.7	794.5	0
