Chr	Locus	Gene Name	EF State 1	EF State 2	EF State 3	EF State 4	EF State 5	EF State 6	EF State 7	EF State 8
DH10B	ECDH10B_2206	wcaD	0	3.1	199.9	269.8	0	3.7	9.3	0
DH10B	ECDH10B_2207	wcaC	0	1.2	57.3	67.8	0	3.9	6.2	6.2
DH10B	ECDH10B_2208	wcaB	12.5	0	93.1	26.3	0	1.9	0	6.2
DH10B	ECDH10B_2209	wcaA	0	2.3	133.6	123.8	0	2.1	0	6.8
DH10B	ECDH10B_2210	wzc	5.9	8.3	106.9	136.6	17.8	9.1	12.9	6.3
DH10B	ECDH10B_2211	wzb	0	1.1	22.2	47.1	0	0	11.9	0
DH10B	ECDH10B_2212	wza	5	1.2	59.9	110.1	0	0	13.3	2.9
DH10B	ECDH10B_2213	yegH	52	52.7	93.4	65.3	14.1	56.3	24.8	43.4
DH10B	ECDH10B_2214	asmA	148.3	203	137.9	124.9	125.2	151.7	190.3	161.1
DH10B	ECDH10B_2215	dcd	345.4	250	222.8	208.2	107.8	245.5	356.4	261.8
DH10B	ECDH10B_2216	udk	143.7	140.6	70.9	126.1	103.3	70.1	70.7	91.6
DH10B	ECDH10B_2217	yegE	40.3	41.9	48.9	49.4	34.6	49.5	78.2	51.3
DH10B	ECDH10B_2218	alkA	29.4	21	79.5	30.9	76	32.8	64.2	38
DH10B	ECDH10B_2219	yegD	59.5	63.7	99.2	55.1	43.1	60.5	43.6	17.8
DH10B	ECDH10B_2220	yegI	9.7	11.5	10.9	12.1	0	21	15.9	9.9
DH10B	ECDH10B_2221	yegJ	0	2.7	0	0	11.6	9.6	0	2.6
DH10B	ECDH10B_2222	yegK	23.5	5.8	8	0	0	2.2	10.9	3.2
DH10B	ECDH10B_2223	yegL	0	4.8	19.5	12.2	17.7	3.4	0	11.9
DH10B	ECDH10B_2226	mdtA	14.3	10.6	22.5	15.9	25.1	10.7	10.3	23.5
DH10B	ECDH10B_2227	mdtB	8.6	16.9	21.9	18.5	10.9	15.2	10.2	9.7
DH10B	ECDH10B_2228	mdtC	18.2	17.8	19.5	24.9	16.9	12	9.1	13.5
DH10B	ECDH10B_2229	mdtD	10.6	16.3	12.9	0.4	13.9	8.2	6.9	7
DH10B	ECDH10B_2230	baeS	18.4	18.3	8.1	15.7	7.7	14.4	1.1	23.2
DH10B	ECDH10B_2231	baeR	59.9	79	185.7	189.8	151.3	124.7	111	184.9
DH10B	ECDH10B_2232	yegP	0	12.3	36.4	27.4	29.6	50.2	154.6	93.3
DH10B	ECDH10B_2233	yegQ	86.1	122	135.9	77.9	106.6	114.6	109.5	82
DH10B	ECDH10B_2235	ogrK	15	0	0	0	0	8.5	31.1	11
DH10B	ECDH10B_2237	yegR	0	0	0	0	0	3.6	0	0
DH10B	ECDH10B_2238	yegS	9.4	3.3	15.2	8.9	0	3.7	0	6.7
DH10B	ECDH10B_2242	insE-5	36.6	8.7	22.1	8.7	14.5	22.4	22	27.3
DH10B	ECDH10B_2243	insF-5	33.1	26	5.2	19.8	12.4	14.9	14.8	23.7
DH10B	ECDH10B_2244	gatD	199.4	100.5	50.3	51.5	7.8	10.5	11.6	7.8
DH10B	ECDH10B_2245	gatC	271.5	150.3	121.9	73.5	21.8	12.2	18.4	16.2
DH10B	ECDH10B_2246	gatB	69.4	61.5	79.8	37.6	0	19.6	0	0
DH10B	ECDH10B_2247	gatA	258.8	285.7	237.7	163.3	144.5	94.1	78.5	168.5
DH10B	ECDH10B_2249	gatY	966.3	759.8	1075.1	1066	558.8	636.3	461.2	612.3
DH10B	ECDH10B_2250	fbaB	11.2	22.8	169.3	95.2	84.3	117.6	153.1	158.5
DH10B	ECDH10B_2251	yegT	36.5	14.6	43.3	12.6	65.2	85.6	75.2	145
DH10B	ECDH10B_2252	yegU	33.3	33.9	23.4	36.8	118.6	145.5	334.4	279.5
DH10B	ECDH10B_2253	yegV	75	75.8	86.4	99.9	196.7	194.1	494.4	447.6
DH10B	ECDH10B_2254	yegW	31.5	54.7	36.6	56	8.4	52.9	121.6	45.2
DH10B	ECDH10B_2255	yegX	9.8	5.2	26.9	15.1	10.9	25.7	9.2	19.2
DH10B	ECDH10B_2256	thiD	22.9	19.1	27.5	6.7	6.7	11.9	18	1.1
DH10B	ECDH10B_2257	thiM	14.9	17	0	12.9	15.9	13.1	32.6	16.1
DH10B	ECDH10B_2258	rcnR	13.8	24.3	0	0	0	15.1	5.5	24.3
DH10B	ECDH10B_2259	yohM	18.3	30.6	0	23.4	14.1	11.6	0	11.7
DH10B	ECDH10B_2260	yohN	38.9	35.8	8.9	14.2	13.2	29.5	0	33.8
DH10B	ECDH10B_2262	yehB	6.1	6	0	4.1	0	3	0	4.9
DH10B	ECDH10B_2263	yehC	3.9	0	0	0	11.2	0	0	0
DH10B	ECDH10B_2264	yehD	13.9	25.9	0	8.9	0	3.2	1.4	0
DH10B	ECDH10B_2265	yehE	26.7	11.8	10.8	0	0	5.1	0	0
DH10B	ECDH10B_2266	mrp	259.1	294	171.5	190.8	134.9	85.4	71.6	88.9
DH10B	ECDH10B_2267	metG	231.7	296.9	184.6	261.7	112.8	91.6	63.6	62.7
DH10B	ECDH10B_2272	yehI	11.5	9	16.5	9.4	11.1	11.1	6.5	15.5
DH10B	ECDH10B_2273	yehK	0	6	0	0	0	7.5	0	0
DH10B	ECDH10B_2274	yehL	0	0.6	0	0	0	2.6	12.5	0.8
DH10B	ECDH10B_2275	yehM	8.5	6.1	4.3	5.9	7.9	8.1	26.6	22.5
DH10B	ECDH10B_2276	yehP	0	3.2	0	0	22.9	4.5	9.3	0
DH10B	ECDH10B_2277	yehQ	18.4	18.9	0	11.3	23.3	17.1	5.3	16
DH10B	ECDH10B_2278	yehR	109	59.8	13.1	56.9	29.1	46.9	109.8	37.2
DH10B	ECDH10B_2279	yehS	146.9	134.7	217.4	212.9	97.1	133.2	188	152.5
DH10B	ECDH10B_2280	yehT	96.8	76.9	146.4	225.6	99.6	112.9	52.6	93
DH10B	ECDH10B_2281	yehU	40.2	19.2	59.8	43.2	33	53.4	31.9	46.7
DH10B	ECDH10B_2282	mlrA	23.2	69.2	38.3	51.3	61.2	90.8	115.8	148.8
DH10B	ECDH10B_2283	yohO	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2284	yehW	133.8	130	106.7	90.1	90.6	61.6	111.7	89
DH10B	ECDH10B_2285	yehX	27.4	7.8	24.5	16.8	22.2	20	27.8	23.4
DH10B	ECDH10B_2286	yehY	14.2	5.5	13.1	26.9	30.2	35.3	26.1	63.1
DH10B	ECDH10B_2287	yehZ	0	14.6	1.7	43.8	42	39.8	70.1	55.9
DH10B	ECDH10B_2288	bglX	73.3	74.7	102	59.3	39.4	79.3	64.6	90.1
DH10B	ECDH10B_2289	dld	128.4	152.5	131.7	190.3	188.1	182.3	148.7	205.5
DH10B	ECDH10B_2290	pbpG	45.9	51.4	30.1	79.9	18.3	95.2	13.8	47.9
DH10B	ECDH10B_2291	yohC	14.4	25.8	55.5	35.6	29	39.5	70.8	66.2
DH10B	ECDH10B_2292	yohD	43.1	51	51.1	121.3	15.5	55.1	66.7	63.1
DH10B	ECDH10B_2293	yohF	5.6	32.9	7	35.9	10.6	24.2	0	21.8
DH10B	ECDH10B_2294	yohG	0	2.6	0	0	11.5	3.9	0	1.7
DH10B	ECDH10B_2296	yohH	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2297	dusC	23.3	29.5	45.6	19.8	15.1	27.2	28.7	17.8
DH10B	ECDH10B_2298	yohJ	86.1	67.2	239.5	61.8	20.2	35.2	39.8	37.8
DH10B	ECDH10B_2299	yohK	92	57.1	71.9	61.6	63.1	60.5	26.1	36.4
DH10B	ECDH10B_2300	cdd	46.3	85.8	65.1	53.9	40.5	53.3	26.5	67.8
DH10B	ECDH10B_2301	sanA	19	44.5	8.4	26.8	0	35.1	12.6	22.6
DH10B	ECDH10B_2302	yeiS	49	12.5	0	0	0	4.7	0	32.7
DH10B	ECDH10B_2303	yeiT	20.1	22.7	3.7	0	0	6.5	9.2	12.4
DH10B	ECDH10B_2304	yeiA	16.4	15.3	0	13	13.8	6.3	13.5	20.3
DH10B	ECDH10B_2305	mglC	5.1	16.5	0.8	29.7	13.3	36.7	77.9	50.7
DH10B	ECDH10B_2307	mglB	30.2	42	47.1	133.1	149.9	261.4	429.6	634
DH10B	ECDH10B_2308	galS	107.2	49.6	56.8	31.4	34.4	56.3	43.6	42.6
DH10B	ECDH10B_2309	yeiB	115	119.1	188.6	117.1	162.6	81.7	109.8	65.9
DH10B	ECDH10B_2310	folE	104.8	166.3	183.7	358.2	321.6	329.7	185.6	252.6
DH10B	ECDH10B_2311	yeiG	102.9	158.6	266.4	133.9	155.3	183.8	117.6	159.7
DH10B	ECDH10B_2312	cirA	26.5	45.9	552.1	578.7	172.8	243.1	89.3	81.2
DH10B	ECDH10B_2313	lysP	138	148.2	113.5	107.6	139	128.5	56.1	72.3
DH10B	ECDH10B_2314	yeiE	196.4	211.9	66.2	88.1	43.7	20.5	12	14.7
DH10B	ECDH10B_2315	yeiH	66.8	39.1	15.9	7.1	5.1	23.3	16.6	28.2
DH10B	ECDH10B_2316	nfo	104.8	117	100.8	147.5	136.9	159.9	110.3	197.3
DH10B	ECDH10B_2317	yeiI	102.4	63.5	105.9	47.8	93.8	87.5	69.5	70.1
DH10B	ECDH10B_2318	yeiJ	3	10.2	25.5	4.7	0	6.2	3	1
DH10B	ECDH10B_2319	rihB	7.5	2.8	0	0	0	0	0	1
DH10B	ECDH10B_2320	yeiL	0	4.5	0	0	36.7	3.1	0	9.1
DH10B	ECDH10B_2321	yeiM	12	15.5	24.3	15.9	10	15.9	15.1	29.9
DH10B	ECDH10B_2322	yeiN	14	16.5	49.3	52.5	29.6	34.9	16.1	23.8
DH10B	ECDH10B_2323	yeiC	17.5	5	0	33.6	16.2	14.1	40.2	10.2
DH10B	ECDH10B_2324	fruA	2046.9	1573.5	3846.9	3019.8	3417.3	3339.9	5095.5	5090.2
DH10B	ECDH10B_2325	fruK	1703.5	1305	3339.9	2940.6	2739.9	3053.7	3885.5	4496.1
DH10B	ECDH10B_2327	setB	102.4	124.3	66.7	73	48.5	46.4	107.6	46.2
DH10B	ECDH10B_2328	yeiW	31.4	33.4	0	37.8	0	8.1	0	63.9
DH10B	ECDH10B_2329	yeiP	302.3	170.2	270	218	209.6	170	203.4	51.6
DH10B	ECDH10B_2330	yeiQ	106.9	42.5	78.1	61	8.6	61	21.2	62.7
DH10B	ECDH10B_2331	yeiR	38.6	19.8	88.4	44	50	92.8	107.4	63.9
DH10B	ECDH10B_2332	yeiU	60	84.9	98.8	111.1	76.6	102	36	58.7
DH10B	ECDH10B_2333	spr	415.1	442.9	571.2	538	585	450.6	666.2	598.1
DH10B	ECDH10B_2334	rtn	65.3	120.9	56	134.3	81.8	88.7	147.8	99
DH10B	ECDH10B_2335	yejA	42.5	53.7	48.5	47.6	34.1	59.2	74.2	47.9
DH10B	ECDH10B_2336	yejB	43	29.4	42.9	32.3	84.3	45.6	20.7	63.4
DH10B	ECDH10B_2337	yejE	45	48.8	31	4.7	19.2	30.8	60.5	38.2
DH10B	ECDH10B_2338	yejF	455.9	501	197	273.1	283.6	239.5	368.5	329.2
DH10B	ECDH10B_2339	yejG	244.2	304.7	90.1	307.7	480.7	269.2	730.6	546.6
DH10B	ECDH10B_2340	bcr	176.3	149.5	154.1	201.7	310.1	192.4	321	258.2
DH10B	ECDH10B_2341	rsuA	153.5	270.3	233.2	441.4	445.6	436.4	356.7	441.8
DH10B	ECDH10B_2342	yejH	54	51.5	32.3	57.8	40.7	44.9	52	38.9
DH10B	ECDH10B_2343	rplY	944.8	1508.5	928.8	3474.6	603.9	902.9	347.9	568.5
DH10B	ECDH10B_2344	yejK	186.3	186.3	182.1	183	148.5	191.7	217	200.3
DH10B	ECDH10B_2345	yejL	20.6	46.4	53.2	72.9	82.6	47.5	13.3	62.2
DH10B	ECDH10B_2346	yejM	257.2	440.2	278.2	344	218.9	277.6	311.6	215.4
DH10B	ECDH10B_2348	yejO	63.9	51.8	101.8	71.3	59.6	83	111.2	115.2
DH10B	ECDH10B_2349	insH-8	418.9	345.3	396.7	372.7	274.1	310.1	329	362
DH10B	ECDH10B_2350	narP	85.7	73.8	55	49.6	4.2	34.4	8.2	64.3
DH10B	ECDH10B_2351	ccmH	143.1	82.7	23.8	48.4	0	35.5	18	37.3
DH10B	ECDH10B_2352	ccmG	105.5	70.7	0	0	0	23.9	0	10.3
DH10B	ECDH10B_2353	ccmF	73.9	57.3	16.4	14.1	7.8	19.7	0.4	10.7
DH10B	ECDH10B_2354	ccmE	67.7	34.5	0	14.5	0	18.3	52	23.3
DH10B	ECDH10B_2355	ccmD	0	0	3.6	0	0	0.5	0	8.6
DH10B	ECDH10B_2356	ccmC	102.1	39.6	19.5	18.2	21.9	24	0	16.8
DH10B	ECDH10B_2357	ccmB	27.7	53.1	0	10.5	0	7	0	2.7
DH10B	ECDH10B_2358	ccmA	138.8	124.9	13.4	13.7	0	68.5	1.2	50.3
DH10B	ECDH10B_2359	napC	201.4	182.7	7.5	14.2	0	33.9	0	30
DH10B	ECDH10B_2360	napB	128.7	105.6	0	0	0	0.5	18.5	11.4
DH10B	ECDH10B_2361	napH	159.1	78.2	0	0	0	2.1	0	5.6
DH10B	ECDH10B_2362	napG	121.1	61.9	0	0	0	7.3	0	0
DH10B	ECDH10B_2363	napA	263.5	138.5	7.6	3.7	4	9.9	3.3	15
DH10B	ECDH10B_2364	napD	60.6	17.9	0	0	0	0	0	0
DH10B	ECDH10B_2365	napF	76.1	81.6	0	0	0	6.9	0	10.4
DH10B	ECDH10B_2366	eco	178.1	198.2	169.1	109.6	111.8	123.2	131.6	150.6
DH10B	ECDH10B_2367	mqo	216.1	332.9	577.9	576.8	237.3	254.4	271.6	188.7
DH10B	ECDH10B_2368	yojI	131.7	105.5	114.9	166.3	140.1	85.8	70	62.4
DH10B	ECDH10B_2369	alkB	11.6	34.2	29.1	22.2	33	13.2	0	10.2
DH10B	ECDH10B_2370	ada	53.9	53.4	39.9	37.8	15.2	35.4	51.2	23.5
DH10B	ECDH10B_2371	yojL	39.2	74.6	57.5	41.1	36.5	41.8	5.7	17.4
DH10B	ECDH10B_2372	ompC	126.6	175.7	1243.5	791.1	467.7	653.5	673.3	1014
DH10B	ECDH10B_2374	rcsD	234.2	198.4	291.4	393.5	247.2	233.9	289.1	302
DH10B	ECDH10B_2375	rcsB	303.7	492.9	390.3	545.2	450.3	538.7	511.6	573.3
DH10B	ECDH10B_2376	rcsC	94.1	106.5	133.1	113.1	102.9	139.4	96.4	108
DH10B	ECDH10B_2377	atoS	11.6	17.9	20.3	10.6	15.2	10.4	0	19.3
DH10B	ECDH10B_2378	atoC	7.5	16.5	0	15.5	29.8	20.2	22.4	28.1
DH10B	ECDH10B_2379	atoD	0	2.6	0	0	0	0.8	0	0
DH10B	ECDH10B_2380	atoA	3.6	1.2	0	10.7	0	3.6	0	0
DH10B	ECDH10B_2381	atoE	0	3	0	9.7	9.5	6	6.3	9.8
DH10B	ECDH10B_2382	atoB	6	3.3	0	2.3	6.8	5.4	12.8	5.6
DH10B	ECDH10B_2383	yfaP	0	5.3	27.3	6.9	0	1.2	0	4.3
DH10B	ECDH10B_2384	yfaQ	4.9	8.7	10.1	1.9	4.9	8.9	6.9	1.8
DH10B	ECDH10B_2388	yfaT	20.4	2.5	36.5	6	14.4	7.6	0	5.8
DH10B	ECDH10B_2389	yfaA	27	27	14.8	29.5	31.8	23.3	19.7	24.7
DH10B	ECDH10B_2390	gyrA	854.6	1284.6	1021.4	1145.7	892.3	1020.9	998.6	842.5
DH10B	ECDH10B_2391	ubiG	183.6	121.8	265.4	241.7	267.8	160	382.1	202.4
DH10B	ECDH10B_2392	yfaL	37.1	32	38.8	20.6	38.7	37.7	38.3	34
DH10B	ECDH10B_2393	nrdA	526.6	760.3	401.8	460.9	381.9	681	333.8	430
DH10B	ECDH10B_2394	nrdB	321.7	465.3	327.9	335.6	583.4	491.7	362.7	274
DH10B	ECDH10B_2395	yfaE	44.3	48.9	32.7	21	94.9	41.3	68.3	11.8
DH10B	ECDH10B_2396	inaA	95.5	148.4	66.4	95.5	56.5	63.7	45.3	41.3
DH10B	ECDH10B_2397	yfaH	0	0	0	0	0	6	0	0
DH10B	ECDH10B_2398	glpQ	936.2	860.2	1014.1	1168.4	268	405.4	596.7	597
DH10B	ECDH10B_2399	glpT	905.8	531	747.8	474.2	287.6	223.1	215.6	306.4
DH10B	ECDH10B_2400	glpA	313.8	360.7	29.3	77.7	16.5	61.1	38.6	76.3
DH10B	ECDH10B_2401	glpB	357.2	336.8	59	67.7	74	51.8	28.2	83.1
DH10B	ECDH10B_2402	glpC	497.2	421.5	36.9	56.3	52.7	67.5	96	117.3
DH10B	ECDH10B_2403	yfaD	62.2	29.8	23.6	25	9	10.2	14.3	11.7
DH10B	ECDH10B_2404	ypaA	0	0	44.9	0	0	0	0	0
DH10B	ECDH10B_2405	yfaU	15.8	12.4	0	0	25.6	9.8	0	14.3
DH10B	ECDH10B_2406	yfaV	0	0	0	0	0	4.7	11.1	11
DH10B	ECDH10B_2407	yfaW	0	0	0	0	11.8	4	13.7	5.4
DH10B	ECDH10B_2408	yfaX	0	10.1	8.7	9.6	4.6	8.6	7.7	0
DH10B	ECDH10B_2409	yfaY	47	90.1	81.3	151.5	155	171.6	134	183.1
DH10B	ECDH10B_2410	yfaZ	14.7	3.2	0	0	0	1.9	0	5.6
DH10B	ECDH10B_2411	yfaO	12.2	20	3.6	30.2	33.7	10.4	23.1	6.4
DH10B	ECDH10B_2412	ais	15.6	7.3	0	20.5	0	35.4	21.3	31
DH10B	ECDH10B_2413	arnB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2414	arnC	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2415	arnA	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2416	yfbH	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2417	arnT	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2418	yfbW	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2419	yfbJ	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2420	pmrD	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2421	menE	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2422	menC	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2423	menB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2424	yfbB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2425	menD	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2426	menF	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2427	elaB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2428	elaA	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2431	elaD	0	2.3	0	4.4	6.7	8.3	3.1	9
DH10B	ECDH10B_2433	yfbL	7.3	0	0	0	0	4.5	10.9	5.9
DH10B	ECDH10B_2434	yfbM	0	0	0	0	0	6.6	25.5	10.2
DH10B	ECDH10B_2435	yfbN	2.6	5.1	33.8	6.7	31.3	4.7	0	18.9
DH10B	ECDH10B_2436	yfbO	28.6	26.8	0	22.5	15	11.9	0	5.1
DH10B	ECDH10B_2437	yfbP	35.4	79.5	37.4	37.8	6.3	27.1	10.7	46.7
DH10B	ECDH10B_2438	nuoN	540.7	483.4	783.4	466.1	459.4	444.3	464.9	536.6
DH10B	ECDH10B_2439	nuoM	428.3	346.7	543.8	356	329.9	306.1	252.8	328.9
DH10B	ECDH10B_2440	nuoL	653.2	535.4	708.2	605.4	518.3	395.6	503.4	593.6
DH10B	ECDH10B_2441	nuoK	37.3	95.8	192.7	81.4	156.8	94.7	197.4	127.5
DH10B	ECDH10B_2442	nuoJ	557.3	328.2	792.6	474.3	294	244.5	379.2	295.2
DH10B	ECDH10B_2443	nuoI	352.8	225	374.3	502.6	274	250.3	391.7	334
DH10B	ECDH10B_2444	nuoH	433.2	308.1	460.7	375	392.3	266.5	387.8	415.6
DH10B	ECDH10B_2445	nuoG	623	736	892.5	924.4	488.7	639.7	644.8	770.1
DH10B	ECDH10B_2446	nuoF	605.8	549.8	731.2	719.7	517.2	505.7	430.5	792.2
DH10B	ECDH10B_2447	nuoE	1158.5	662.8	1159.6	999.5	637	732.8	767.5	936.5
DH10B	ECDH10B_2448	nuoC	768.7	924.8	1047.4	836.8	765.2	818.1	813.6	1140.3
DH10B	ECDH10B_2449	nuoB	514.1	443.7	509.1	327.5	443.5	382.5	415.6	458.3
DH10B	ECDH10B_2450	nuoA	759.1	422.3	288.7	272.9	522.9	341.8	303.5	464.1
DH10B	ECDH10B_2451	lrhA	100.8	136.3	53.3	84.5	13.4	71.3	102.4	90.6
DH10B	ECDH10B_2452	yfbQ	257.4	323.2	230.4	258.8	139.8	162.6	287.1	180.3
DH10B	ECDH10B_2453	yfbR	111.4	73.4	82.2	134	207.7	153.9	89.6	114.7
DH10B	ECDH10B_2455	yfbT	80.3	108.9	268	124.4	221.7	259.8	233.7	292
DH10B	ECDH10B_2456	yfbU	66.6	112.6	124.1	141.9	371.3	320.4	399.1	413.9
DH10B	ECDH10B_2457	yfbV	7.2	60.2	86.5	41.2	133.7	103.6	74.7	123.7
DH10B	ECDH10B_2458	ackA	1094.1	1478.5	855.5	1046	1015.7	1201.9	927.5	859
DH10B	ECDH10B_2459	pta	996.1	1164.6	872.7	856.6	1016.4	1121	599.2	756.8
DH10B	ECDH10B_2460	yfcC	64.7	72.4	12.5	8.8	19.4	10.2	14.9	21.2
DH10B	ECDH10B_2461	yfcD	173.4	200.3	213.7	333.7	132.1	215.5	355.5	217.8
DH10B	ECDH10B_2462	yfcE	193.4	150.2	129.8	233.8	284.3	196.9	289.1	283.8
DH10B	ECDH10B_2463	yfcF	59.1	75.9	103.5	93.1	180.7	126.2	497.6	201.2
DH10B	ECDH10B_2464	yfcG	0	3.7	12.9	2.5	0	5.9	16.4	23.3
DH10B	ECDH10B_2465	folX	85.6	53	204.8	97.5	113.6	106	93.8	55.7
DH10B	ECDH10B_2466	yfcH	71.6	95.5	78.9	125.9	102.3	119.8	122.8	124.9
DH10B	ECDH10B_2467	yfcI	37	22.1	28.1	39.1	52.3	26.1	51.8	34.5
DH10B	ECDH10B_2468	hisP	40.7	40	28.4	57.5	186.5	83.2	75.3	85.8
DH10B	ECDH10B_2469	hisM	25.6	24.7	24.3	29.9	62.5	49.2	94	36.2
DH10B	ECDH10B_2470	hisQ	48.7	50.1	26.5	37.5	169.6	115.2	101.4	148
DH10B	ECDH10B_2471	hisJ	111.8	58.5	138.5	81.5	266.8	280.2	387.7	320.6
DH10B	ECDH10B_2472	argT	57.1	63.3	39.7	14.4	241.6	190.3	210.7	137.2
DH10B	ECDH10B_2473	ubiX	11.6	47.9	4	74.3	77.1	77.5	55.8	49.2
DH10B	ECDH10B_2474	purF	77.5	99	63.5	72.8	72.6	94.2	66.3	53.7
DH10B	ECDH10B_2475	cvpA	328.3	362.8	342.8	280.7	330	260.4	201.2	171.5
DH10B	ECDH10B_2476	dedD	264.8	222.3	355.8	334.8	293.4	315.6	261.4	305.8
DH10B	ECDH10B_2477	folC	162.5	163.7	258.8	307.2	192.1	209.5	92.5	146
DH10B	ECDH10B_2478	accD	633.3	558.5	690.5	702.6	459.5	752.8	608.9	697.4
DH10B	ECDH10B_2479	dedA	287.4	262.6	270.1	282.7	508	350.2	333.7	320
DH10B	ECDH10B_2480	truA	103.1	103.7	236	180.7	153.3	139.9	155.5	116.9
DH10B	ECDH10B_2481	usg	160.6	200.8	146.6	293.5	188.3	258.9	201.6	259.5
DH10B	ECDH10B_2482	pdxB	132.5	116.2	201.5	130.1	197.1	251	315.6	236.4
DH10B	ECDH10B_2483	flk	121	168.8	127.2	192.2	116.1	162.5	67.6	100
DH10B	ECDH10B_2484	yfcJ	48.7	57	32.8	22.7	44.1	50.3	22.5	12.3
DH10B	ECDH10B_2485	fabB	728.3	442	784.5	686.3	1372.2	1933.9	1481	2064.7
DH10B	ECDH10B_2486	mnmC	89.1	69.8	111.5	102.8	91.1	105.3	102.6	112.5
DH10B	ECDH10B_2487	yfcL	91.1	45.3	122.3	107.6	0	88	46.1	23.8
DH10B	ECDH10B_2488	yfcM	119.2	228.3	229.3	184.6	189.4	186.8	107.5	240.2
DH10B	ECDH10B_2489	yfcA	172.6	157.8	233.2	119.8	101.8	140.1	127.1	123.7
DH10B	ECDH10B_2490	mepA	139.2	209.5	140.7	258	227.1	230.6	255.1	203
DH10B	ECDH10B_2491	aroC	239.3	226.1	253.5	268.1	246.8	386.9	369.4	307.3
DH10B	ECDH10B_2492	prmB	159.9	190.6	167.5	310.3	248.8	282.8	234.5	253.2
DH10B	ECDH10B_2493	yfcN	191.9	179	193.7	96.2	73.1	121.1	144	144.3
DH10B	ECDH10B_2494	yfcO	143.2	141.9	97.8	59.4	171.2	84.5	117.9	103.9
DH10B	ECDH10B_2495	yfcP	0	10.8	0	0	0	5.5	0	1.1
DH10B	ECDH10B_2496	yfcQ	0	4.2	23.3	0	0	0	0	0
DH10B	ECDH10B_2497	yfcR	0.9	0	0	0	0	0	0	5.3
DH10B	ECDH10B_2498	yfcS	5.6	2.1	0	0	40.5	0	0	0
DH10B	ECDH10B_2499	yfcT	4.2	1.4	0	19.7	12	6.3	22.8	6.1
DH10B	ECDH10B_2500	yfcU	47.2	24.7	7.9	30.6	9.8	21.7	31.4	24.8
DH10B	ECDH10B_2502	yfcV	0	6.7	0	0	0	3.5	0	0
DH10B	ECDH10B_2503	sixA	111.4	84.1	170.1	188.6	103.3	136.7	113.7	157.7
DH10B	ECDH10B_2504	fadJ	64.5	43.3	67.5	52.2	70.6	65.7	152.8	158.1
DH10B	ECDH10B_2505	yfcY	43.1	35.5	23.7	19.6	58.8	31.9	83.1	128.7
DH10B	ECDH10B_2506	yfcZ	107.4	71.4	45.2	64	0	8.7	0	0
DH10B	ECDH10B_2507	fadL	432.3	389	243.8	159.6	196.3	396	251.8	395.1
DH10B	ECDH10B_2508	yfdF	34.2	77.1	90.2	61.3	55	68.8	57.2	82.9
DH10B	ECDH10B_2509	vacJ	96.5	184.6	197.6	135.5	198	144.3	217.3	143.7
DH10B	ECDH10B_2510	yfdC	17.2	11	16.3	23	40.4	20.6	24.3	46.2
DH10B	ECDH10B_2512	intS	39	71.8	25.5	21.3	48.8	24.9	26.1	14.1
DH10B	ECDH10B_2513	yfdG	42.8	91.7	100.3	62	24.7	11.9	41.7	11.6
DH10B	ECDH10B_2514	yfdH	201.9	305.2	322.8	379.6	74	83.2	67.4	60.3
DH10B	ECDH10B_2515	yfdI	203.2	405.6	363.3	327.2	146	139.1	55.7	77.7
DH10B	ECDH10B_2516	tfaS	18.6	4.7	32.5	40.7	0	0	0	7
DH10B	ECDH10B_2517	yfdK	10.7	12.5	13.8	7.3	0	5.4	0	0
DH10B	ECDH10B_2518	yfdL	0	9.4	0	0	0	1.4	0	0
DH10B	ECDH10B_2519	yfdM	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2520	yfdN	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2521	yfdO	0	0	0	0	0	0	0	0
DH10B	ECDH10B_2522	yfdP	0	8.5	0	28.8	10	12.5	10.2	4.1
DH10B	ECDH10B_2523	yfdQ	8.6	1.1	3.7	9.1	0	7.1	0	12.8
DH10B	ECDH10B_2524	yfdR	0	1.5	0	0	0	5.2	0	0
DH10B	ECDH10B_2525	yfdS	0	0	31.3	3	0	2	0	0
DH10B	ECDH10B_2526	yfdT	0	0	0	0	0	3.4	0	14.8
DH10B	ECDH10B_2527	ypdJ	0	0	0	0	0	0	0	0
